"sensanaly","ID","scenario","region","soiltype","initdenres_collapsed","year","crop","ww_yield_mean","ww_yield_sd","ww_yield_se","ww_yield_n","ww_yield_ci_l","ww_yield_ci_u","prod_cost_mean","prod_cost_sd","prod_cost_se","prod_cost_n","prod_cost_ci_l","prod_cost_ci_u"
"lower","MIT_n_l_HD-HR_6","MIT","north","light","HD-HR",6,"winterwheat",6.27236829447994,0.121773843442659,0.0141559217609686,74,6.24462268782844,6.30011390113144,6.27236829447994,0.121773843442659,0.0141559217609686,74,6.24462268782844,6.30011390113144
"upper","MIT_n_l_HD-HR_1","MIT","north","light","HD-HR",1,"setaside",0,0,0,74,0,0,-4.549,0.375546104642731,0.0436563479041567,74,-4.63456644189215,-4.46343355810785
"upper","MIT_n_l_HD-HR_2","MIT","north","light","HD-HR",2,"sosr",0,0,0,74,0,0,-3.59618888156036,0.455199982666358,0.0529159231411916,74,-3.6999040909171,-3.49247367220363
"upper","MIT_n_l_HD-HR_3","MIT","north","light","HD-HR",3,"springbarley",0,0,0,74,0,0,0,0,0,74,0,0
"upper","MIT_n_l_HD-HR_4","MIT","north","light","HD-HR",4,"winterwheat",4.06066160977748,1.00717014482318,0.117081151148965,74,3.83118255352551,4.29014066602945,0.564200338643202,1.01401451492499,0.117876793011989,74,0.333161824339702,0.795238852946701
"upper","MIT_n_l_HD-HR_5","MIT","north","light","HD-HR",5,"wosr",0,0,0,74,0,0,-4.23041137318088,0.301232399184259,0.0350175551183057,74,-4.29904578121276,-4.161776965149
"upper","MIT_n_l_HD-HR_6","MIT","north","light","HD-HR",6,"winterwheat",4.32567671151988,0.772665970818687,0.0898205946453732,74,4.14962834601495,4.50172507702481,4.32567671151988,0.772665970818687,0.0898205946453732,74,4.14962834601495,4.50172507702481
"lower","MIT_c_h_HD-HR_1","MIT","central","heavy","HD-HR",1,"winterwheat",8.7275,0.0588993220418219,0.00684690711097359,74,8.71408006206249,8.74091993793751,0.0599999999999996,8.94241141410505e-16,1.03953421156549e-16,74,0.0599999999999994,0.0599999999999998
"lower","MIT_c_h_HD-HR_2","MIT","central","heavy","HD-HR",2,"springbarley",0,0,0,74,0,0,-7.64330961246856,0.129247064599183,0.0150246660742249,74,-7.67275795797404,-7.61386126696308
"lower","MIT_c_h_HD-HR_3","MIT","central","heavy","HD-HR",3,"springbeans",0,0,0,74,0,0,0,0,0,74,0,0
"lower","MIT_c_h_HD-HR_4","MIT","central","heavy","HD-HR",4,"winterwheat",8.80447535290716,0.150019952441807,0.0174394652358201,74,8.77029400104495,8.83865670476936,0.450385277777178,0.185995725366677,0.0216215638903201,74,0.40800701255215,0.492763543002205
"lower","MIT_c_h_HD-HR_5","MIT","central","heavy","HD-HR",5,"springbarley",0,0,0,74,0,0,-7.44379450053475,0.0653560630806524,0.00759748801071795,74,-7.45868557703576,-7.42890342403374
"lower","MIT_c_h_HD-HR_6","MIT","central","heavy","HD-HR",6,"wosr",0,0,0,74,0,0,0,0,0,74,0,0
"upper","MIT_c_h_HD-HR_1","MIT","central","heavy","HD-HR",1,"winterwheat",6.338,0.521535877225025,0.0606273142475956,74,6.21917046407471,6.45682953592529,0.0449999999999995,0.00302047805342646,0.000351123441588353,74,0.0443117980544863,0.0456882019455127
"upper","MIT_c_h_HD-HR_2","MIT","central","heavy","HD-HR",2,"springbarley",0,0,0,74,0,0,-4.7069299677997,0.608465871058652,0.0707327207667695,74,-4.84556610050257,-4.56829383509684
"upper","MIT_c_h_HD-HR_3","MIT","central","heavy","HD-HR",3,"springbeans",0,0,0,74,0,0,0,0,0,74,0,0
"upper","MIT_c_h_HD-HR_4","MIT","central","heavy","HD-HR",4,"winterwheat",6.53966349939913,1.01033697915818,0.117449288162702,74,6.30946289460023,6.76986410419803,2.22564392000909,1.0313005301972,0.119886251470673,74,1.99066686712657,2.46062097289161
"upper","MIT_c_h_HD-HR_5","MIT","central","heavy","HD-HR",5,"springbarley",0,0,0,74,0,0,-5.36468432303136,0.45505494424777,0.0528990627675036,74,-5.46836648605567,-5.26100216000705
"upper","MIT_c_h_HD-HR_6","MIT","central","heavy","HD-HR",6,"wosr",0,0,0,74,0,0,0,0,0,74,0,0
"lower","MIT_c_m_HD-HR_1","MIT","central","medium","HD-HR",1,"winterwheat",7.73,0.0523549529260644,0.00608613965419879,74,7.71807116627777,7.74192883372223,0.0474999999999999,0.000503413008904633,5.85205735980848e-05,74,0.0473852996757476,0.0476147003242521
"lower","MIT_c_m_HD-HR_2","MIT","central","medium","HD-HR",2,"springbarley",0,0,0,74,0,0,-6.85671957791518,0.105772867033447,0.0122958460358021,74,-6.88081943614535,-6.832619719685
"lower","MIT_c_m_HD-HR_3","MIT","central","medium","HD-HR",3,"springbeans",0,0,0,74,0,0,0,0,0,74,0,0
"lower","MIT_c_m_HD-HR_4","MIT","central","medium","HD-HR",4,"winterwheat",7.8658918671827,0.095250227751313,0.0110726140659011,74,7.84418954361354,7.88759419075187,0.31260950987809,0.131474000233347,0.0152835420833309,74,0.282653767394762,0.342565252361419
"lower","MIT_c_m_HD-HR_5","MIT","central","medium","HD-HR",5,"springbarley",0,0,0,74,0,0,-6.66661176670978,0.036075356062846,0.00419367495914837,74,-6.67483136962971,-6.65839216378985
"lower","MIT_c_m_HD-HR_6","MIT","central","medium","HD-HR",6,"wosr",0,0,0,74,0,0,0,0,0,74,0,0
"upper","MIT_c_m_HD-HR_1","MIT","central","medium","HD-HR",1,"winterwheat",5.6105,0.462636555183203,0.053780407136622,74,5.50509040201222,5.71590959798778,0.0350000000000001,0.0030204780534269,0.000351123441588405,74,0.0343117980544869,0.0356882019455134
"upper","MIT_c_m_HD-HR_2","MIT","central","medium","HD-HR",2,"springbarley",0,0,0,74,0,0,-4.5554930142666,0.562251391489116,0.0653603966410364,74,-4.68359939168303,-4.42738663685016
"upper","MIT_c_m_HD-HR_3","MIT","central","medium","HD-HR",3,"springbeans",0,0,0,74,0,0,0,0,0,74,0,0
"upper","MIT_c_m_HD-HR_4","MIT","central","medium","HD-HR",4,"winterwheat",6.31066413706511,0.802326241278283,0.0932685310508042,74,6.12785781620553,6.49347045792469,1.90009188369912,0.855227892029382,0.0994182230362696,74,1.70523216654803,2.09495160085021
"upper","MIT_c_m_HD-HR_5","MIT","central","medium","HD-HR",5,"springbarley",0,0,0,74,0,0,-5.37538892544143,0.360901007837279,0.0419538899813483,74,-5.45761854980487,-5.29315930107799
"upper","MIT_c_m_HD-HR_6","MIT","central","medium","HD-HR",6,"wosr",0,0,0,74,0,0,0,0,0,74,0,0
"lower","MIT_c_l_HD-HR_1","MIT","central","light","HD-HR",1,"winterwheat",6.5125,0.0437969317746887,0.00509128990303172,74,6.50252107179006,6.52247892820994,0.2425,0.00151023902671345,0.000175561720794203,74,0.242155899027243,0.242844100972756
"lower","MIT_c_l_HD-HR_2","MIT","central","light","HD-HR",2,"springbarley",0,0,0,74,0,0,-5.57160956867884,0.0891474569587713,0.0103631813714734,74,-5.59192140416693,-5.55129773319075
"lower","MIT_c_l_HD-HR_3","MIT","central","light","HD-HR",3,"driedpeas",0,0,0,74,0,0,0,0,0,74,0,0
"lower","MIT_c_l_HD-HR_4","MIT","central","light","HD-HR",4,"winterwheat",6.65994292224685,0.0553502081572111,0.00643433100225468,74,6.64733163348243,6.67255421101127,0.521962961242779,0.10480948432665,0.0121838550709304,74,0.498082605303755,0.545843317181802
"lower","MIT_c_l_HD-HR_5","MIT","central","light","HD-HR",5,"springbarley",0,0,0,74,0,0,-5.4254067654021,0.0334569250882082,0.00388928854113305,74,-5.43302977094273,-5.41778375986148
"lower","MIT_c_l_HD-HR_6","MIT","central","light","HD-HR",6,"wosr",0,0,0,74,0,0,0,0,0,74,0,0
"upper","MIT_c_l_HD-HR_1","MIT","central","light","HD-HR",1,"winterwheat",4.727,0.389641668892056,0.0452949239649026,74,4.63822194902879,4.81577805097121,0.178,0.0140955642493252,0.00163857606074586,74,0.174788390920938,0.181211609079062
"upper","MIT_c_l_HD-HR_2","MIT","central","light","HD-HR",2,"springbarley",0,0,0,74,0,0,-3.59618888156036,0.455199982666358,0.0529159231411916,74,-3.6999040909171,-3.49247367220363
"upper","MIT_c_l_HD-HR_3","MIT","central","light","HD-HR",3,"driedpeas",0,0,0,74,0,0,0,0,0,74,0,0
"upper","MIT_c_l_HD-HR_4","MIT","central","light","HD-HR",4,"winterwheat",5.61556671014219,0.577895433315477,0.0671789795637605,74,5.48389591019722,5.74723751008716,2.11910543900791,0.668327022874294,0.0776914383178231,74,1.96683021990498,2.27138065811085
"upper","MIT_c_l_HD-HR_5","MIT","central","light","HD-HR",5,"springbarley",0,0,0,74,0,0,-4.23041137318088,0.301232399184259,0.0350175551183057,74,-4.29904578121276,-4.161776965149
"upper","MIT_c_l_HD-HR_6","MIT","central","light","HD-HR",6,"wosr",0,0,0,74,0,0,0,0,0,74,0,0
"lower","MIT_e_h_HD-HR_1","MIT","east","heavy","HD-HR",1,"springlinseed",0,0,0,74,0,0,-8.6675,0.0588993220418228,0.00684690711097369,74,-8.68091993793751,-8.65408006206249
"lower","MIT_e_h_HD-HR_2","MIT","east","heavy","HD-HR",2,"springbeans",0,0,0,74,0,0,-7.88013974464821,0.0664392860174989,0.00772341011935949,74,-7.89527762848216,-7.86500186081427
"lower","MIT_e_h_HD-HR_3","MIT","east","heavy","HD-HR",3,"winterwheat",8.94211994640299,0.0202297545982947,0.00235166120441867,74,8.93751069044233,8.94672920236365,8.94211994640299,0.0202297545982947,0.00235166120441867,74,8.93751069044233,8.94672920236365
"lower","MIT_e_h_HD-HR_4","MIT","east","heavy","HD-HR",4,"springbarley",0,0,0,74,0,0,-8.76969011650834,0.0802184847807629,0.00932520943937069,74,-8.78796752700951,-8.75141270600717
"lower","MIT_e_h_HD-HR_5","MIT","east","heavy","HD-HR",5,"winterwheat",7.95398073804646,0.015126115050727,0.00175837515801437,74,7.95053432273675,7.95742715335617,0.362837721345935,0.0118520946426978,0.00137777801638189,74,0.360137276433826,0.365538166258044
"lower","MIT_e_h_HD-HR_6","MIT","east","heavy","HD-HR",6,"springlinseed",0,0,0,74,0,0,0,0,0,74,0,0
"upper","MIT_e_h_HD-HR_1","MIT","east","heavy","HD-HR",1,"springlinseed",0,0,0,74,0,0,-6.293,0.518515399171599,0.0602761908060073,74,-6.41114133397978,-6.17485866602023
"upper","MIT_e_h_HD-HR_2","MIT","east","heavy","HD-HR",2,"springbeans",0,0,0,74,0,0,-5.93065245908213,0.483427991857863,0.0561973625561429,74,-6.04079928969217,-5.82050562847209
"upper","MIT_e_h_HD-HR_3","MIT","east","heavy","HD-HR",3,"winterwheat",8.53962272437337,0.348722560658666,0.0405381742532682,74,8.46016790283696,8.61907754590977,8.53962272437337,0.348722560658666,0.0405381742532682,74,8.46016790283696,8.61907754590977
"upper","MIT_e_h_HD-HR_4","MIT","east","heavy","HD-HR",4,"springbarley",0,0,0,74,0,0,-6.44505415413255,0.641658198337768,0.0745912504373788,74,-6.59125300498981,-6.29885530327529
"upper","MIT_e_h_HD-HR_5","MIT","east","heavy","HD-HR",5,"winterwheat",7.48779753101868,0.270587763053955,0.0314551885279943,74,7.42614536150381,7.54944970053355,0.475965838744538,0.204637725125055,0.0237886523436944,74,0.429340080150897,0.522591597338179
"upper","MIT_e_h_HD-HR_6","MIT","east","heavy","HD-HR",6,"springlinseed",0,0,0,74,0,0,0,0,0,74,0,0
"lower","MIT_e_m_HD-HR_1","MIT","east","medium","HD-HR",1,"springlinseed",0,0,0,74,0,0,-7.6825,0.0518515399171597,0.00602761908060071,74,-7.69431413339798,-7.67068586660202
"lower","MIT_e_m_HD-HR_2","MIT","east","medium","HD-HR",2,"springbeans",0,0,0,74,0,0,-6.85671957791518,0.105772867033447,0.0122958460358021,74,-6.88081943614535,-6.832619719685
"lower","MIT_e_m_HD-HR_3","MIT","east","medium","HD-HR",3,"winterwheat",7.87860070853237,0.0520523950561537,0.00605096801623833,74,7.86674081122054,7.8904606058442,7.87860070853237,0.0520523950561537,0.00605096801623833,74,7.86674081122054,7.8904606058442
"lower","MIT_e_m_HD-HR_4","MIT","east","medium","HD-HR",4,"springbarley",0,0,0,74,0,0,-7.55328235730461,0.111533829638734,0.0129655443355582,74,-7.57869482420231,-7.52786989040692
"lower","MIT_e_m_HD-HR_5","MIT","east","medium","HD-HR",5,"winterwheat",6.97142043101419,0.0770021524562523,0.00895131840123091,74,6.95387584694778,6.9889650150806,0.304808664304414,0.0524815427325344,0.00610085542028997,74,0.292850987680645,0.316766340928182
"lower","MIT_e_m_HD-HR_6","MIT","east","medium","HD-HR",6,"springlinseed",0,0,0,74,0,0,0,0,0,74,0,0
"upper","MIT_e_m_HD-HR_1","MIT","east","medium","HD-HR",1,"springlinseed",0,0,0,74,0,0,-5.5755,0.459616077129776,0.0534292836950336,74,-5.68022139604227,-5.47077860395773
"upper","MIT_e_m_HD-HR_2","MIT","east","medium","HD-HR",2,"springbeans",0,0,0,74,0,0,-4.5554930142666,0.562251391489116,0.0653603966410364,74,-4.68359939168303,-4.42738663685016
"upper","MIT_e_m_HD-HR_3","MIT","east","medium","HD-HR",3,"winterwheat",6.90495015410165,0.631822155470302,0.0734478336794529,74,6.76099240008992,7.04890790811337,6.90495015410165,0.631822155470302,0.0734478336794529,74,6.76099240008992,7.04890790811337
"upper","MIT_e_m_HD-HR_4","MIT","east","medium","HD-HR",4,"springbarley",0,0,0,74,0,0,-4.41057225336599,0.527202631757561,0.0612860610813438,74,-4.53069293308542,-4.29045157364655
"upper","MIT_e_m_HD-HR_5","MIT","east","medium","HD-HR",5,"winterwheat",5.72993856149684,0.68316067813883,0.0794158157162653,74,5.57428356269296,5.88559356030072,0.354549636055407,0.429868738578148,0.0499712258294939,74,0.256606033429599,0.452493238681215
"upper","MIT_e_m_HD-HR_6","MIT","east","medium","HD-HR",6,"springlinseed",0,0,0,74,0,0,0,0,0,74,0,0
"lower","MIT_e_l_HD-HR_1","MIT","east","light","HD-HR",1,"springlinseed",0,0,0,74,0,0,-6.27,0.0422866927479753,0.00491572818223751,74,-6.27963482723719,-6.26036517276282
"lower","MIT_e_l_HD-HR_2","MIT","east","light","HD-HR",2,"driedpeas",0,0,0,74,0,0,-5.57160956867884,0.0891474569587713,0.0103631813714734,74,-5.59192140416693,-5.55129773319075
"lower","MIT_e_l_HD-HR_3","MIT","east","light","HD-HR",3,"winterwheat",6.44891339116034,0.027946737165581,0.00324874220609293,74,6.4425458564364,6.45528092588428,6.44891339116034,0.027946737165581,0.00324874220609293,74,6.4425458564364,6.45528092588428
"lower","MIT_e_l_HD-HR_4","MIT","east","light","HD-HR",4,"sugarbeet",0,0,0,74,0,0,-6.13797996100407,0.0964154629227312,0.0112080699031598,74,-6.15994777801427,-6.11601214399388
"lower","MIT_e_l_HD-HR_5","MIT","east","light","HD-HR",5,"springbarley",0,0,0,74,0,0,-5.4254067654021,0.0334569250882082,0.00388928854113305,74,-5.43302977094273,-5.41778375986148
"lower","MIT_e_l_HD-HR_6","MIT","east","light","HD-HR",6,"winterwheat",5.74355105272943,0.0211590894400908,0.00245969418537984,74,5.73873005212609,5.74837205333278,5.74355105272943,0.0211590894400908,0.00245969418537984,74,5.73873005212609,5.74837205333278
"upper","MIT_e_l_HD-HR_1","MIT","east","light","HD-HR",1,"springlinseed",0,0,0,74,0,0,-4.549,0.375546104642731,0.0436563479041567,74,-4.63456644189215,-4.46343355810785
"upper","MIT_e_l_HD-HR_2","MIT","east","light","HD-HR",2,"driedpeas",0,0,0,74,0,0,-3.59618888156036,0.455199982666358,0.0529159231411916,74,-3.6999040909171,-3.49247367220363
"upper","MIT_e_l_HD-HR_3","MIT","east","light","HD-HR",3,"winterwheat",5.88507355303217,0.405435912732199,0.0471309675170633,74,5.79269685669873,5.97745024936562,5.88507355303217,0.405435912732199,0.0471309675170633,74,5.79269685669873,5.97745024936562
"upper","MIT_e_l_HD-HR_4","MIT","east","light","HD-HR",4,"sugarbeet",0,0,0,74,0,0,-3.49646127113428,0.435590266197686,0.0506363399052726,74,-3.59570849734861,-3.39721404491994
"upper","MIT_e_l_HD-HR_5","MIT","east","light","HD-HR",5,"springbarley",0,0,0,74,0,0,-4.23041137318088,0.301232399184259,0.0350175551183057,74,-4.29904578121276,-4.161776965149
"upper","MIT_e_l_HD-HR_6","MIT","east","light","HD-HR",6,"winterwheat",5.28559149469902,0.317336011744754,0.0368895620537085,74,5.21328795307375,5.35789503632429,5.28559149469902,0.317336011744754,0.0368895620537085,74,5.21328795307375,5.35789503632429
"lower","CWW_n_h_LD-LR_1","CWW","north","heavy","LD-LR",1,"winterwheat",8.96,0,0,74,8.96,8.96,0,0,0,74,0,0
"lower","CWW_n_h_LD-LR_2","CWW","north","heavy","LD-LR",2,"winterwheat",8.03735335303808,0.0237992525526937,0.00276660691311846,74,8.03193080348837,8.04277590258779,0.0282300585701724,0.0315437733613567,0.00366688917032791,74,0.0210429557963297,0.0354171613440151
"lower","CWW_n_h_LD-LR_3","CWW","north","heavy","LD-LR",3,"winterwheat",7.91585988788406,0.0574435246671291,0.00667767410367609,74,7.90277164664085,7.92894812912726,7.91585988788406,0.0574435246671291,0.00667767410367609,74,7.90277164664085,7.92894812912726
"lower","CWW_n_h_LD-LR_4","CWW","north","heavy","LD-LR",4,"winterwheat",7.53605613821837,0.0854373681671484,0.00993189230991736,74,7.51658962929093,7.55552264714581,-1.25658606552139,0.078175119223176,0.00908767301821076,74,-1.27439790463708,-1.23877422640569
"lower","CWW_n_h_LD-LR_5","CWW","north","heavy","LD-LR",5,"winterwheat",7.52282287596847,0.102535141264509,0.0119194680602631,74,7.49946071857035,7.54618503336658,-0.0686169273935719,0.0895353380865819,0.0104082716366947,74,-0.0890171398014935,-0.0482167149856503
"lower","CWW_n_h_LD-LR_6","CWW","north","heavy","LD-LR",6,"winterwheat",7.34031229434116,0.10722779293322,0.012464977736198,74,7.31588093797821,7.3647436507041,7.34031229434116,0.10722779293322,0.012464977736198,74,7.31588093797821,7.3647436507041
"upper","CWW_n_h_LD-LR_1","CWW","north","heavy","LD-LR",1,"winterwheat",8.822,0.138941990457632,0.016151678313066,74,8.79034271050639,8.85365728949361,0,0,0,74,0,0
"upper","CWW_n_h_LD-LR_2","CWW","north","heavy","LD-LR",2,"winterwheat",7.45577916769491,0.389185633795692,0.045241910961766,74,7.36710502220985,7.54445331317997,0.406470682016793,0.30930999106657,0.0359565561013607,74,0.335995832058126,0.476945531975459
"upper","CWW_n_h_LD-LR_3","CWW","north","heavy","LD-LR",3,"winterwheat",7.00392953824212,0.6481742655543,0.0753487278651967,74,6.85624603162634,7.15161304485791,7.00392953824212,0.6481742655543,0.0753487278651967,74,6.85624603162634,7.15161304485791
"upper","CWW_n_h_LD-LR_4","CWW","north","heavy","LD-LR",4,"winterwheat",6.47269198481122,0.820057459356075,0.0953297432843993,74,6.2858456879738,6.65953828164864,-0.245618528193225,0.664909414612347,0.0772941494272205,74,-0.397115061070577,-0.0941219953158725
"upper","CWW_n_h_LD-LR_5","CWW","north","heavy","LD-LR",5,"winterwheat",6.36576824623564,0.918860087203002,0.106815315473289,74,6.15641022790799,6.57512626456328,-0.672527604979583,0.713040766306806,0.0828893054112497,74,-0.834990643585632,-0.510064566373534
"upper","CWW_n_h_LD-LR_6","CWW","north","heavy","LD-LR",6,"winterwheat",6.17327446733795,0.938872115583074,0.109141666518947,74,5.95935680096082,6.38719213371509,6.17327446733795,0.938872115583074,0.109141666518947,74,5.95935680096082,6.38719213371509
"lower","CWW_n_m_LD-LR_1","CWW","north","medium","LD-LR",1,"winterwheat",7.94,0,0,74,7.94,7.94,0,0,0,74,0,0
"lower","CWW_n_m_LD-LR_2","CWW","north","medium","LD-LR",2,"winterwheat",7.1298174793144,0.0152378942646458,0.00177136922769306,74,7.12634559562812,7.13328936300067,0.0169044595100254,0.0200852812766145,0.00233486652191188,74,0.0123281211270781,0.0214807978929727
"lower","CWW_n_m_LD-LR_3","CWW","north","medium","LD-LR",3,"winterwheat",7.03473801640376,0.0335111537850216,0.00389559249908976,74,7.02710265510554,7.04237337770198,7.03473801640376,0.0335111537850216,0.00389559249908976,74,7.02710265510554,7.04237337770198
"lower","CWW_n_m_LD-LR_4","CWW","north","medium","LD-LR",4,"winterwheat",6.7066363242413,0.0488859438820014,0.00568287554404552,74,6.69549788817497,6.71777476030763,-1.14403550535423,0.0454021162461082,0.00527788880758248,74,-1.1543801674171,-1.13369084329137
"lower","CWW_n_m_LD-LR_5","CWW","north","medium","LD-LR",5,"winterwheat",6.6998320975415,0.0590876538761881,0.00686880024201895,74,6.68636924906714,6.71329494601586,-0.0378557773876399,0.0521966015532691,0.0060677316810195,74,-0.0497485314824381,-0.0259630232928416
"lower","CWW_n_m_LD-LR_6","CWW","north","medium","LD-LR",6,"winterwheat",6.53929049365108,0.0622537835399573,0.00723685533938888,74,6.52510625718588,6.55347473011628,6.53929049365108,0.0622537835399573,0.00723685533938888,74,6.52510625718588,6.55347473011628
"upper","CWW_n_m_LD-LR_1","CWW","north","medium","LD-LR",1,"winterwheat",7.817,0.123839600190499,0.0143960611051241,74,7.78878372023396,7.84521627976604,0,0,0,74,0,0
"upper","CWW_n_m_LD-LR_2","CWW","north","medium","LD-LR",2,"winterwheat",6.74127827912583,0.285210477592477,0.0331550445651225,74,6.67629439177819,6.80626216647346,0.282072728800204,0.238446003513844,0.0277187848763848,74,0.227743910442489,0.336401547157918
"upper","CWW_n_m_LD-LR_3","CWW","north","medium","LD-LR",3,"winterwheat",6.45832643183431,0.46176993441691,0.053679664518854,74,6.35311428937736,6.56353857429127,6.45832643183431,0.46176993441691,0.053679664518854,74,6.35311428937736,6.56353857429127
"upper","CWW_n_m_LD-LR_4","CWW","north","medium","LD-LR",4,"winterwheat",6.04085425991714,0.588358514933931,0.0683952880958896,74,5.90679949524919,6.17490902458508,-0.45921555601563,0.49052632279909,0.0570225267670826,74,-0.570979708479112,-0.347451403552148
"upper","CWW_n_m_LD-LR_5","CWW","north","medium","LD-LR",5,"winterwheat",5.97594465488463,0.666910077783745,0.0775267217968172,74,5.82399228016287,6.12789702960639,-0.471151761204901,0.526236052425218,0.0611736985163003,74,-0.591052210296849,-0.351251312112952
"upper","CWW_n_m_LD-LR_6","CWW","north","medium","LD-LR",6,"winterwheat",5.80931696009208,0.686129363855244,0.079760918420971,74,5.65298555998698,5.96564836019719,5.80931696009208,0.686129363855244,0.079760918420971,74,5.65298555998698,5.96564836019719
"lower","CWW_n_l_LD-LR_1","CWW","north","light","LD-LR",1,"winterwheat",6.48,0,0,74,6.48,6.48,0,0,0,74,0,0
"lower","CWW_n_l_LD-LR_2","CWW","north","light","LD-LR",2,"winterwheat",5.81880260448941,0.0124270205653421,0.0014446117973419,74,5.81597116536662,5.8216340436122,0.0127947640614404,0.0155868918625944,0.00181193937438185,74,0.00924336288765193,0.0163461652352288
"lower","CWW_n_l_LD-LR_3","CWW","north","light","LD-LR",3,"winterwheat",5.7412154696885,0.0273294846402118,0.0031769880575101,74,5.73498857309578,5.74744236628122,5.7412154696885,0.0273294846402118,0.0031769880575101,74,5.73498857309578,5.74744236628122
"lower","CWW_n_l_LD-LR_4","CWW","north","light","LD-LR",4,"winterwheat",5.4734509828764,0.0398681484086225,0.00463457811359052,74,5.46436720977376,5.48253475597904,-0.944681056148228,0.0329813321644791,0.00383400198674627,74,-0.952195700042251,-0.937166412254206
"lower","CWW_n_l_LD-LR_5","CWW","north","light","LD-LR",5,"winterwheat",5.46790190479113,0.0481879895689301,0.00560174000319992,74,5.45692249438486,5.4788813151974,-0.0319580864064194,0.0430634335960366,0.00500602247174051,74,-0.0417698904510308,-0.022146282361808
"lower","CWW_n_l_LD-LR_6","CWW","north","light","LD-LR",6,"winterwheat",5.33688156763777,0.0507700758966642,0.00590190144183171,74,5.32531384081179,5.34844929446376,5.33688156763777,0.0507700758966642,0.00590190144183171,74,5.32531384081179,5.34844929446376
"upper","CWW_n_l_LD-LR_1","CWW","north","light","LD-LR",1,"winterwheat",6.381,0.0996757757630842,0.011587073572417,74,6.35828933579806,6.40371066420194,0,0,0,74,0,0
"upper","CWW_n_l_LD-LR_2","CWW","north","light","LD-LR",2,"winterwheat",5.5020820084155,0.23281910254217,0.0270646709249824,74,5.44903525340253,5.55512876342846,0.215453801001477,0.189449834171029,0.0220230958827902,74,0.172288533071208,0.258619068931746
"upper","CWW_n_l_LD-LR_3","CWW","north","light","LD-LR",3,"winterwheat",5.27102022659595,0.377096172035909,0.0438365395785075,74,5.18510060902208,5.35693984416983,5.27102022659595,0.377096172035909,0.0438365395785075,74,5.18510060902208,5.35693984416983
"upper","CWW_n_l_LD-LR_4","CWW","north","light","LD-LR",4,"winterwheat",4.93016758643204,0.48058617078788,0.055867007567025,74,4.82066825160067,5.03966692126341,-0.505430149963817,0.369430666899138,0.0429454427065792,74,-0.589603217668712,-0.421257082258921
"upper","CWW_n_l_LD-LR_5","CWW","north","light","LD-LR",5,"winterwheat",4.87712277598467,0.544793856605869,0.0633309994325712,74,4.75299401709683,5.00125153487251,-0.410096466839551,0.435590035083228,0.0506363130387627,74,-0.509343640395526,-0.310849293283576
"upper","CWW_n_l_LD-LR_6","CWW","north","light","LD-LR",6,"winterwheat",4.74110261539913,0.560509345341347,0.0651578878897755,74,4.61339315513517,4.86881207566308,4.74110261539913,0.560509345341347,0.0651578878897755,74,4.61339315513517,4.86881207566308
"lower","CWW_c_h_LD-LR_1","CWW","central","heavy","LD-LR",1,"winterwheat",8.96,0,0,74,8.96,8.96,0,0,0,74,0,0
"lower","CWW_c_h_LD-LR_2","CWW","central","heavy","LD-LR",2,"winterwheat",8.03777994055621,0.0235134121417924,0.00273337864029361,74,8.03242251842124,8.04313736269119,0.0284527649291147,0.0318820549957477,0.00370621361155626,74,0.0211885862504645,0.035716943607765
"lower","CWW_c_h_LD-LR_3","CWW","central","heavy","LD-LR",3,"winterwheat",7.91712348924196,0.0563084918409533,0.00654572921773643,74,7.9042938599752,7.92995311850872,7.91712348924196,0.0563084918409533,0.00654572921773643,74,7.9042938599752,7.92995311850872
"lower","CWW_c_h_LD-LR_4","CWW","central","heavy","LD-LR",4,"winterwheat",7.53790386164552,0.0836384022842006,0.00972276677384398,74,7.51884723876879,7.55696048452226,-1.25499343524408,0.0778665113132188,0.00905179807738057,74,-1.27273495947575,-1.23725191101242
"lower","CWW_c_h_LD-LR_5","CWW","central","heavy","LD-LR",5,"winterwheat",7.52500475777291,0.100390234944196,0.0116701277652,74,7.50213130735312,7.5478782081927,-0.0666379307061807,0.0872997107834013,0.0101483852415887,74,-0.0865287657796946,-0.0467470956326668
"lower","CWW_c_h_LD-LR_6","CWW","central","heavy","LD-LR",6,"winterwheat",7.34259071035388,0.1049806980128,0.0122037582576659,74,7.31867134416886,7.36651007653891,7.34259071035388,0.1049806980128,0.0122037582576659,74,7.31867134416886,7.36651007653891
"upper","CWW_c_h_LD-LR_1","CWW","central","heavy","LD-LR",1,"winterwheat",8.822,0.138941990457632,0.016151678313066,74,8.79034271050639,8.85365728949361,0,0,0,74,0,0
"upper","CWW_c_h_LD-LR_2","CWW","central","heavy","LD-LR",2,"winterwheat",7.46334380998863,0.386344343165534,0.0449116176350251,74,7.37531703942398,7.55137058055328,0.41031501752514,0.312752939869587,0.0363567907700271,74,0.339055707615887,0.481574327434393
"upper","CWW_c_h_LD-LR_3","CWW","central","heavy","LD-LR",3,"winterwheat",7.01852654240302,0.641428597907172,0.0745645599294674,74,6.87238000494126,7.16467307986477,7.01852654240302,0.641428597907172,0.0745645599294674,74,6.87238000494126,7.16467307986477
