"sensanaly","ID","scenario","region","soiltype","initdenres_collapsed","year","crop","ww_yield_mean","ww_yield_sd","ww_yield_se","ww_yield_n","ww_yield_ci_l","ww_yield_ci_u","prod_cost_mean","prod_cost_sd","prod_cost_se","prod_cost_n","prod_cost_ci_l","prod_cost_ci_u"
"lower","BAU_e_l_HD-HR_6","BAU","east","light","HD-HR",6,"wosr",0,0,0,74,0,0,0,0,0,74,0,0
"upper","BAU_e_l_HD-HR_1","BAU","east","light","HD-HR",1,"winterwheat",4.549,0.375546104642731,0.0436563479041567,74,4.46343355810785,4.63456644189215,0,0,0,74,0,0
"upper","BAU_e_l_HD-HR_2","BAU","east","light","HD-HR",2,"winterwheat",3.59618888156036,0.455199982666358,0.0529159231411916,74,3.49247367220363,3.6999040909171,0,0,0,74,0,0
"upper","BAU_e_l_HD-HR_3","BAU","east","light","HD-HR",3,"wosr",0,0,0,74,0,0,0,0,0,74,0,0
"upper","BAU_e_l_HD-HR_4","BAU","east","light","HD-HR",4,"winterwheat",3.49646127113428,0.435590266197686,0.0506363399052726,74,3.39721404491994,3.59570849734861,0,0,0,74,0,0
"upper","BAU_e_l_HD-HR_5","BAU","east","light","HD-HR",5,"winterwheat",4.23041137318088,0.301232399184259,0.0350175551183057,74,4.161776965149,4.29904578121276,0,0,0,74,0,0
"upper","BAU_e_l_HD-HR_6","BAU","east","light","HD-HR",6,"wosr",0,0,0,74,0,0,0,0,0,74,0,0
"lower","MIT_n_h_LD-LR_1","MIT","north","heavy","LD-LR",1,"winterwheat",9.63,0,0,74,9.63,9.63,0.67,0,0,74,0.67,0.67
"lower","MIT_n_h_LD-LR_2","MIT","north","heavy","LD-LR",2,"winterbarley",0,0,0,74,0,0,-8.00912329446791,0.0476729000134167,0.00554186205862988,74,-8.01998534410282,-7.99826124483299
"lower","MIT_n_h_LD-LR_3","MIT","north","heavy","LD-LR",3,"wosr",0,0,0,74,0,0,0,0,0,74,0,0
"lower","MIT_n_h_LD-LR_4","MIT","north","heavy","LD-LR",4,"winterwheat",9.60551525918248,0.0292381724548893,0.00339886850906546,74,9.59885347690471,9.61217704146025,0.812873055442726,0.07820247365456,0.00909085290626834,74,0.79505498374644,0.830691127139012
"lower","MIT_n_h_LD-LR_5","MIT","north","heavy","LD-LR",5,"springbeans",0,0,0,74,0,0,-7.59143980336204,0.0167731707123293,0.00194984148955527,74,-7.59526149268157,-7.58761811404251
"lower","MIT_n_h_LD-LR_6","MIT","north","heavy","LD-LR",6,"winterwheat",9.62142199990996,0.0114345130765578,0.00132923514533517,74,9.6188166990251,9.62402730079482,9.62142199990996,0.0114345130765578,0.00132923514533517,74,9.6188166990251,9.62402730079482
"upper","MIT_n_h_LD-LR_1","MIT","north","heavy","LD-LR",1,"winterwheat",9.483,0.148003424617913,0.0172050486378312,74,9.44927810466985,9.51672189533015,0.661,0.00906143416028071,0.00105337032476522,74,0.65893539416346,0.663064605836539
"upper","MIT_n_h_LD-LR_2","MIT","north","heavy","LD-LR",2,"winterbarley",0,0,0,74,0,0,-7.04930848567812,0.556264602945517,0.0646644466091845,74,-7.17605080103212,-6.92256617032411
"upper","MIT_n_h_LD-LR_3","MIT","north","heavy","LD-LR",3,"wosr",0,0,0,74,0,0,0,0,0,74,0,0
"upper","MIT_n_h_LD-LR_4","MIT","north","heavy","LD-LR",4,"winterwheat",9.08437440806111,0.517534664444271,0.0601621827097213,74,8.96645652995006,9.20229228617217,2.36606389505667,0.496040972292776,0.0576635917492235,74,2.25304325522819,2.47908453488515
"upper","MIT_n_h_LD-LR_5","MIT","north","heavy","LD-LR",5,"springbeans",0,0,0,74,0,0,-7.03829585121522,0.287778827695346,0.0334536092000484,74,-7.10386492524732,-6.97272677718313
"upper","MIT_n_h_LD-LR_6","MIT","north","heavy","LD-LR",6,"winterwheat",9.39853448353955,0.236310973103238,0.0274705926325056,74,9.34469212197984,9.45237684509926,9.39853448353955,0.236310973103238,0.0274705926325056,74,9.34469212197984,9.45237684509926
"lower","MIT_n_m_LD-LR_1","MIT","north","medium","LD-LR",1,"winterwheat",8.54,0,0,74,8.54,8.54,0.599999999999999,0,0,74,0.599999999999999,0.599999999999999
"lower","MIT_n_m_LD-LR_2","MIT","north","medium","LD-LR",2,"winterbarley",0,0,0,74,0,0,-7.11291301980437,0.030638200912391,0.00356161851142419,74,-7.11989379208676,-7.10593224752198
"lower","MIT_n_m_LD-LR_3","MIT","north","medium","LD-LR",3,"wosr",0,0,0,74,0,0,0,0,0,74,0,0
"lower","MIT_n_m_LD-LR_4","MIT","north","medium","LD-LR",4,"winterwheat",8.52847527034835,0.0130656770888573,0.00151885411016888,74,8.52549831629242,8.53145222440428,0.677803440752815,0.0498379515011094,0.00579354418183296,74,0.666448094156422,0.689158787349208
"lower","MIT_n_m_LD-LR_5","MIT","north","medium","LD-LR",5,"springbeans",0,0,0,74,0,0,-6.73768787492914,0.00856038233726674,0.000995124233451555,74,-6.7396383184267,-6.73573743143158
"lower","MIT_n_m_LD-LR_6","MIT","north","medium","LD-LR",6,"winterwheat",8.53596371377795,0.00492943117693818,0.000573034734669229,74,8.534840565698,8.5370868618579,8.53596371377795,0.00492943117693818,0.000573034734669229,74,8.534840565698,8.5370868618579
"upper","MIT_n_m_LD-LR_1","MIT","north","medium","LD-LR",1,"winterwheat",8.408,0.132901034350778,0.0154494314298892,74,8.37771911439742,8.43828088560258,0.590999999999999,0.00906143416027981,0.00105337032476511,74,0.58893539416346,0.593064605836539
"upper","MIT_n_m_LD-LR_2","MIT","north","medium","LD-LR",2,"winterbarley",0,0,0,74,0,0,-6.45920555032562,0.427287777156443,0.0496711951585317,74,-6.55656109283634,-6.3618500078149
"upper","MIT_n_m_LD-LR_3","MIT","north","medium","LD-LR",3,"wosr",0,0,0,74,0,0,0,0,0,74,0,0
"upper","MIT_n_m_LD-LR_4","MIT","north","medium","LD-LR",4,"winterwheat",8.24292875534359,0.288513147176564,0.0335389721058235,74,8.17719237001618,8.308665140671,1.74285893941082,0.448145645525055,0.0520958731056122,74,1.64075102812382,1.84496685069782
"upper","MIT_n_m_LD-LR_5","MIT","north","medium","LD-LR",5,"springbeans",0,0,0,74,0,0,-6.44709641608953,0.182998085621967,0.0212730953481929,74,-6.48879168297199,-6.40540114920707
"upper","MIT_n_m_LD-LR_6","MIT","north","medium","LD-LR",6,"winterwheat",8.41934199762335,0.123593945825454,0.0143675043652405,74,8.39118168906747,8.44750230617922,8.41934199762335,0.123593945825454,0.0143675043652405,74,8.39118168906747,8.44750230617922
"lower","MIT_n_l_LD-LR_1","MIT","north","light","LD-LR",1,"winterwheat",6.97,0,0,74,6.97,6.97,0.489999999999999,0,0,74,0.489999999999999,0.489999999999999
"lower","MIT_n_l_LD-LR_2","MIT","north","light","LD-LR",2,"winterbarley",0,0,0,74,0,0,-5.80600784042797,0.0241381728940834,0.00280600560252726,74,-5.81150761140892,-5.80050806944702
"lower","MIT_n_l_LD-LR_3","MIT","north","light","LD-LR",3,"wosr",0,0,0,74,0,0,0,0,0,74,0,0
"lower","MIT_n_l_LD-LR_4","MIT","north","light","LD-LR",4,"winterwheat",6.96178793665353,0.00920986241178044,0.00107062475852493,74,6.95968951212682,6.96388636118024,0.543655897628906,0.0359023615375865,0.00417356475407135,74,0.535475710710926,0.551836084546886
"lower","MIT_n_l_LD-LR_5","MIT","north","light","LD-LR",5,"driedpeas",0,0,0,74,0,0,-5.49985999119755,0.00623839831168695,0.000725199073277037,74,-5.50128138138117,-5.49843860101392
"lower","MIT_n_l_LD-LR_6","MIT","north","light","LD-LR",6,"winterwheat",6.96655485712445,0.00464325834813069,0.000539767819047719,74,6.96549691219912,6.96761280204978,6.96655485712445,0.00464325834813069,0.000539767819047719,74,6.96549691219912,6.96761280204978
"upper","MIT_n_l_LD-LR_1","MIT","north","light","LD-LR",1,"winterwheat",6.862,0.108737209923364,0.0126404438971821,74,6.83722472996152,6.88677527003848,0.481,0.00906143416027981,0.00105337032476511,74,0.47893539416346,0.483064605836539
"upper","MIT_n_l_LD-LR_2","MIT","north","light","LD-LR",2,"winterbarley",0,0,0,74,0,0,-5.28662820741402,0.342835067236608,0.0398537670448342,74,-5.3647415908219,-5.20851482400615
"upper","MIT_n_l_LD-LR_3","MIT","north","light","LD-LR",3,"wosr",0,0,0,74,0,0,0,0,0,74,0,0
"upper","MIT_n_l_LD-LR_4","MIT","north","light","LD-LR",4,"winterwheat",6.75247418526555,0.212296336616609,0.0246789478456438,74,6.70410344748809,6.80084492304301,1.31687644886969,0.346798102205266,0.0403144605021999,74,1.23786010628538,1.39589279145401
"upper","MIT_n_l_LD-LR_5","MIT","north","light","LD-LR",5,"driedpeas",0,0,0,74,0,0,-5.28721924282422,0.13790907783321,0.0160316046594482,74,-5.31864118795674,-5.2557972976917
"upper","MIT_n_l_LD-LR_6","MIT","north","light","LD-LR",6,"winterwheat",6.86830662308885,0.117566049255126,0.0136667756223479,74,6.84151974286905,6.89509350330866,6.86830662308885,0.117566049255126,0.0136667756223479,74,6.84151974286905,6.89509350330866
"lower","MIT_c_h_LD-LR_1","MIT","central","heavy","LD-LR",1,"winterwheat",9.63,0,0,74,9.63,9.63,0.67,0,0,74,0.67,0.67
"lower","MIT_c_h_LD-LR_2","MIT","central","heavy","LD-LR",2,"winterbarley",0,0,0,74,0,0,-8.0093271756271,0.0477429227159213,0.00555000203245451,74,-8.02020517961071,-7.99844917164349
"lower","MIT_c_h_LD-LR_3","MIT","central","heavy","LD-LR",3,"wosr",0,0,0,74,0,0,0,0,0,74,0,0
"lower","MIT_c_h_LD-LR_4","MIT","central","heavy","LD-LR",4,"winterwheat",9.60551525918248,0.0292381724548893,0.00339886850906546,74,9.59885347690471,9.61217704146025,0.812617962292875,0.0781403412458764,0.00908363016046941,74,0.794814047178355,0.830421877407395
"lower","MIT_c_h_LD-LR_5","MIT","central","heavy","LD-LR",5,"springbeans",0,0,0,74,0,0,-7.59164268847909,0.0167254524556627,0.0019442943548928,74,-7.59545350541468,-7.5878318715435
"lower","MIT_c_h_LD-LR_6","MIT","central","heavy","LD-LR",6,"winterwheat",9.62142199990996,0.0114345130765578,0.00132923514533517,74,9.6188166990251,9.62402730079482,9.62142199990996,0.0114345130765578,0.00132923514533517,74,9.6188166990251,9.62402730079482
"upper","MIT_c_h_LD-LR_1","MIT","central","heavy","LD-LR",1,"winterwheat",9.483,0.148003424617913,0.0172050486378312,74,9.44927810466985,9.51672189533015,0.661,0.00906143416028071,0.00105337032476522,74,0.65893539416346,0.663064605836539
"upper","MIT_c_h_LD-LR_2","MIT","central","heavy","LD-LR",2,"winterbarley",0,0,0,74,0,0,-7.05302879246349,0.557329146417006,0.0647881972740853,74,-7.1800136591207,-6.92604392580629
"upper","MIT_c_h_LD-LR_3","MIT","central","heavy","LD-LR",3,"wosr",0,0,0,74,0,0,0,0,0,74,0,0
"upper","MIT_c_h_LD-LR_4","MIT","central","heavy","LD-LR",4,"winterwheat",9.08437440806111,0.517534664444271,0.0601621827097213,74,8.96645652995006,9.20229228617217,2.36393625210507,0.495259333832665,0.0575727281238842,74,2.25109370498226,2.47677879922789
"upper","MIT_c_h_LD-LR_5","MIT","central","heavy","LD-LR",5,"springbeans",0,0,0,74,0,0,-7.0420115827846,0.286472883826842,0.0333017963090029,74,-7.10728310355024,-6.97674006201895
"upper","MIT_c_h_LD-LR_6","MIT","central","heavy","LD-LR",6,"winterwheat",9.39853448353955,0.236310973103238,0.0274705926325056,74,9.34469212197984,9.45237684509926,9.39853448353955,0.236310973103238,0.0274705926325056,74,9.34469212197984,9.45237684509926
"lower","MIT_c_m_LD-LR_1","MIT","central","medium","LD-LR",1,"winterwheat",8.54,0,0,74,8.54,8.54,0.599999999999999,0,0,74,0.599999999999999,0.599999999999999
"lower","MIT_c_m_LD-LR_2","MIT","central","medium","LD-LR",2,"winterbarley",0,0,0,74,0,0,-7.11291301980437,0.030638200912391,0.00356161851142419,74,-7.11989379208676,-7.10593224752198
"lower","MIT_c_m_LD-LR_3","MIT","central","medium","LD-LR",3,"wosr",0,0,0,74,0,0,0,0,0,74,0,0
"lower","MIT_c_m_LD-LR_4","MIT","central","medium","LD-LR",4,"winterwheat",8.52847527034835,0.0130656770888573,0.00151885411016888,74,8.52549831629242,8.53145222440428,0.677803440752815,0.0498379515011094,0.00579354418183296,74,0.666448094156422,0.689158787349208
"lower","MIT_c_m_LD-LR_5","MIT","central","medium","LD-LR",5,"springbeans",0,0,0,74,0,0,-6.73768787492914,0.00856038233726674,0.000995124233451555,74,-6.7396383184267,-6.73573743143158
"lower","MIT_c_m_LD-LR_6","MIT","central","medium","LD-LR",6,"winterwheat",8.53596371377795,0.00492943117693818,0.000573034734669229,74,8.534840565698,8.5370868618579,8.53596371377795,0.00492943117693818,0.000573034734669229,74,8.534840565698,8.5370868618579
"upper","MIT_c_m_LD-LR_1","MIT","central","medium","LD-LR",1,"winterwheat",8.408,0.132901034350778,0.0154494314298892,74,8.37771911439742,8.43828088560258,0.590999999999999,0.00906143416027981,0.00105337032476511,74,0.58893539416346,0.593064605836539
"upper","MIT_c_m_LD-LR_2","MIT","central","medium","LD-LR",2,"winterbarley",0,0,0,74,0,0,-6.45920555032562,0.427287777156443,0.0496711951585317,74,-6.55656109283634,-6.3618500078149
"upper","MIT_c_m_LD-LR_3","MIT","central","medium","LD-LR",3,"wosr",0,0,0,74,0,0,0,0,0,74,0,0
"upper","MIT_c_m_LD-LR_4","MIT","central","medium","LD-LR",4,"winterwheat",8.24292875534359,0.288513147176564,0.0335389721058235,74,8.17719237001618,8.308665140671,1.74285893941082,0.448145645525055,0.0520958731056122,74,1.64075102812382,1.84496685069782
"upper","MIT_c_m_LD-LR_5","MIT","central","medium","LD-LR",5,"springbeans",0,0,0,74,0,0,-6.44709641608953,0.182998085621967,0.0212730953481929,74,-6.48879168297199,-6.40540114920707
"upper","MIT_c_m_LD-LR_6","MIT","central","medium","LD-LR",6,"winterwheat",8.41934199762335,0.123593945825454,0.0143675043652405,74,8.39118168906747,8.44750230617922,8.41934199762335,0.123593945825454,0.0143675043652405,74,8.39118168906747,8.44750230617922
"lower","MIT_c_l_LD-LR_1","MIT","central","light","LD-LR",1,"winterwheat",6.97,0,0,74,6.97,6.97,0.489999999999999,0,0,74,0.489999999999999,0.489999999999999
"lower","MIT_c_l_LD-LR_2","MIT","central","light","LD-LR",2,"winterbarley",0,0,0,74,0,0,-5.80600784042797,0.0241381728940834,0.00280600560252726,74,-5.81150761140892,-5.80050806944702
"lower","MIT_c_l_LD-LR_3","MIT","central","light","LD-LR",3,"wosr",0,0,0,74,0,0,0,0,0,74,0,0
"lower","MIT_c_l_LD-LR_4","MIT","central","light","LD-LR",4,"winterwheat",6.96180118448625,0.00919064550130406,0.0010683908380581,74,6.95970713844365,6.96389523052884,0.543669145461619,0.0359135627394749,0.00417486686734197,74,0.535486406401629,0.55185188452161
"lower","MIT_c_l_LD-LR_5","MIT","central","light","LD-LR",5,"driedpeas",0,0,0,74,0,0,-5.49985999119755,0.00623839831168695,0.000725199073277037,74,-5.50128138138117,-5.49843860101392
"lower","MIT_c_l_LD-LR_6","MIT","central","light","LD-LR",6,"winterwheat",6.96655555547105,0.00464308323953205,0.000539747463086604,74,6.9654976504434,6.9676134604987,6.96655555547105,0.00464308323953205,0.000539747463086604,74,6.9654976504434,6.9676134604987
"upper","MIT_c_l_LD-LR_1","MIT","central","light","LD-LR",1,"winterwheat",6.862,0.108737209923364,0.0126404438971821,74,6.83722472996152,6.88677527003848,0.481,0.00906143416027981,0.00105337032476511,74,0.47893539416346,0.483064605836539
"upper","MIT_c_l_LD-LR_2","MIT","central","light","LD-LR",2,"winterbarley",0,0,0,74,0,0,-5.28662820741402,0.342835067236608,0.0398537670448342,74,-5.3647415908219,-5.20851482400615
"upper","MIT_c_l_LD-LR_3","MIT","central","light","LD-LR",3,"wosr",0,0,0,74,0,0,0,0,0,74,0,0
"upper","MIT_c_l_LD-LR_4","MIT","central","light","LD-LR",4,"winterwheat",6.7527625180898,0.211921917114423,0.0246354224626151,74,6.70447709006307,6.80104794611652,1.31716478169394,0.347008466722375,0.0403389148805893,74,1.23810050852799,1.3962290548599
"upper","MIT_c_l_LD-LR_5","MIT","central","light","LD-LR",5,"driedpeas",0,0,0,74,0,0,-5.28721924282422,0.13790907783321,0.0160316046594482,74,-5.31864118795674,-5.2557972976917
"upper","MIT_c_l_LD-LR_6","MIT","central","light","LD-LR",6,"winterwheat",6.86832544481979,0.117556569123161,0.0136656735793921,74,6.84154072460418,6.89511016503539,6.86832544481979,0.117556569123161,0.0136656735793921,74,6.84154072460418,6.89511016503539
"lower","MIT_e_h_LD-LR_1","MIT","east","heavy","LD-LR",1,"winterwheat",8.96,0,0,74,8.96,8.96,0,0,0,74,0,0
"lower","MIT_e_h_LD-LR_2","MIT","east","heavy","LD-LR",2,"wosr",0,0,0,74,0,0,-8.05145038985939,0.010394241773165,0.0012083060626628,74,-8.05381866974221,-8.04908210997657
"lower","MIT_e_h_LD-LR_3","MIT","east","heavy","LD-LR",3,"winterwheat",8.94862569179764,0.0116314894426814,0.00135213318278537,74,8.94597551075939,8.9512758728359,8.94862569179764,0.0116314894426814,0.00135213318278537,74,8.94597551075939,8.9512758728359
"lower","MIT_e_h_LD-LR_4","MIT","east","heavy","LD-LR",4,"winterwheat",7.6152088585953,0.000792775487287442,9.21582784511458e-05,74,7.61502822836954,7.61538948882107,-1.3218134246654,0.0167066602624856,0.00194210980680914,74,-1.32561995988675,-1.31800688944406
"lower","MIT_e_h_LD-LR_5","MIT","east","heavy","LD-LR",5,"wosr",0,0,0,74,0,0,-7.6139717735966,0.00123397973381761,0.000143447230314023,74,-7.61425293016802,-7.61369061702519
"lower","MIT_e_h_LD-LR_6","MIT","east","heavy","LD-LR",6,"winterwheat",8.95107810849251,0.00991250666894966,0.00115230549429776,74,8.94881958972369,8.95333662726134,8.95107810849251,0.00991250666894966,0.00115230549429776,74,8.94881958972369,8.95333662726134
"upper","MIT_e_h_LD-LR_1","MIT","east","heavy","LD-LR",1,"winterwheat",8.822,0.138941990457632,0.016151678313066,74,8.79034271050639,8.85365728949361,0,0,0,74,0,0
"upper","MIT_e_h_LD-LR_2","MIT","east","heavy","LD-LR",2,"wosr",0,0,0,74,0,0,-7.72032294356374,0.22683598860946,0.0263691480579696,74,-7.77200647375736,-7.66863941337012
"upper","MIT_e_h_LD-LR_3","MIT","east","heavy","LD-LR",3,"winterwheat",8.656855856998,0.258946384155748,0.0301019057193557,74,8.59785612178806,8.71585559220794,8.656855856998,0.258946384155748,0.0301019057193557,74,8.59785612178806,8.71585559220794
"upper","MIT_e_h_LD-LR_4","MIT","east","heavy","LD-LR",4,"winterwheat",7.5889182526082,0.0257294223175385,0.00299098459065637,74,7.58305592281051,7.59478058240589,-0.820038874975159,0.315994335316822,0.0367335953370032,74,-0.892036721835685,-0.748041028114632
"upper","MIT_e_h_LD-LR_5","MIT","east","heavy","LD-LR",5,"wosr",0,0,0,74,0,0,-7.54867615188221,0.0382222001489738,0.00444324051491186,74,-7.55738490329144,-7.53996740047298
"upper","MIT_e_h_LD-LR_6","MIT","east","heavy","LD-LR",6,"winterwheat",8.71653111730291,0.232095621974149,0.0269805680172729,74,8.66364920398906,8.76941303061676,8.71653111730291,0.232095621974149,0.0269805680172729,74,8.66364920398906,8.76941303061676
"lower","MIT_e_m_LD-LR_1","MIT","east","medium","LD-LR",1,"winterwheat",7.94,0,0,74,7.94,7.94,0,0,0,74,0,0
"lower","MIT_e_m_LD-LR_2","MIT","east","medium","LD-LR",2,"wosr",0,0,0,74,0,0,-7.11291301980437,0.030638200912391,0.00356161851142419,74,-7.11989379208676,-7.10593224752198
"lower","MIT_e_m_LD-LR_3","MIT","east","medium","LD-LR",3,"winterwheat",7.8944685630466,0.0470225675628221,0.00546626244684978,74,7.88375468865078,7.90518243744243,7.8944685630466,0.0470225675628221,0.00546626244684978,74,7.88375468865078,7.90518243744243
"lower","MIT_e_m_LD-LR_4","MIT","east","medium","LD-LR",4,"winterwheat",6.74399355275659,0.00644643822946731,0.000749383222483462,74,6.74252476164052,6.74546234387266,-1.10667827683894,0.0557501941889931,0.00648082843397984,74,-1.11938070056954,-1.09397585310834
"lower","MIT_e_m_LD-LR_5","MIT","east","medium","LD-LR",5,"wosr",0,0,0,74,0,0,-6.73768787492914,0.00856038233726674,0.000995124233451555,74,-6.7396383184267,-6.73573743143158
"lower","MIT_e_m_LD-LR_6","MIT","east","medium","LD-LR",6,"winterwheat",7.89417904587652,0.0518679198571965,0.00602952320995274,74,7.88236118038501,7.90599691136803,7.89417904587652,0.0518679198571965,0.00602952320995274,74,7.88236118038501,7.90599691136803
"upper","MIT_e_m_LD-LR_1","MIT","east","medium","LD-LR",1,"winterwheat",7.817,0.123839600190499,0.0143960611051241,74,7.78878372023396,7.84521627976604,0,0,0,74,0,0
"upper","MIT_e_m_LD-LR_2","MIT","east","medium","LD-LR",2,"wosr",0,0,0,74,0,0,-6.45920555032562,0.427287777156443,0.0496711951585317,74,-6.55656109283634,-6.3618500078149
"upper","MIT_e_m_LD-LR_3","MIT","east","medium","LD-LR",3,"winterwheat",7.09220801746382,0.636198656552549,0.0739565915962239,74,6.94725309793522,7.23716293699242,7.09220801746382,0.636198656552549,0.0739565915962239,74,6.94725309793522,7.23716293699242
"upper","MIT_e_m_LD-LR_4","MIT","east","medium","LD-LR",4,"winterwheat",6.60708012144575,0.156474580941304,0.0181898005578553,74,6.57142811235235,6.64273213053914,0.107010305512981,0.557233681243822,0.0647770996731203,74,-0.0199528098463351,0.233973420872297
"upper","MIT_e_m_LD-LR_5","MIT","east","medium","LD-LR",5,"wosr",0,0,0,74,0,0,-6.44709641608953,0.182998085621967,0.0212730953481929,74,-6.48879168297199,-6.40540114920707
"upper","MIT_e_m_LD-LR_6","MIT","east","medium","LD-LR",6,"winterwheat",7.10397255984463,0.690636187005578,0.0802848259704332,74,6.94661430094258,7.26133081874668,7.10397255984463,0.690636187005578,0.0802848259704332,74,6.94661430094258,7.26133081874668
"lower","MIT_e_l_LD-LR_1","MIT","east","light","LD-LR",1,"winterwheat",6.48,0,0,74,6.48,6.48,0,0,0,74,0,0
"lower","MIT_e_l_LD-LR_2","MIT","east","light","LD-LR",2,"wosr",0,0,0,74,0,0,-5.80600784042797,0.0241381728940834,0.00280600560252726,74,-5.81150761140892,-5.80050806944702
"lower","MIT_e_l_LD-LR_3","MIT","east","light","LD-LR",3,"winterwheat",6.44286756597975,0.0383485017017191,0.00445792277218817,74,6.43413003734626,6.45160509461324,6.44286756597975,0.0383485017017191,0.00445792277218817,74,6.43413003734626,6.45160509461324
"lower","MIT_e_l_LD-LR_4","MIT","east","light","LD-LR",4,"winterwheat",5.50391707215101,0.00525728942985678,0.00061114748241369,74,5.50271922308548,5.50511492121654,-0.914214966873622,0.0396586467799944,0.00461022404394952,74,-0.923251005999763,-0.905178927747481
"lower","MIT_e_l_LD-LR_5","MIT","east","light","LD-LR",5,"wosr",0,0,0,74,0,0,-5.49985999119755,0.00623839831168695,0.000725199073277037,74,-5.50128138138117,-5.49843860101392
"lower","MIT_e_l_LD-LR_6","MIT","east","light","LD-LR",6,"winterwheat",6.44263145488959,0.0423000511456749,0.00491728106442749,74,6.43299358400331,6.45226932577587,6.44263145488959,0.0423000511456749,0.00491728106442749,74,6.43299358400331,6.45226932577587
"upper","MIT_e_l_LD-LR_1","MIT","east","light","LD-LR",1,"winterwheat",6.381,0.0996757757630842,0.011587073572417,74,6.35828933579806,6.40371066420194,0,0,0,74,0,0
"upper","MIT_e_l_LD-LR_2","MIT","east","light","LD-LR",2,"wosr",0,0,0,74,0,0,-5.28662820741402,0.342835067236608,0.0398537670448342,74,-5.3647415908219,-5.20851482400615
"upper","MIT_e_l_LD-LR_3","MIT","east","light","LD-LR",3,"winterwheat",5.78826612147397,0.519654130137096,0.0604085655919108,74,5.66986533291382,5.90666691003411,5.78826612147397,0.519654130137096,0.0604085655919108,74,5.66986533291382,5.90666691003411
"upper","MIT_e_l_LD-LR_4","MIT","east","light","LD-LR",4,"winterwheat",5.39238765665587,0.127583007620852,0.0148312233797587,74,5.36331845883155,5.4214568544802,-0.0432100797399805,0.422378104835471,0.0491004573442129,74,-0.139446976134638,0.0530268166546767
"upper","MIT_e_l_LD-LR_5","MIT","east","light","LD-LR",5,"wosr",0,0,0,74,0,0,-5.28721924282422,0.13790907783321,0.0160316046594482,74,-5.31864118795674,-5.2557972976917
"upper","MIT_e_l_LD-LR_6","MIT","east","light","LD-LR",6,"winterwheat",5.79784452905288,0.564130599236887,0.065578850104424,74,5.66930998284821,5.92637907525755,5.79784452905288,0.564130599236887,0.065578850104424,74,5.66930998284821,5.92637907525755
"lower","MIT_n_h_LD-HR_1","MIT","north","heavy","LD-HR",1,"winterwheat",8.96,0,0,74,8.96,8.96,0,0,0,74,0,0
"lower","MIT_n_h_LD-HR_2","MIT","north","heavy","LD-HR",2,"winterbarley",0,0,0,74,0,0,-7.86652221451928,0.122595226187361,0.0142514055655452,74,-7.89445496942774,-7.83858945961081
"lower","MIT_n_h_LD-HR_3","MIT","north","heavy","LD-HR",3,"springbeans",0,0,0,74,0,0,0,0,0,74,0,0
"lower","MIT_n_h_LD-HR_4","MIT","north","heavy","LD-HR",4,"winterwheat",8.71867753303726,0.205178786336517,0.0238515494319428,74,8.67192849615065,8.76542656992386,0.38159405660082,0.197081840024454,0.0229102985421299,74,0.336689871458245,0.426498241743395
"lower","MIT_n_h_LD-HR_5","MIT","north","heavy","LD-HR",5,"winterbarley",0,0,0,74,0,0,-7.42194882449666,0.070067595858255,0.00814519257097836,74,-7.43791340193578,-7.40598424705754
"lower","MIT_n_h_LD-HR_6","MIT","north","heavy","LD-HR",6,"springbeans",0,0,0,74,0,0,0,0,0,74,0,0
"upper","MIT_n_h_LD-HR_1","MIT","north","heavy","LD-HR",1,"winterwheat",8.822,0.138941990457632,0.016151678313066,74,8.79034271050639,8.85365728949361,0,0,0,74,0,0
"upper","MIT_n_h_LD-HR_2","MIT","north","heavy","LD-HR",2,"winterbarley",0,0,0,74,0,0,-5.77211024694443,0.765386322681551,0.0889743527385452,74,-5.94649997831197,-5.59772051557688
"upper","MIT_n_h_LD-HR_3","MIT","north","heavy","LD-HR",3,"springbeans",0,0,0,74,0,0,0,0,0,74,0,0
"upper","MIT_n_h_LD-HR_4","MIT","north","heavy","LD-HR",4,"winterwheat",6.46454024859054,1.30187387437475,0.151339763838333,74,6.1679143114674,6.76116618571367,2.1959623235655,1.21305280354565,0.141014524083752,74,1.91957385636135,2.47235079076965
"upper","MIT_n_h_LD-HR_5","MIT","north","heavy","LD-HR",5,"winterbarley",0,0,0,74,0,0,-5.2095777072729,0.45231715928908,0.0525808017306675,74,-5.31263607866501,-5.10651933588079
"upper","MIT_n_h_LD-HR_6","MIT","north","heavy","LD-HR",6,"springbeans",0,0,0,74,0,0,0,0,0,74,0,0
"lower","MIT_n_m_LD-HR_1","MIT","north","medium","LD-HR",1,"winterwheat",7.94,0,0,74,7.94,7.94,0,0,0,74,0,0
"lower","MIT_n_m_LD-HR_2","MIT","north","medium","LD-HR",2,"winterbarley",0,0,0,74,0,0,-7.01834477393722,0.0883916375284929,0.0102753191473869,74,-7.0384843994661,-6.99820514840834
"lower","MIT_n_m_LD-HR_3","MIT","north","medium","LD-HR",3,"springbeans",0,0,0,74,0,0,0,0,0,74,0,0
"lower","MIT_n_m_LD-HR_4","MIT","north","medium","LD-HR",4,"winterwheat",7.79696492908417,0.142746199263939,0.0165939086040876,74,7.76444086822016,7.82948898994819,0.27978934788299,0.139748476654114,0.0162454304290865,74,0.247948304241981,0.311630391524
