"sensanaly","ID","scenario","region","soiltype","initdenres_collapsed","year","crop","fertcost","seedcost","herbcost","sundry","varcost","wtd_yield_mean","wtd_yield_sd","wtd_yield_se","wtd_yield_n","wtd_yield_ci_l","wtd_yield_ci_u","wtd_gp_mean","wtd_gp_sd","wtd_gp_se","wtd_gp_n","wtd_gp_ci_l","wtd_gp_ci_u","wtd_fuelcost_mean","wtd_fuelcost_sd","wtd_fuelcost_se","wtd_fuelcost_n","wtd_fuelcost_ci_l","wtd_fuelcost_ci_u","wtd_labcost_mean","wtd_labcost_sd","wtd_labcost_se","wtd_labcost_n","wtd_labcost_ci_l","wtd_labcost_ci_u","wtd_opscost_mean","wtd_opscost_sd","wtd_opscost_se","wtd_opscost_n","wtd_opscost_ci_l","wtd_opscost_ci_u","wtd_opp_cost_mean","wtd_opp_cost_sd","wtd_opp_cost_se","wtd_opp_cost_n","wtd_opp_cost_ci_l","wtd_opp_cost_ci_u"
"upper","MIT_c_h_LD-HR_2","MIT","central","heavy","LD-HR",2,"springbarley",134.4,76,27.24,151,388.64,4.9573,4.98543094138781e-16,5.79544575056709e-17,74,4.9573,4.9573,586.77,6.51860067456478e-14,7.57771936332023e-15,74,586.77,586.77,124,9.83994773261279e-15,1.14387068927884e-15,74,124,124,63,4.77733552124598e-15,5.55353973831818e-16,74,63,63,187,1.66325473850478e-14,1.9334943598065e-15,74,187,187,94.1020013125223,138.625411092535,16.1148767093985,74,62.5168429621012,125.687159662943
"upper","MIT_c_h_LD-HR_3","MIT","central","heavy","LD-HR",3,"wosr",197.22,23.49,150.15,192,562.86,3.36,3.0749836664415e-16,3.57459590399636e-17,74,3.36,3.36,529.74,4.2077386421943e-14,4.89139681606212e-15,74,529.74,529.74,169,1.4499918645015e-14,1.68558130446048e-15,74,169,169,87,7.43830131839067e-15,8.64684964527953e-16,74,87,87,256,1.99590568620574e-14,2.3201932317678e-15,74,256,256,-16.46,5.61209852567922e-14,6.52393202007879e-15,74,-16.46,-16.46
"upper","MIT_c_h_LD-HR_4","MIT","central","heavy","LD-HR",4,"winterwheat",246.32,72,67,182,567.32,7.53829863149522,0.793040530156111,0.0921890890587945,74,7.35760801693998,7.71898924605046,832.534108369019,143.15699704765,16.6416628764452,74,799.916449131186,865.151767606851,131.890015690667,1.10457112992437,0.1284037856783,74,131.638344270737,132.141687110596,66.9967596181013,0.469359633887883,0.0545619491611299,74,66.8898181977455,67.1037010384571,198.886775308768,1.57368866885794,0.182937591872639,74,198.528217628698,199.245332988838,616.48441777202,106.46934198752,12.3768096046574,74,592.225870946891,640.742964597148
"upper","MIT_c_h_LD-HR_5","MIT","central","heavy","LD-HR",5,"springbarley",134.4,76,27.24,151,388.64,4.9573,5.88049352218695e-16,6.83593486602558e-17,74,4.9573,4.9573,586.77,7.87195818609023e-14,9.15096551423068e-15,74,586.77,586.77,124,1.34095884029045e-14,1.55883298836415e-15,74,124,124,63,6.54824045373706e-15,7.61217490673689e-16,74,63,63,187,2.39878009753498e-14,2.7885252220411e-15,74,187,187,196.042857927589,81.6027743885568,9.48612983761434,74,177.450043445865,214.635672409313
"upper","MIT_c_h_LD-HR_6","MIT","central","heavy","LD-HR",6,"wosr",197.22,23.49,150.15,192,562.86,3.36,4.31750984405481e-16,5.01900324624567e-17,74,3.36,3.36,529.74,7.64373683399357e-14,8.88566358130909e-15,74,529.74,529.74,169,2.3285566339067e-14,2.7068921037291e-15,74,169,169,87,1.17609870443739e-14,1.36718697320512e-15,74,87,87,256,3.01228244799857e-14,3.50170721809285e-15,74,256,256,-16.46,7.45037875307743e-14,8.66088937792372e-15,74,-16.46,-16.46
"lower","MIT_c_m_LD-HR_1","MIT","central","medium","LD-HR",1,"winterwheat",246.32,72,67,182,567.32,7.94,0,0,74,7.94,7.94,907.73,0,0,74,907.73,907.73,130,0,0,74,130,130,67,0,0,74,67,67,197,0,0,74,197,197,11.1,0,0,74,11.1,11.1
"lower","MIT_c_m_LD-HR_2","MIT","central","medium","LD-HR",2,"springbarley",134.4,76,27.24,151,388.64,4.6903,4.026098689206e-16,4.68024465969783e-17,74,4.6903,4.6903,551.17,5.15340632218368e-14,5.99071316441323e-15,74,551.17,551.17,114,9.55467104249196e-15,1.11070794766364e-15,74,114,114,58,4.32126256952996e-15,5.02336570099907e-16,74,58,58,172,1.62965016864119e-14,1.89442984083006e-15,74,172,172,-161.400284876766,16.036359870056,1.86418896894015,74,-165.054095255888,-157.746474497643
"lower","MIT_c_m_LD-HR_3","MIT","central","medium","LD-HR",3,"wosr",197.22,23.49,150.15,192,562.86,2.86,3.16161987553683e-16,3.67530845136685e-17,74,2.86,2.86,366.24,3.32650947700957e-14,3.86698871961299e-15,74,366.24,366.24,166,1.37155499383286e-14,1.59440029440364e-15,74,166,166,86,7.43830131839067e-15,8.64684964527953e-16,74,86,86,252,1.96798954652256e-14,2.28774137855767e-15,74,252,252,-37.81,4.26001069165801e-14,4.95216183928668e-15,74,-37.81,-37.81
"lower","MIT_c_m_LD-HR_4","MIT","central","medium","LD-HR",4,"winterwheat",246.32,72,67,182,567.32,7.89597591762226,0.0380484316807352,0.00442304034079099,74,7.88730675855431,7.90464507669021,915.738560502751,6.90671385567675,0.802889177201642,74,914.164897715436,917.312223290067,119.957258172449,0.0369402249327523,0.00429421392309801,74,119.94884151316,119.965674831738,61,4.91997386630639e-15,5.71935344639418e-16,74,61,61,180.957258172449,0.0369402249327512,0.00429421392309789,74,180.94884151316,180.965674831738,95.8614552433484,18.8345955235589,2.18947725630863,74,91.5700798209835,100.152830665713
"lower","MIT_c_m_LD-HR_5","MIT","central","medium","LD-HR",5,"springbarley",134.4,76,27.24,151,388.64,4.6903,6.5745916284286e-16,7.64280752509706e-17,74,4.6903,4.6903,551.17,7.04089344805348e-14,8.18487237983045e-15,74,551.17,551.17,114,1.26669707057054e-14,1.47250543457539e-15,74,114,114,58,6.65301895401913e-15,7.73397743922599e-16,74,58,58,172,2.02343672034357e-14,2.35219740887478e-15,74,172,172,-93.0333134304109,7.66294197092545,0.890798909950992,74,-94.7792792939149,-91.287347566907
"lower","MIT_c_m_LD-HR_6","MIT","central","medium","LD-HR",6,"wosr",197.22,23.49,150.15,192,562.86,2.86,3.60105214127497e-16,4.18613808416589e-17,74,2.86,2.86,366.24,4.75120586938667e-14,5.52316463501975e-15,74,366.24,366.24,166,2.25614849650723e-14,2.62271935374384e-15,74,166,166,86,1.07791226756477e-14,1.253047558774e-15,74,86,86,252,2.97532052735627e-14,3.45873985811181e-15,74,252,252,-37.81,5.48243680974513e-14,6.37320333695069e-15,74,-37.81,-37.81
"upper","MIT_c_m_LD-HR_1","MIT","central","medium","LD-HR",1,"winterwheat",246.32,72,67,182,567.32,7.817,0.123839600190499,0.0143960611051241,74,7.78878372023396,7.84521627976604,885.284,22.5992167957393,2.62710558996435,74,880.13487304367,890.43312695633,130,0,0,74,130,130,67,0,0,74,67,67,197,0,0,74,197,197,10.8,0.30204780534269,0.0351123441588405,74,10.7311798054487,10.8688201945513
"upper","MIT_c_m_LD-HR_2","MIT","central","medium","LD-HR",2,"springbarley",134.4,76,27.24,151,388.64,4.6903,4.026098689206e-16,4.68024465969783e-17,74,4.6903,4.6903,551.17,5.15340632218368e-14,5.99071316441323e-15,74,551.17,551.17,114,9.55467104249196e-15,1.11070794766364e-15,74,114,114,58,4.32126256952996e-15,5.02336570099907e-16,74,58,58,172,1.62965016864119e-14,1.89442984083006e-15,74,172,172,119.923313044592,118.28646293092,13.7505220110777,74,92.9722899028799,146.874336186304
"upper","MIT_c_m_LD-HR_3","MIT","central","medium","LD-HR",3,"wosr",197.22,23.49,150.15,192,562.86,2.86,3.16161987553683e-16,3.67530845136685e-17,74,2.86,2.86,366.24,3.32650947700957e-14,3.86698871961299e-15,74,366.24,366.24,166,1.37155499383286e-14,1.59440029440364e-15,74,166,166,86,7.43830131839067e-15,8.64684964527953e-16,74,86,86,252,1.96798954652256e-14,2.28774137855767e-15,74,252,252,-37.81,4.26001069165801e-14,4.95216183928668e-15,74,-37.81,-37.81
"upper","MIT_c_m_LD-HR_4","MIT","central","medium","LD-HR",4,"winterwheat",246.32,72,67,182,567.32,7.08314970289902,0.516246425723279,0.0600124280002677,74,6.9655253440185,7.20077406177955,768.637531192418,93.3644747338314,10.8533997303649,74,747.364867720902,789.910194663933,119.131993283842,0.579289590859903,0.0673410470863369,74,119.000004831553,119.263981736131,60.5873675556965,0.271467168489288,0.0315574173333502,74,60.5255150177232,60.6492200936699,179.719360839538,0.850744159963313,0.0988969997708293,74,179.525522719987,179.913198959089,534.179174196735,81.9369813955249,9.52498061302602,74,515.510212195204,552.848136198266
"upper","MIT_c_m_LD-HR_5","MIT","central","medium","LD-HR",5,"springbarley",134.4,76,27.24,151,388.64,4.6903,6.5745916284286e-16,7.64280752509706e-17,74,4.6903,4.6903,551.17,7.04089344805348e-14,8.18487237983045e-15,74,551.17,551.17,114,1.26669707057054e-14,1.47250543457539e-15,74,114,114,58,6.65301895401913e-15,7.73397743922599e-16,74,58,58,172,2.02343672034357e-14,2.35219740887478e-15,74,172,172,176.663634222771,67.145144763897,7.80546453191495,74,161.364923740217,191.962344705324
"upper","MIT_c_m_LD-HR_6","MIT","central","medium","LD-HR",6,"wosr",197.22,23.49,150.15,192,562.86,2.86,3.60105214127497e-16,4.18613808416589e-17,74,2.86,2.86,366.24,4.75120586938667e-14,5.52316463501975e-15,74,366.24,366.24,166,2.25614849650723e-14,2.62271935374384e-15,74,166,166,86,1.07791226756477e-14,1.253047558774e-15,74,86,86,252,2.97532052735627e-14,3.45873985811181e-15,74,252,252,-37.81,5.48243680974513e-14,6.37320333695069e-15,74,-37.81,-37.81
"lower","MIT_c_l_LD-HR_1","MIT","central","light","LD-HR",1,"winterwheat",190.32,72,67,182,511.32,6.48,0,0,74,6.48,6.48,726.28,0,0,74,726.28,726.28,111,0,0,74,111,111,57,0,0,74,57,57,168,0,0,74,168,168,25.4,0,0,74,25.4,25.4
"lower","MIT_c_l_LD-HR_2","MIT","central","light","LD-HR",2,"springbarley",134.4,76,27.24,151,388.64,4.4322,4.5312245765672e-16,5.26744157643899e-17,74,4.4322,4.4322,516.26,4.79756019506996e-14,5.5770504440822e-15,74,516.26,516.26,105,8.48096836771156e-15,9.85892547007492e-16,74,105,105,53,4.47845044154783e-15,5.2060928906115e-16,74,53,53,158,1.41131844532487e-14,1.64062436784614e-15,74,158,158,-39.923575725249,12.8933219090435,1.49881822749026,74,-42.8612594511299,-36.9858919993681
"lower","MIT_c_l_LD-HR_3","MIT","central","light","LD-HR",3,"wosr",197.22,23.49,150.15,192,562.86,2.37,1.80052607063748e-16,2.09306904208295e-17,74,2.37,2.37,204.09,1.93967167381898e-14,2.25482252019728e-15,74,204.09,204.09,165,1.28835158054592e-14,1.49767829110331e-15,74,165,165,85,7.9766895062205e-15,9.27271320090734e-16,74,85,85,250,2.130005345829e-14,2.47608091964334e-15,74,250,250,-58.81,2.48098293494291e-14,2.88408407950824e-15,74,-58.81,-58.81
"lower","MIT_c_l_LD-HR_4","MIT","central","light","LD-HR",4,"winterwheat",190.32,72,67,182,511.32,6.44409686485699,0.0310297889435122,0.00360713969540237,74,6.437026871054,6.45116685865998,728.7276778364,5.66293648219097,0.65830299441093,74,727.437403967355,730.017951705446,105,8.80111681006685e-15,1.02310904747881e-15,74,105,105,54,4.15813684626196e-15,4.83373589951624e-16,74,54,54,159,1.33060379080383e-14,1.5467954878452e-15,74,159,159,86.3423312898339,15.400812344584,1.79030806979456,74,82.8333274730366,89.8513351066313
"lower","MIT_c_l_LD-HR_5","MIT","central","light","LD-HR",5,"springbarley",134.4,76,27.24,151,388.64,4.4322,5.59806305193479e-16,6.50761611326438e-17,74,4.4322,4.4322,516.26,6.3813516049764e-14,7.41817056072587e-15,74,516.26,516.26,105,1.2222376264809e-14,1.42082238062254e-15,74,105,105,53,5.51639189840105e-15,6.41267532574657e-16,74,53,53,158,1.79138017661913e-14,2.0824371562446e-15,74,158,158,15.3179343127523,6.08155409861017,0.706966303856229,74,13.9322803571941,16.7035882683105
"lower","MIT_c_l_LD-HR_6","MIT","central","light","LD-HR",6,"wosr",197.22,23.49,150.15,192,562.86,2.37,3.03073699034215e-16,3.52316018780825e-17,74,2.37,2.37,204.09,2.66120758160765e-14,3.0935909756904e-15,74,204.09,204.09,165,2.15582453512954e-14,2.506095117548e-15,74,165,165,85,1.02529908005434e-14,1.19188597062527e-15,74,85,85,250,3.47297785447756e-14,4.03725474992592e-15,74,250,250,-58.81,4.04687344068714e-14,4.70439481774956e-15,74,-58.81,-58.81
"upper","MIT_c_l_LD-HR_1","MIT","central","light","LD-HR",1,"winterwheat",190.32,72,67,182,511.32,6.381,0.0996757757630842,0.011587073572417,74,6.35828933579806,6.40371066420194,708.214,18.1893188377361,2.1144653652453,74,704.069647884119,712.358352115881,111,0,0,74,111,111,57,0,0,74,57,57,168,0,0,74,168,168,25.3999999999999,5.72314330502723e-14,6.65301895401914e-15,74,25.3999999999999,25.3999999999999
"upper","MIT_c_l_LD-HR_2","MIT","central","light","LD-HR",2,"springbarley",134.4,76,27.24,151,388.64,4.4322,4.5312245765672e-16,5.26744157643899e-17,74,4.4322,4.4322,516.26,4.79756019506996e-14,5.5770504440822e-15,74,516.26,516.26,105,8.48096836771156e-15,9.85892547007492e-16,74,105,105,53,4.47845044154783e-15,5.2060928906115e-16,74,53,53,158,1.41131844532487e-14,1.64062436784614e-15,74,158,158,186.21355348899,96.2257823933227,11.1860199895003,74,164.28895430957,208.138152668411
"upper","MIT_c_l_LD-HR_3","MIT","central","light","LD-HR",3,"wosr",197.22,23.49,150.15,192,562.86,2.37,1.80052607063748e-16,2.09306904208295e-17,74,2.37,2.37,204.09,1.93967167381898e-14,2.25482252019728e-15,74,204.09,204.09,165,1.28835158054592e-14,1.49767829110331e-15,74,165,165,85,7.9766895062205e-15,9.27271320090734e-16,74,85,85,250,2.130005345829e-14,2.47608091964334e-15,74,250,250,-58.81,2.48098293494291e-14,2.88408407950824e-15,74,-58.81,-58.81
"upper","MIT_c_l_LD-HR_4","MIT","central","light","LD-HR",4,"winterwheat",190.32,72,67,182,511.32,5.78094239721966,0.421653466471,0.0490162198453999,74,5.68487060632267,5.87701418811664,608.614096271777,76.3368617417713,8.87397992659431,74,591.221095615652,626.007096927902,104.359680419769,0.425372079981657,0.0494484998854147,74,104.262761359994,104.456599479545,53.7295710365214,0.190477609521179,0.0221425723404043,74,53.6861715947343,53.7729704783086,158.089251456291,0.615714484418767,0.0715753549540498,74,157.948963760581,158.229539152001,427.156436097736,68.3120783295565,7.94111780349377,74,411.591845202888,442.721026992584
"upper","MIT_c_l_LD-HR_5","MIT","central","light","LD-HR",5,"springbarley",134.4,76,27.24,151,388.64,4.4322,5.59806305193479e-16,6.50761611326438e-17,74,4.4322,4.4322,516.26,6.3813516049764e-14,7.41817056072587e-15,74,516.26,516.26,105,1.2222376264809e-14,1.42082238062254e-15,74,105,105,53,5.51639189840105e-15,6.41267532574657e-16,74,53,53,158,1.79138017661913e-14,2.0824371562446e-15,74,158,158,225.790694111892,55.2954680972909,6.42796759954426,74,213.191877616786,238.389510606999
"upper","MIT_c_l_LD-HR_6","MIT","central","light","LD-HR",6,"wosr",197.22,23.49,150.15,192,562.86,2.37,3.03073699034215e-16,3.52316018780825e-17,74,2.37,2.37,204.09,2.66120758160765e-14,3.0935909756904e-15,74,204.09,204.09,165,2.15582453512954e-14,2.506095117548e-15,74,165,165,85,1.02529908005434e-14,1.19188597062527e-15,74,85,85,250,3.47297785447756e-14,4.03725474992592e-15,74,250,250,-58.81,4.04687344068714e-14,4.70439481774956e-15,74,-58.81,-58.81
"lower","MIT_e_h_LD-HR_1","MIT","east","heavy","LD-HR",1,"winterwheat",262.32,72,124.51,182,640.83,9.01,0,0,74,9.01,9.01,1032.5,0,0,74,1032.5,1032.5,129,0,0,74,129,129,65,0,0,74,65,65,194,0,0,74,194,194,-31.28,0,0,74,-31.28,-31.28
"lower","MIT_e_h_LD-HR_2","MIT","east","heavy","LD-HR",2,"springbeans",52.58,115.9,129.85,81,379.33,4.43,3.2872958142143e-16,3.82140376254853e-17,74,4.43,4.43,297.22,2.48933175136527e-14,2.89378938146229e-15,74,297.22,297.22,241,1.96798954652256e-14,2.28774137855767e-15,74,241,241,125,8.80111681006685e-15,1.02310904747881e-15,74,125,125,366,2.74310998766572e-14,3.18880058880727e-15,74,366,366,-597.630921649102,7.336895717895,0.852896802914933,74,-599.302599382815,-595.959243915388
"lower","MIT_e_h_LD-HR_3","MIT","east","heavy","LD-HR",3,"winterwheat",262.32,72,124.51,182,640.83,9.00142352566136,0.00987773688286214,0.00114826358876546,74,8.99917292902738,9.00367412229533,1030.95674774144,1.77740166320426,0.206618746446832,74,1030.5517749984,1031.36172048448,128.985339360105,0.0168850203125861,0.00196284374147955,74,128.981492186372,128.989186533838,64.9926696800524,0.00844251015629375,0.000981421870739862,74,64.9907460931858,64.9945932669191,193.978009040157,0.0253275304688765,0.00294426561221903,74,193.972238279557,193.983779800757,484.75674774144,1.77740166320425,0.206618746446832,74,484.351774998405,485.161720484476
"lower","MIT_e_h_LD-HR_4","MIT","east","heavy","LD-HR",4,"winterbarley",220.62,77.76,183.01,158,639.39,6.7106,8.82074028328043e-16,1.02539022990384e-16,74,6.7106,6.7106,512.77,6.51860067456478e-14,7.57771936332023e-15,74,512.77,512.77,142,1.85212209187102e-14,2.15304819845269e-15,74,142,142,73,9.83994773261279e-15,1.14387068927884e-15,74,73,73,215,2.76320630019508e-14,3.21216207759723e-15,74,215,215,-517.045776953765,14.8777566475422,1.72950408008194,74,-520.435604950725,-513.655948956804
"lower","MIT_e_h_LD-HR_5","MIT","east","heavy","LD-HR",5,"wosr",197.22,23.49,60.45,192,473.16,3.36,4.37963548049581e-16,5.0912228316629e-17,74,3.36,3.36,633.44,9.12215999973533e-14,1.06042956021255e-14,74,633.44,633.44,160,2.15582453512954e-14,2.506095117548e-15,74,160,160,82,1.0650026729145e-14,1.23804045982167e-15,74,82,82,242,2.91900021950814e-14,3.39326883010511e-15,74,242,242,-185.039052360178,2.0612261009039,0.239612667147207,74,-185.508693187786,-184.569411532569
"lower","MIT_e_h_LD-HR_6","MIT","east","heavy","LD-HR",6,"winterwheat",262.32,72,124.51,182,640.83,8.99863608604807,0.0117499920108507,0.00136590882652013,74,8.99595890474809,9.00131326734805,1008.45517538094,2.1142955709781,0.245781867732719,74,1007.97344292018,1008.9369078417,142.980574506065,0.0200854564288035,0.00233488688294027,74,142.975998127775,142.985150884356,72.9902872530325,0.0100427282144008,0.00116744344147002,74,72.9879990638873,72.9925754421778,215.970861759098,0.0301281846432024,0.00350233032441008,74,215.963997191662,215.977726326533,462.25517538094,2.1142955709781,0.245781867732719,74,461.773442920183,462.736907841696
"upper","MIT_e_h_LD-HR_1","MIT","east","heavy","LD-HR",1,"winterwheat",262.32,72,124.51,182,640.83,8.872,0.138941990457632,0.016151678313066,74,8.84034271050639,8.90365728949361,1007.915,24.7528176478326,2.87745660381687,74,1002.27518505652,1013.55481494348,128.7,0.302047805342676,0.0351123441588388,74,128.631179805449,128.768820194551,64.7,0.302047805342676,0.0351123441588388,74,64.6311798054487,64.7688201945513,193.4,0.604095610685352,0.0702246883176777,74,193.262359610897,193.537640389103,-30.98,0.302047805342633,0.0351123441588338,74,-31.0488201945513,-30.9111798054487
"upper","MIT_e_h_LD-HR_2","MIT","east","heavy","LD-HR",2,"springbeans",52.58,115.9,129.85,81,379.33,4.43,3.2872958142143e-16,3.82140376254853e-17,74,4.43,4.43,297.22,2.48933175136527e-14,2.89378938146229e-15,74,297.22,297.22,241,1.96798954652256e-14,2.28774137855767e-15,74,241,241,125,8.80111681006685e-15,1.02310904747881e-15,74,125,125,366,2.74310998766572e-14,3.18880058880727e-15,74,366,366,-413.297356970322,89.7364065428097,10.431645369957,74,-433.743381895438,-392.851332045206
"upper","MIT_e_h_LD-HR_3","MIT","east","heavy","LD-HR",3,"winterwheat",262.32,72,124.51,182,640.83,8.77606697857598,0.214193680394318,0.0248995095796878,74,8.72726393979979,8.82487001735217,990.389383262662,38.5964421933735,4.48674526889198,74,981.595362535634,999.18340398969,128.627163602859,0.32805411969515,0.0381355167947435,74,128.552417989942,128.701909215777,64.7905091942056,0.166706805972855,0.0193792725568684,74,64.7525258199942,64.8284925684171,193.417672797065,0.494552226329343,0.0574905285462851,74,193.304991361114,193.530354233016,444.189383262662,38.5964421933735,4.48674526889198,74,435.395362535634,452.98340398969
"upper","MIT_e_h_LD-HR_4","MIT","east","heavy","LD-HR",4,"winterbarley",220.62,77.76,183.01,158,639.39,6.7106,8.82074028328043e-16,1.02539022990384e-16,74,6.7106,6.7106,512.77,6.51860067456478e-14,7.57771936332023e-15,74,512.77,512.77,142,1.85212209187102e-14,2.15304819845269e-15,74,142,142,73,9.83994773261279e-15,1.14387068927884e-15,74,73,73,215,2.76320630019508e-14,3.21216207759723e-15,74,215,215,-105.336819557517,119.580428755082,13.9009424827518,74,-132.582666823711,-78.0909722913237
"upper","MIT_e_h_LD-HR_5","MIT","east","heavy","LD-HR",5,"wosr",197.22,23.49,60.45,192,473.16,3.36,4.37963548049581e-16,5.0912228316629e-17,74,3.36,3.36,633.44,9.12215999973533e-14,1.06042956021255e-14,74,633.44,633.44,160,2.15582453512954e-14,2.506095117548e-15,74,160,160,82,1.0650026729145e-14,1.23804045982167e-15,74,82,82,242,2.91900021950814e-14,3.39326883010511e-15,74,242,242,-71.5629024793207,35.9000762236145,4.17329909171832,74,-79.7425686990886,-63.3832362595528
"upper","MIT_e_h_LD-HR_6","MIT","east","heavy","LD-HR",6,"winterwheat",262.32,72,124.51,182,640.83,8.70516567631416,0.255679741582437,0.0297221662335883,74,8.64691023049632,8.76342112213199,955.618962513782,46.076751704476,5.35631358663059,74,945.120587883986,966.117337143578,142.516508443111,0.390198273367668,0.0453596279209067,74,142.427603572386,142.605413313836,72.7320441145854,0.195519023329204,0.0227286247915177,74,72.687496009994,72.7765922191767,215.248552557697,0.58549253741281,0.0680621249763664,74,215.115150792743,215.38195432265,409.418962513782,46.0767517044761,5.35631358663059,74,398.920587883986,419.917337143578
"lower","MIT_e_m_LD-HR_1","MIT","east","medium","LD-HR",1,"winterwheat",262.32,72,124.51,182,640.83,7.98,0,0,74,7.98,7.98,865.52,0,0,74,865.52,865.52,115,0,0,74,115,115,58,0,0,74,58,58,173,0,0,74,173,173,-31.11,0,0,74,-31.11,-31.11
"lower","MIT_e_m_LD-HR_2","MIT","east","medium","LD-HR",2,"springbeans",52.58,115.9,129.85,81,379.33,3.24,2.14305467786385e-16,2.49125046000568e-17,74,3.24,3.24,113.07,7.62199073919215e-15,8.86038425958346e-16,74,113.07,113.07,217,1.48766026367813e-14,1.72936992905591e-15,74,217,217,113,7.62199073919215e-15,8.86038425958346e-16,74,113,113,330,2.39878009753498e-14,2.7885252220411e-15,74,330,330,-599.500284876766,16.036359870056,1.86418896894015,74,-603.154095255888,-595.846474497643
"lower","MIT_e_m_LD-HR_3","MIT","east","medium","LD-HR",3,"winterwheat",262.32,72,124.51,182,640.83,7.9424798782275,0.0447076942098227,0.00519716388557261,74,7.93229343701178,7.95266631944323,858.708654816685,8.11616602578318,0.943485136150102,74,856.859423949831,860.557885683539,114.963922959834,0.0429881675094458,0.00499727296689684,74,114.954128304819,114.973717614849,58,5.1264954002717e-15,5.95942985312635e-16,74,58,58,172.963922959834,0.042988167509447,0.00499727296689698,74,172.954128304819,172.973717614849,454.658654816685,8.11616602578317,0.943485136150102,74,452.809423949831,456.507885683539
"lower","MIT_e_m_LD-HR_4","MIT","east","medium","LD-HR",4,"winterbarley",220.62,77.76,183.01,158,639.39,5.9897,8.445215857691e-16,9.81736402138438e-17,74,5.9897,5.9897,409.85,5.32241516321531e-14,6.18718195138079e-15,74,409.85,409.85,129,1.52439814783843e-14,1.77207685191669e-15,74,129,129,66,8.14825084320597e-15,9.47214920415028e-16,74,66,66,195,2.61929618149482e-14,3.04486996269476e-15,74,195,195,-410.027105259403,22.0542188122682,2.5637508612657,74,-415.052056947484,-405.002153571322
"lower","MIT_e_m_LD-HR_5","MIT","east","medium","LD-HR",5,"wosr",197.22,23.49,60.45,192,473.16,2.86,3.63836974047921e-16,4.22951891207671e-17,74,2.86,2.86,469.94,6.06118872813794e-14,7.04598877626689e-15,74,469.94,469.94,157,1.91093420849839e-14,2.22141589532727e-15,74,157,157,81,1.09066906979991e-14,1.26787704015158e-15,74,81,81,238,3.34310064964261e-14,3.88627556603881e-15,74,238,238,-174.263313430411,7.66294197092545,0.890798909950993,74,-176.009279293915,-172.517347566907
"lower","MIT_e_m_LD-HR_6","MIT","east","medium","LD-HR",6,"winterwheat",262.32,72,124.51,182,640.83,7.92554799260756,0.0514244922092475,0.00597797579292495,74,7.91383116005342,7.93726482516169,839.634866350295,9.3355232010634,1.08523252856176,74,837.507810594314,841.761922106276,124.947642300584,0.0494466271242764,0.00574805364704321,74,124.936376115436,124.958908485732,64,9.59079469134461e-15,1.11490723654557e-15,74,64,64,188.947642300584,0.0494466271242762,0.0057480536470432,74,188.936376115436,188.958908485732,435.584866350295,9.3355232010634,1.08523252856176,74,433.457810594314,437.711922106276
"upper","MIT_e_m_LD-HR_1","MIT","east","medium","LD-HR",1,"winterwheat",262.32,72,124.51,182,640.83,7.857,0.123839600190499,0.0143960611051241,74,7.82878372023396,7.88521627976604,843.074,22.5992167957392,2.62710558996434,74,837.92487304367,848.22312695633,115,0,0,74,115,115,58,0,0,74,58,58,173,0,0,74,173,173,-31.41,0.302047805342633,0.0351123441588338,74,-31.4788201945513,-31.3411798054487
"upper","MIT_e_m_LD-HR_2","MIT","east","medium","LD-HR",2,"springbeans",52.58,115.9,129.85,81,379.33,3.24,2.14305467786385e-16,2.49125046000568e-17,74,3.24,3.24,113.07,7.62199073919215e-15,8.86038425958346e-16,74,113.07,113.07,217,1.48766026367813e-14,1.72936992905591e-15,74,217,217,113,7.62199073919215e-15,8.86038425958346e-16,74,113,113,330,2.39878009753498e-14,2.7885252220411e-15,74,330,330,-318.176686955408,118.28646293092,13.7505220110777,74,-345.12771009712,-291.225663813696
"upper","MIT_e_m_LD-HR_3","MIT","east","medium","LD-HR",3,"winterwheat",262.32,72,124.51,182,640.83,7.27572301875437,0.576221720506581,0.0669844144017911,74,7.14443356652686,7.40701247098188,738.035385472893,104.214631405236,12.1147048234162,74,714.290564018997,761.780206926789,114.291946932424,0.64468627516546,0.0749432572185329,74,114.145058148275,114.438835716572,57.6640119862948,0.301193465670616,0.0350130291892767,74,57.5953864490839,57.7326375235058,171.955958918719,0.945864213349462,0.109954481374155,74,171.740448135225,172.171469702212,333.985385472893,104.214631405236,12.1147048234162,74,310.240564018997,357.730206926789
"upper","MIT_e_m_LD-HR_4","MIT","east","medium","LD-HR",4,"winterbarley",220.62,77.76,183.01,158,639.39,5.9897,8.445215857691e-16,9.81736402138438e-17,74,5.9897,5.9897,409.85,5.32241516321531e-14,6.18718195138079e-15,74,409.85,409.85,129,1.52439814783843e-14,1.77207685191669e-15,74,129,129,66,8.14825084320597e-15,9.47214920415028e-16,74,66,66,195,2.61929618149482e-14,3.04486996269476e-15,74,195,195,175.391643004317,98.1508498765697,11.4098045388503,74,153.028426108171,197.754859900464
