"sensanaly","ID","scenario","region","soiltype","initdenres","year","crop","ww_yield_mean","ww_yield_sd","ww_yield_se","ww_yield_n","ww_yield_ci_l","ww_yield_ci_u","prod_cost_mean","prod_cost_sd","prod_cost_se","prod_cost_n","prod_cost_ci_l","prod_cost_ci_u"
"lower","MIT_c_m_VD-HR_5","MIT","central","medium","VD-HR",5,"springbarley",0,0,0,37,0,0,-6.66581095326663,0.0364496969963644,0.00599229327378943,37,-6.67755584808326,-6.65406605845
"lower","MIT_c_m_VD-HR_6","MIT","central","medium","VD-HR",6,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","MIT_c_l_VD-HR_1","MIT","central","light","VD-HR",1,"winterwheat",6.469,0,0,37,6.469,6.469,0.241,0,0,37,0.241,0.241
"lower","MIT_c_l_VD-HR_2","MIT","central","light","VD-HR",2,"springbarley",0,0,0,37,0,0,-5.5345608576159,0.0896516202340404,0.0147386355767607,37,-5.56344858334635,-5.50567313188545
"lower","MIT_c_l_VD-HR_3","MIT","central","light","VD-HR",3,"driedpeas",0,0,0,37,0,0,0,0,0,37,0,0
"lower","MIT_c_l_VD-HR_4","MIT","central","light","VD-HR",4,"winterwheat",6.65736403105172,0.0577822501369744,0.00949934340674343,37,6.6387453179745,6.67598274412893,0.525866583226923,0.10593767324687,0.0174160461992712,37,0.491731132676351,0.560002033777495
"lower","MIT_c_l_VD-HR_5","MIT","central","light","VD-HR",5,"springbarley",0,0,0,37,0,0,-5.42453003673866,0.0337685411521726,0.00555151396819646,37,-5.43541100411632,-5.41364906936099
"lower","MIT_c_l_VD-HR_6","MIT","central","light","VD-HR",6,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","MIT_e_h_VD-HR_1","MIT","east","heavy","VD-HR",1,"springlinseed",0,0,0,37,0,0,-8.609,0,0,37,-8.609,-8.609
"lower","MIT_e_h_VD-HR_2","MIT","east","heavy","VD-HR",2,"springbeans",0,0,0,37,0,0,-7.85081590429968,0.0680136653112456,0.0111813777000943,37,-7.87273140459187,-7.8289004040075
"lower","MIT_e_h_VD-HR_3","MIT","east","heavy","VD-HR",3,"winterwheat",8.94015211066897,0.0222964475071353,0.0036655133906801,37,8.93296770442323,8.9473365169147,8.94015211066897,0.0222964475071353,0.0036655133906801,37,8.93296770442323,8.9473365169147
"lower","MIT_e_h_VD-HR_4","MIT","east","heavy","VD-HR",4,"springbarley",0,0,0,37,0,0,-8.76312028057804,0.0825214520174304,0.0135664431426332,37,-8.7897105091376,-8.73653005201848
"lower","MIT_e_h_VD-HR_5","MIT","east","heavy","VD-HR",5,"winterwheat",7.95353210798362,0.0156481374578343,0.00257253795128299,37,7.9484899335991,7.95857428236813,0.362895125296256,0.0122944739165116,0.00202119906132665,37,0.358933575136055,0.366856675456456
"lower","MIT_e_h_VD-HR_6","MIT","east","heavy","VD-HR",6,"springlinseed",0,0,0,37,0,0,0,0,0,37,0,0
"lower","MIT_e_m_VD-HR_1","MIT","east","medium","VD-HR",1,"springlinseed",0,0,0,37,0,0,-7.631,0,0,37,-7.631,-7.631
"lower","MIT_e_m_VD-HR_2","MIT","east","medium","VD-HR",2,"springbeans",0,0,0,37,0,0,-6.81462803392844,0.10790677526723,0.0177397645773193,37,-6.84939797249999,-6.7798580953569
"lower","MIT_e_m_VD-HR_3","MIT","east","medium","VD-HR",3,"winterwheat",7.87232327956115,0.0567301501178973,0.00932637922906321,37,7.85404357627219,7.89060298285012,7.87232327956115,0.0567301501178973,0.00932637922906321,37,7.85404357627219,7.89060298285012
"lower","MIT_e_m_VD-HR_4","MIT","east","medium","VD-HR",4,"springbarley",0,0,0,37,0,0,-7.54664775020753,0.111643661545205,0.0183541048970937,37,-7.58262179580583,-7.51067370460922
"lower","MIT_e_m_VD-HR_5","MIT","east","medium","VD-HR",5,"winterwheat",6.96911133597079,0.0791694725743463,0.0130153811167218,37,6.94360118898202,6.99462148295957,0.303300382704165,0.0543567823028203,0.00893619996376142,37,0.285785430775193,0.320815334633137
"lower","MIT_e_m_VD-HR_6","MIT","east","medium","VD-HR",6,"springlinseed",0,0,0,37,0,0,0,0,0,37,0,0
"lower","MIT_e_l_VD-HR_1","MIT","east","light","VD-HR",1,"springlinseed",0,0,0,37,0,0,-6.228,0,0,37,-6.228,-6.228
"lower","MIT_e_l_VD-HR_2","MIT","east","light","VD-HR",2,"driedpeas",0,0,0,37,0,0,-5.5345608576159,0.0896516202340404,0.0147386355767607,37,-5.56344858334635,-5.50567313188545
"lower","MIT_e_l_VD-HR_3","MIT","east","light","VD-HR",3,"winterwheat",6.44562700728567,0.0306293031589518,0.00503542642120047,37,6.43575757150011,6.45549644307122,6.44562700728567,0.0306293031589518,0.00503542642120047,37,6.43575757150011,6.45549644307122
"lower","MIT_e_l_VD-HR_4","MIT","east","light","VD-HR",4,"sugarbeet",0,0,0,37,0,0,-6.13149744782479,0.0963628899510596,0.0158419615217718,37,-6.16254769240747,-6.10044720324212
"lower","MIT_e_l_VD-HR_5","MIT","east","light","VD-HR",5,"springbarley",0,0,0,37,0,0,-5.42453003673866,0.0337685411521726,0.00555151396819646,37,-5.43541100411632,-5.41364906936099
"lower","MIT_e_l_VD-HR_6","MIT","east","light","VD-HR",6,"winterwheat",5.74330261692691,0.0215793955244588,0.00354763077088279,37,5.73634926061598,5.75025597323784,5.74330261692691,0.0215793955244588,0.00354763077088279,37,5.73634926061598,5.75025597323784
"lower","CWW_n_h_LD-LR_1","CWW","north","heavy","LD-LR",1,"winterwheat",8.96,0,0,37,8.96,8.96,0,0,0,37,0,0
"lower","CWW_n_h_LD-LR_2","CWW","north","heavy","LD-LR",2,"winterwheat",8.05177418002758,0.00806097145901687,0.00132521554455976,37,8.04917675756024,8.05437160249492,0.0145721056515967,0.0145850400123249,0.00239776580783434,37,0.00987248466824142,0.019271726634952
"lower","CWW_n_h_LD-LR_3","CWW","north","heavy","LD-LR",3,"winterwheat",7.92841527133291,0.0455658070649319,0.0074909725372261,37,7.91373296515995,7.94309757750587,7.92841527133291,0.0455658070649319,0.0074909725372261,37,7.91373296515995,7.94309757750587
"lower","CWW_n_h_LD-LR_4","CWW","north","heavy","LD-LR",4,"winterwheat",7.54272876374416,0.0802195663836568,0.0131880154755481,37,7.51688025341209,7.56857727407623,-1.25859755010045,0.0753640285020493,0.012389769964989,37,-1.28288149923182,-1.23431360096907
"lower","CWW_n_h_LD-LR_5","CWW","north","heavy","LD-LR",5,"winterwheat",7.52610149472348,0.100658424704523,0.0165481430851761,37,7.49366713427653,7.55853585517042,-0.0658336945162781,0.0875744521640033,0.0143971512495836,37,-0.094052110965462,-0.0376152780670943
"lower","CWW_n_h_LD-LR_6","CWW","north","heavy","LD-LR",6,"winterwheat",7.34182015002772,0.106882157949904,0.0175713185279754,37,7.30738036571288,7.37625993434255,7.34182015002772,0.106882157949904,0.0175713185279754,37,7.30738036571288,7.37625993434255
"lower","CWW_n_m_LD-LR_1","CWW","north","medium","LD-LR",1,"winterwheat",7.94,0,0,37,7.94,7.94,0,0,0,37,0,0
"lower","CWW_n_m_LD-LR_2","CWW","north","medium","LD-LR",2,"winterwheat",7.1386781340892,0.00510807627459439,0.00083976256662184,37,7.13703219945862,7.14032406871978,0.00818446949734214,0.00832243470517596,0.00136819983744589,37,0.0055027978159482,0.0108661411787361
"lower","CWW_n_m_LD-LR_3","CWW","north","medium","LD-LR",3,"winterwheat",7.04201213285604,0.0255562878709866,0.00420142784527438,37,7.0337773342793,7.05024693143278,7.04201213285604,0.0255562878709866,0.00420142784527438,37,7.0337773342793,7.05024693143278
"lower","CWW_n_m_LD-LR_4","CWW","north","medium","LD-LR",4,"winterwheat",6.71049611949847,0.045025974335725,0.0074022245832302,37,6.69598775931534,6.7250044796816,-1.14597646779515,0.0432233550977099,0.00710587580600336,37,-1.15990398437492,-1.13204895121538
"lower","CWW_n_m_LD-LR_5","CWW","north","medium","LD-LR",5,"winterwheat",6.70174470784739,0.0574609143384177,0.00944651612687575,37,6.68322953623872,6.72025987945607,-0.0363271516041878,0.0506684714790971,0.00832984539947394,37,-0.0526536485871568,-0.0200006546212189
"lower","CWW_n_m_LD-LR_6","CWW","north","medium","LD-LR",6,"winterwheat",6.54017776132263,0.0617555523951629,0.0101525502742477,37,6.5202787627851,6.56007675986015,6.54017776132263,0.0617555523951629,0.0101525502742477,37,6.5202787627851,6.56007675986015
"lower","CWW_n_l_LD-LR_1","CWW","north","light","LD-LR",1,"winterwheat",6.48,0,0,37,6.48,6.48,0,0,0,37,0,0
"lower","CWW_n_l_LD-LR_2","CWW","north","light","LD-LR",2,"winterwheat",5.82602876954847,0.00416580977733907,0.000684854908701299,37,5.82468645392742,5.82737108516953,0.00618120044629998,0.00644809679194336,0.00106006058264241,37,0.00410348170432085,0.0082589191882791
"lower","CWW_n_l_LD-LR_3","CWW","north","light","LD-LR",3,"winterwheat",5.74714775883405,0.0208420211763386,0.00342640717478688,37,5.74043200077147,5.75386351689663,5.74714775883405,0.0208420211763386,0.00342640717478688,37,5.74043200077147,5.75386351689663
"lower","CWW_n_l_LD-LR_4","CWW","north","light","LD-LR",4,"winterwheat",5.47659877706671,0.0367202120796205,0.00603676567952756,37,5.46476671633484,5.48843083779859,-0.946026189863647,0.0310344907464498,0.00510203885025383,37,-0.956026186010144,-0.936026193717149
"lower","CWW_n_l_LD-LR_5","CWW","north","light","LD-LR",5,"winterwheat",5.4694617034872,0.0468613281983213,0.007703954899588,37,5.454361951884,5.48456145509039,-0.0307033544697825,0.0418368027423651,0.00687792800293881,37,-0.0441840933555426,-0.0172226155840224
"lower","CWW_n_l_LD-LR_6","CWW","north","light","LD-LR",6,"winterwheat",5.33760516457379,0.0503637514678998,0.00827974973822144,37,5.32137685508688,5.35383347406071,5.33760516457379,0.0503637514678998,0.00827974973822144,37,5.32137685508688,5.35383347406071
"lower","CWW_c_h_LD-LR_1","CWW","central","heavy","LD-LR",1,"winterwheat",8.96,0,0,37,8.96,8.96,0,0,0,37,0,0
"lower","CWW_c_h_LD-LR_2","CWW","central","heavy","LD-LR",2,"winterwheat",8.05197596641973,0.00797967923518377,0.0013118511852858,37,8.04940473809657,8.05454719474289,0.0143661297253638,0.0144167464215494,0.00237009851194086,37,0.0097207366419597,0.0190115228087679
"lower","CWW_c_h_LD-LR_3","CWW","central","heavy","LD-LR",3,"winterwheat",7.92945105519215,0.0445743972289894,0.00732798576419258,37,7.91508820309433,7.94381390728997,7.92945105519215,0.0445743972289894,0.00732798576419258,37,7.91508820309433,7.94381390728997
"lower","CWW_c_h_LD-LR_4","CWW","central","heavy","LD-LR",4,"winterwheat",7.54445699673942,0.0784612715971212,0.0128989535932573,37,7.51917504769663,7.5697389457822,-1.25737950340489,0.0750977540675857,0.0123459947176179,37,-1.28157765305142,-1.23318135375836
"lower","CWW_c_h_LD-LR_5","CWW","central","heavy","LD-LR",5,"winterwheat",7.52822708269712,0.0985118726433742,0.0161952521001251,37,7.49648438858087,7.55996977681336,-0.0641138767767366,0.0854390438205573,0.0140460922804377,37,-0.0916442176463945,-0.0365835359070788
"lower","CWW_c_h_LD-LR_6","CWW","central","heavy","LD-LR",6,"winterwheat",7.34407357628708,0.104620305896883,0.0171994723410243,37,7.31036261049867,7.37778454207548,7.34407357628708,0.104620305896883,0.0171994723410243,37,7.31036261049867,7.37778454207548
"lower","CWW_c_m_LD-LR_1","CWW","central","medium","LD-LR",1,"winterwheat",7.94,0,0,37,7.94,7.94,0,0,0,37,0,0
"lower","CWW_c_m_LD-LR_2","CWW","central","medium","LD-LR",2,"winterwheat",7.13880312715186,0.00505582695245408,0.000831172830974582,37,7.13717402840315,7.14043222590057,0.00830946256001087,0.00839821765753153,0.00138065847806815,37,0.00560337194299729,0.0110155531770245
"lower","CWW_c_m_LD-LR_3","CWW","central","medium","LD-LR",3,"winterwheat",7.04260393600225,0.0249973192713344,0.00410953397355606,37,7.03454924941408,7.05065862259042,7.04260393600225,0.0249973192713344,0.00410953397355606,37,7.03454924941408,7.05065862259042
"lower","CWW_c_m_LD-LR_4","CWW","central","medium","LD-LR",4,"winterwheat",6.71151330337339,0.0439642391889398,0.00722767640031221,37,6.69734705762878,6.725679549118,-1.14495928392023,0.0433156003397773,0.00712104083038298,37,-1.15891652394778,-1.13100204389268
"lower","CWW_c_m_LD-LR_5","CWW","central","medium","LD-LR",5,"winterwheat",6.7030328414158,0.0560903197342332,0.00922119176194163,37,6.6849593055624,6.72110637726921,-0.0350390180357805,0.0491926793415978,0.00808722666659585,37,-0.0508899823023084,-0.0191880537692527
"lower","CWW_c_m_LD-LR_6","CWW","central","medium","LD-LR",6,"winterwheat",6.54156847017737,0.0602589485850966,0.00990651012347547,37,6.52215171033536,6.56098523001938,6.54156847017737,0.0602589485850966,0.00990651012347547,37,6.52215171033536,6.56098523001938
"lower","CWW_c_l_LD-LR_1","CWW","central","light","LD-LR",1,"winterwheat",6.48,0,0,37,6.48,6.48,0,0,0,37,0,0
"lower","CWW_c_l_LD-LR_2","CWW","central","light","LD-LR",2,"winterwheat",5.82613070563841,0.00412319867967127,0.000677849687396743,37,5.82480212025112,5.82745929102571,0.00628313653624353,0.00651035289575548,0.0010702954230627,37,0.00418535750704064,0.00838091556544643
"lower","CWW_c_l_LD-LR_3","CWW","central","light","LD-LR",3,"winterwheat",5.74763039440961,0.0203861632892435,0.00335146459979329,37,5.74106152379401,5.7541992650252,5.74763039440961,0.0203861632892435,0.00335146459979329,37,5.74106152379401,5.7541992650252
"lower","CWW_c_l_LD-LR_4","CWW","central","light","LD-LR",4,"winterwheat",5.47742832508121,0.0358543309890384,0.00589441570510901,37,5.4658752702992,5.48898137986323,-0.945196641849146,0.031056629894711,0.00510567850380778,37,-0.955203771716609,-0.935189511981683
"lower","CWW_c_l_LD-LR_5","CWW","central","light","LD-LR",5,"winterwheat",5.47051222018376,0.0457435617250057,0.00752019522333104,37,5.45577263754603,5.48525180282149,-0.0296528377732175,0.0406493701245765,0.00668271528308103,37,-0.0427509597280563,-0.0165547158183787
"lower","CWW_c_l_LD-LR_6","CWW","central","light","LD-LR",6,"winterwheat",5.33873933490193,0.0491432202053215,0.00807909563467903,37,5.32290430745796,5.3545743623459,5.33873933490193,0.0491432202053215,0.00807909563467903,37,5.32290430745796,5.3545743623459
"lower","CWW_e_h_LD-LR_1","CWW","east","heavy","LD-LR",1,"winterwheat",8.96,0,0,37,8.96,8.96,0,0,0,37,0,0
"lower","CWW_e_h_LD-LR_2","CWW","east","heavy","LD-LR",2,"winterwheat",8.06143668253731,0.00146064438465371,0.000240128457650326,37,8.06096603076031,8.0619073343143,0.00301792774604755,0.00258746782259948,0.000425377089720553,37,0.00218418865019526,0.00385166684189983
"lower","CWW_e_h_LD-LR_3","CWW","east","heavy","LD-LR",3,"winterwheat",7.96920309823637,0.00407707952294782,0.000670267744736031,37,7.96788937345669,7.97051682301605,7.96920309823637,0.00407707952294782,0.000670267744736031,37,7.96788937345669,7.97051682301605
"lower","CWW_e_h_LD-LR_4","CWW","east","heavy","LD-LR",4,"winterwheat",7.60941075688553,0.00607521937530158,0.000998759912957465,37,7.60745318745614,7.61136832631493,-1.32961319089845,0.0133629834316628,0.00219686094354364,37,-1.3339190383478,-1.32530734344911
"lower","CWW_e_h_LD-LR_5","CWW","east","heavy","LD-LR",5,"winterwheat",7.60861834434301,0.00729066958084799,0.00119857869586938,37,7.6062691300991,7.61096755858691,-0.00543900308517372,0.00665641504453072,0.001094307892405,37,-0.00758384655428751,-0.00329415961605993
"lower","CWW_e_h_LD-LR_6","CWW","east","heavy","LD-LR",6,"winterwheat",7.42932785333669,0.00761083060409948,0.00125121284386657,37,7.42687547616271,7.43178023051067,7.42932785333669,0.00761083060409948,0.00125121284386657,37,7.42687547616271,7.43178023051067
"lower","CWW_e_m_LD-LR_1","CWW","east","medium","LD-LR",1,"winterwheat",7.94,0,0,37,7.94,7.94,0,0,0,37,0,0
"lower","CWW_e_m_LD-LR_2","CWW","east","medium","LD-LR",2,"winterwheat",7.13880312715186,0.00505582695245408,0.000831172830974582,37,7.13717402840315,7.14043222590057,0.00830946256001087,0.00839821765753153,0.00138065847806815,37,0.00560337194299729,0.0110155531770245
"lower","CWW_e_m_LD-LR_3","CWW","east","medium","LD-LR",3,"winterwheat",7.04260393600225,0.0249973192713344,0.00410953397355606,37,7.03454924941408,7.05065862259042,7.04260393600225,0.0249973192713344,0.00410953397355606,37,7.03454924941408,7.05065862259042
"lower","CWW_e_m_LD-LR_4","CWW","east","medium","LD-LR",4,"winterwheat",6.71151330337339,0.0439642391889398,0.00722767640031221,37,6.69734705762878,6.725679549118,-1.14495928392023,0.0433156003397773,0.00712104083038298,37,-1.15891652394778,-1.13100204389268
"lower","CWW_e_m_LD-LR_5","CWW","east","medium","LD-LR",5,"winterwheat",6.7030328414158,0.0560903197342332,0.00922119176194163,37,6.6849593055624,6.72110637726921,-0.0350390180357805,0.0491926793415978,0.00808722666659585,37,-0.0508899823023084,-0.0191880537692527
"lower","CWW_e_m_LD-LR_6","CWW","east","medium","LD-LR",6,"winterwheat",6.54156847017737,0.0602589485850966,0.00990651012347547,37,6.52215171033536,6.56098523001938,6.54156847017737,0.0602589485850966,0.00990651012347547,37,6.52215171033536,6.56098523001938
"lower","CWW_e_l_LD-LR_1","CWW","east","light","LD-LR",1,"winterwheat",6.48,0,0,37,6.48,6.48,0,0,0,37,0,0
"lower","CWW_e_l_LD-LR_2","CWW","east","light","LD-LR",2,"winterwheat",5.82613070563841,0.00412319867967127,0.000677849687396743,37,5.82480212025112,5.82745929102571,0.00628313653624353,0.00651035289575548,0.0010702954230627,37,0.00418535750704064,0.00838091556544643
"lower","CWW_e_l_LD-LR_3","CWW","east","light","LD-LR",3,"winterwheat",5.74763039440961,0.0203861632892435,0.00335146459979329,37,5.74106152379401,5.7541992650252,5.74763039440961,0.0203861632892435,0.00335146459979329,37,5.74106152379401,5.7541992650252
"lower","CWW_e_l_LD-LR_4","CWW","east","light","LD-LR",4,"winterwheat",5.47742832508121,0.0358543309890384,0.00589441570510901,37,5.4658752702992,5.48898137986323,-0.945196641849146,0.031056629894711,0.00510567850380778,37,-0.955203771716609,-0.935189511981683
"lower","CWW_e_l_LD-LR_5","CWW","east","light","LD-LR",5,"winterwheat",5.47051222018376,0.0457435617250057,0.00752019522333104,37,5.45577263754603,5.48525180282149,-0.0296528377732175,0.0406493701245765,0.00668271528308103,37,-0.0427509597280563,-0.0165547158183787
"lower","CWW_e_l_LD-LR_6","CWW","east","light","LD-LR",6,"winterwheat",5.33873933490193,0.0491432202053215,0.00807909563467903,37,5.32290430745796,5.3545743623459,5.33873933490193,0.0491432202053215,0.00807909563467903,37,5.32290430745796,5.3545743623459
"lower","CWW_n_h_LD-HR_1","CWW","north","heavy","LD-HR",1,"winterwheat",8.96,0,0,37,8.96,8.96,0,0,0,37,0,0
"lower","CWW_n_h_LD-HR_2","CWW","north","heavy","LD-HR",2,"winterwheat",8.00421179821501,0.038958063236958,0.00640466614353397,37,7.99165865257368,8.01676494385634,0.0585587031203448,0.0478430542624449,0.0078653496703412,37,0.0431426177664761,0.0739747884742136
"lower","CWW_n_h_LD-HR_3","CWW","north","heavy","LD-HR",3,"winterwheat",7.71251236666729,0.174879232895308,0.0287499687887263,37,7.65616242784139,7.76886230549319,7.71251236666729,0.174879232895308,0.0287499687887263,37,7.65616242784139,7.76886230549319
"lower","CWW_n_h_LD-HR_4","CWW","north","heavy","LD-HR",4,"winterwheat",7.24253422791442,0.222944731572295,0.03665188809555,37,7.17069652724714,7.31437192858169,-1.10302019526636,0.173729399722876,0.0285609373796085,37,-1.15899963253039,-1.04704075800233
"lower","CWW_n_h_LD-HR_5","CWW","north","heavy","LD-HR",5,"winterwheat",7.19016810907921,0.236218100503652,0.0388340165059955,37,7.11405343672746,7.26628278143096,-0.232128280150384,0.193515740903877,0.0318137918322432,37,-0.294483312141581,-0.169773248159187
"lower","CWW_n_h_LD-HR_6","CWW","north","heavy","LD-HR",6,"winterwheat",7.00272577660619,0.232418767301241,0.0382094099750835,37,6.92783533305503,7.07761622015736,7.00272577660619,0.232418767301241,0.0382094099750835,37,6.92783533305503,7.07761622015736
"lower","CWW_n_m_LD-HR_1","CWW","north","medium","LD-HR",1,"winterwheat",7.94,0,0,37,7.94,7.94,0,0,0,37,0,0
"lower","CWW_n_m_LD-HR_2","CWW","north","medium","LD-HR",2,"winterwheat",7.11007777938964,0.0241245203616342,0.00396604671668014,37,7.10230432782495,7.11785123095434,0.034751599743058,0.0300679007716976,0.00494313243726506,37,0.0250630601660184,0.0444401393200975
"lower","CWW_n_m_LD-HR_3","CWW","north","medium","LD-HR",3,"winterwheat",6.90649199206305,0.122158696117387,0.0200827659322413,37,6.86712977083585,6.94585421329024,6.90649199206305,0.122158696117387,0.0200827659322413,37,6.86712977083585,6.94585421329024
"lower","CWW_n_m_LD-HR_4","CWW","north","medium","LD-HR",4,"winterwheat",6.5095620568334,0.17171309369527,0.0282294587105723,37,6.45423231776068,6.56489179590612,-1.01698836517233,0.13115938841061,0.0215624706302943,37,-1.05925080760771,-0.974725922736953
"lower","CWW_n_m_LD-HR_5","CWW","north","medium","LD-HR",5,"winterwheat",6.46912710361281,0.190668505031587,0.0313457091382193,37,6.4076895137019,6.53056469352372,-0.176014109837935,0.160242957820408,0.0263437799884902,37,-0.227647918615376,-0.124380301060494
"lower","CWW_n_m_LD-HR_6","CWW","north","medium","LD-HR",6,"winterwheat",6.30176155939515,0.19125926285298,0.031442829125799,37,6.24013361430858,6.36338950448172,6.30176155939515,0.19125926285298,0.031442829125799,37,6.24013361430858,6.36338950448172
"lower","CWW_n_l_LD-HR_1","CWW","north","light","LD-HR",1,"winterwheat",6.48,0,0,37,6.48,6.48,0,0,0,37,0,0
"lower","CWW_n_l_LD-HR_2","CWW","north","light","LD-HR",2,"winterwheat",5.80270420843427,0.0196743661201678,0.00323444586603042,37,5.79636469453685,5.80904372233169,0.0263100225639681,0.0235623892626509,0.00387363293327444,37,0.0187177020147502,0.033902343113186
"lower","CWW_n_l_LD-HR_3","CWW","north","light","LD-HR",3,"winterwheat",5.63662647896404,0.0996245677073835,0.0163781780418279,37,5.60452525000205,5.66872770792602,5.63662647896404,0.0996245677073835,0.0163781780418279,37,5.60452525000205,5.66872770792602
"lower","CWW_n_l_LD-HR_4","CWW","north","light","LD-HR",4,"winterwheat",5.31273022110685,0.140037862819444,0.0230220828319231,37,5.26760693875628,5.35785350345742,-0.855510211572987,0.101689642731992,0.0167176742845831,37,-0.88827685317077,-0.822743569975204
"lower","CWW_n_l_LD-HR_5","CWW","north","light","LD-HR",5,"winterwheat",5.27975414275219,0.155496644880129,0.025563490947674,37,5.22964970049475,5.32985858500963,-0.149705426666451,0.130544711988517,0.0214614184489818,37,-0.191769806826455,-0.107641046506446
"lower","CWW_n_l_LD-HR_6","CWW","north","light","LD-HR",6,"winterwheat",5.14316865038051,0.15597842795777,0.025642695597739,37,5.09290896700894,5.19342833375208,5.14316865038051,0.15597842795777,0.025642695597739,37,5.09290896700894,5.19342833375208
"lower","CWW_c_h_LD-HR_1","CWW","central","heavy","LD-HR",1,"winterwheat",8.96,0,0,37,8.96,8.96,0,0,0,37,0,0
"lower","CWW_c_h_LD-HR_2","CWW","central","heavy","LD-HR",2,"winterwheat",8.00511628340953,0.0387148012606074,0.00636467412097203,37,7.99264152213242,8.01759104468663,0.0579968741702332,0.0474655537398119,0.00780328896671309,37,0.0427024277954755,0.0732913205449908
"lower","CWW_c_h_LD-HR_3","CWW","central","heavy","LD-HR",3,"winterwheat",7.71627035381061,0.173897556833317,0.0285885822382731,37,7.66023673262359,7.77230397499762,7.71627035381061,0.173897556833317,0.0285885822382731,37,7.66023673262359,7.77230397499762
"lower","CWW_c_h_LD-HR_4","CWW","central","heavy","LD-HR",4,"winterwheat",7.24713865566986,0.222570626961409,0.0365903856763742,37,7.17542149974417,7.31885581159555,-1.09915644162329,0.174218979094139,0.0286414237324496,37,-1.15529363213889,-1.04301925110769
"lower","CWW_c_h_LD-HR_5","CWW","central","heavy","LD-HR",5,"winterwheat",7.19497446081837,0.236200606246559,0.0388311404678457,37,7.11886542550139,7.27108349613535,-0.229593381075327,0.193560223509572,0.0318211047275723,37,-0.291962746341369,-0.167224015809285
"lower","CWW_c_h_LD-HR_6","CWW","central","heavy","LD-HR",6,"winterwheat",7.00743783233841,0.232487358275877,0.038220686261852,37,6.93252528726518,7.08235037741164,7.00743783233841,0.232487358275877,0.038220686261852,37,6.93252528726518,7.08235037741164
"lower","CWW_c_m_LD-HR_1","CWW","central","medium","LD-HR",1,"winterwheat",7.94,0,0,37,7.94,7.94,0,0,0,37,0,0
"lower","CWW_c_m_LD-HR_2","CWW","central","medium","LD-HR",2,"winterwheat",7.11065349294603,0.0239416755690555,0.00393598721794613,37,7.10293895799886,7.11836802789321,0.0353273132994471,0.0304321212440937,0.00500300991408285,37,0.0255214138678447,0.0451332127310495
"lower","CWW_c_m_LD-HR_3","CWW","central","medium","LD-HR",3,"winterwheat",6.90920130753708,0.120801354703794,0.0198596203784191,37,6.87027645159538,6.94812616347878,6.90920130753708,0.120801354703794,0.0198596203784191,37,6.87027645159538,6.94812616347878
"lower","CWW_c_m_LD-HR_4","CWW","central","medium","LD-HR",4,"winterwheat",6.51315258002917,0.17032839249735,0.0280018152359137,37,6.45826902216678,6.56803613789156,-1.01339784197656,0.131219360678641,0.021572330010425,37,-1.05567960879699,-0.971116075156128
"lower","CWW_c_m_LD-HR_5","CWW","central","medium","LD-HR",5,"winterwheat",6.4729951258282,0.189486782291833,0.0311514351165281,37,6.41193831299981,6.5340519386566,-0.172146087622538,0.158854070365627,0.0261154482974431,37,-0.223332366285527,-0.12095980895955
"lower","CWW_c_m_LD-HR_6","CWW","central","medium","LD-HR",6,"winterwheat",6.30560483974759,0.190211076692831,0.031270508382563,37,6.24431464331777,6.36689503617741,6.30560483974759,0.190211076692831,0.031270508382563,37,6.24431464331777,6.36689503617741
"lower","CWW_c_l_LD-HR_1","CWW","central","light","LD-HR",1,"winterwheat",6.48,0,0,37,6.48,6.48,0,0,0,37,0,0
"lower","CWW_c_l_LD-HR_2","CWW","central","light","LD-HR",2,"winterwheat",5.80317372240259,0.0195252499786471,0.00320993132337354,37,5.79688225700878,5.8094651877964,0.0267795365322855,0.0238625591753722,0.00392298056294536,37,0.0190904946289126,0.0344685784356584
"lower","CWW_c_l_LD-HR_3","CWW","central","light","LD-HR",3,"winterwheat",5.63883601779723,0.0985176096613469,0.0161961952600699,37,5.60709147508749,5.67058056050697,5.63883601779723,0.0985176096613469,0.0161961952600699,37,5.60709147508749,5.67058056050697
"lower","CWW_c_l_LD-HR_4","CWW","central","light","LD-HR",4,"winterwheat",5.31565841478107,0.138908591939586,0.0228364318428811,37,5.27089900836902,5.36041782119312,-0.852582017898768,0.101928935341797,0.0167570137473047,37,-0.885425764843485,-0.819738270954051
"lower","CWW_c_l_LD-HR_5","CWW","central","light","LD-HR",5,"winterwheat",5.2829086463065,0.154532909830233,0.0254050538814404,37,5.23311474069887,5.33270255191412,-0.146550923112146,0.12945528776064,0.0212823182091728,37,-0.188264266802125,-0.104837579422168
"lower","CWW_c_l_LD-HR_6","CWW","central","light","LD-HR",6,"winterwheat",5.14630297610483,0.155123596526192,0.0255021621760708,37,5.09631873823973,5.19628721396993,5.14630297610483,0.155123596526192,0.0255021621760708,37,5.09631873823973,5.19628721396993
"lower","CWW_e_h_LD-HR_1","CWW","east","heavy","LD-HR",1,"winterwheat",8.96,0,0,37,8.96,8.96,0,0,0,37,0,0
