"sensanaly","ID","scenario","region","soiltype","initdenres","year","crop","ww_yield_mean","ww_yield_sd","ww_yield_se","ww_yield_n","ww_yield_ci_l","ww_yield_ci_u","prod_cost_mean","prod_cost_sd","prod_cost_se","prod_cost_n","prod_cost_ci_l","prod_cost_ci_u"
"lower","BAU_n_h_LD-LR_1","BAU","north","heavy","LD-LR",1,"winterwheat",8.96,0,0,37,8.96,8.96,0,0,0,37,0,0
"lower","BAU_n_h_LD-LR_2","BAU","north","heavy","LD-LR",2,"winterwheat",8.03720207437599,0.0188809787676076,0.00310401378872864,37,8.03111820735008,8.04328594140189,0,0,0,37,0,0
"lower","BAU_n_h_LD-LR_3","BAU","north","heavy","LD-LR",3,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_n_h_LD-LR_4","BAU","north","heavy","LD-LR",4,"winterwheat",8.80132631384461,0.0987688825044849,0.0162375042610191,37,8.76950080549301,8.8331518221962,0,0,0,37,0,0
"lower","BAU_n_h_LD-LR_5","BAU","north","heavy","LD-LR",5,"winterwheat",7.59193518923975,0.0166881561076142,0.00274351596408549,37,7.58655789795015,7.59731248052936,0,0,0,37,0,0
"lower","BAU_n_h_LD-LR_6","BAU","north","heavy","LD-LR",6,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_n_m_LD-LR_1","BAU","north","medium","LD-LR",1,"winterwheat",7.94,0,0,37,7.94,7.94,0,0,0,37,0,0
"lower","BAU_n_m_LD-LR_2","BAU","north","medium","LD-LR",2,"winterwheat",7.13049366459185,0.0112092450193321,0.00184278852963581,37,7.12688179907377,7.13410553010994,0,0,0,37,0,0
"lower","BAU_n_m_LD-LR_3","BAU","north","medium","LD-LR",3,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_n_m_LD-LR_4","BAU","north","medium","LD-LR",4,"winterwheat",7.85647258729362,0.0573264994357893,0.00942441845300489,37,7.83800072712573,7.87494444746151,0,0,0,37,0,0
"lower","BAU_n_m_LD-LR_5","BAU","north","medium","LD-LR",5,"winterwheat",6.73807185945158,0.0084057876783741,0.00138190298182855,37,6.7353633296072,6.74078038929597,0,0,0,37,0,0
"lower","BAU_n_m_LD-LR_6","BAU","north","medium","LD-LR",6,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_n_l_LD-LR_1","BAU","north","light","LD-LR",1,"winterwheat",6.48,0,0,37,6.48,6.48,0,0,0,37,0,0
"lower","BAU_n_l_LD-LR_2","BAU","north","light","LD-LR",2,"winterwheat",5.81984756910217,0.00878573808636499,0.00144436644412851,37,5.81701661087168,5.82267852733266,0,0,0,37,0,0
"lower","BAU_n_l_LD-LR_3","BAU","north","light","LD-LR",3,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_n_l_LD-LR_4","BAU","north","light","LD-LR",4,"winterwheat",6.42262496693036,0.0407484258087404,0.0066989999372444,37,6.40949492705336,6.43575500680736,0,0,0,37,0,0
"lower","BAU_n_l_LD-LR_5","BAU","north","light","LD-LR",5,"winterwheat",5.50016505795698,0.0060944198666947,0.00100191645429826,37,5.49820130170655,5.5021288142074,0,0,0,37,0,0
"lower","BAU_n_l_LD-LR_6","BAU","north","light","LD-LR",6,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_c_h_LD-LR_1","BAU","central","heavy","LD-LR",1,"winterwheat",8.96,0,0,37,8.96,8.96,0,0,0,37,0,0
"lower","BAU_c_h_LD-LR_2","BAU","central","heavy","LD-LR",2,"winterwheat",8.03760983669437,0.0186123355593974,0.00305984911735242,37,8.03161253242435,8.04360714096438,0,0,0,37,0,0
"lower","BAU_c_h_LD-LR_3","BAU","central","heavy","LD-LR",3,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_c_h_LD-LR_4","BAU","central","heavy","LD-LR",4,"winterwheat",8.80183650014431,0.0985678637038025,0.0162044569737576,37,8.77007576447574,8.83359723581287,0,0,0,37,0,0
"lower","BAU_c_h_LD-LR_5","BAU","central","heavy","LD-LR",5,"winterwheat",7.59234095947385,0.0165757459923977,0.00272503585498101,37,7.58699988919809,7.59768202974962,0,0,0,37,0,0
"lower","BAU_c_h_LD-LR_6","BAU","central","heavy","LD-LR",6,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_c_m_LD-LR_1","BAU","central","medium","LD-LR",1,"winterwheat",7.94,0,0,37,7.94,7.94,0,0,0,37,0,0
"lower","BAU_c_m_LD-LR_2","BAU","central","medium","LD-LR",2,"winterwheat",7.13049366459185,0.0112092450193321,0.00184278852963581,37,7.12688179907377,7.13410553010994,0,0,0,37,0,0
"lower","BAU_c_m_LD-LR_3","BAU","central","medium","LD-LR",3,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_c_m_LD-LR_4","BAU","central","medium","LD-LR",4,"winterwheat",7.85647258729362,0.0573264994357893,0.00942441845300489,37,7.83800072712573,7.87494444746151,0,0,0,37,0,0
"lower","BAU_c_m_LD-LR_5","BAU","central","medium","LD-LR",5,"winterwheat",6.73807185945158,0.0084057876783741,0.00138190298182855,37,6.7353633296072,6.74078038929597,0,0,0,37,0,0
"lower","BAU_c_m_LD-LR_6","BAU","central","medium","LD-LR",6,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_c_l_LD-LR_1","BAU","central","light","LD-LR",1,"winterwheat",6.48,0,0,37,6.48,6.48,0,0,0,37,0,0
"lower","BAU_c_l_LD-LR_2","BAU","central","light","LD-LR",2,"winterwheat",5.81984756910217,0.00878573808636499,0.00144436644412851,37,5.81701661087168,5.82267852733266,0,0,0,37,0,0
"lower","BAU_c_l_LD-LR_3","BAU","central","light","LD-LR",3,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_c_l_LD-LR_4","BAU","central","light","LD-LR",4,"winterwheat",6.42262496693036,0.0407484258087404,0.0066989999372444,37,6.40949492705336,6.43575500680736,0,0,0,37,0,0
"lower","BAU_c_l_LD-LR_5","BAU","central","light","LD-LR",5,"winterwheat",5.50016505795698,0.0060944198666947,0.00100191645429826,37,5.49820130170655,5.5021288142074,0,0,0,37,0,0
"lower","BAU_c_l_LD-LR_6","BAU","central","light","LD-LR",6,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_e_h_LD-LR_1","BAU","east","heavy","LD-LR",1,"winterwheat",8.96,0,0,37,8.96,8.96,0,0,0,37,0,0
"lower","BAU_e_h_LD-LR_2","BAU","east","heavy","LD-LR",2,"winterwheat",8.05841875479126,0.00302065463728796,0.000496592563369372,37,8.05744543336706,8.05939207621546,0,0,0,37,0,0
"lower","BAU_e_h_LD-LR_3","BAU","east","heavy","LD-LR",3,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_e_h_LD-LR_4","BAU","east","heavy","LD-LR",4,"winterwheat",8.93902394778399,0.0155650453592796,0.00255887769442751,37,8.93400854750291,8.94403934806506,0,0,0,37,0,0
"lower","BAU_e_h_LD-LR_5","BAU","east","heavy","LD-LR",5,"winterwheat",7.61405734742818,0.00117957565198578,0.000193921042636518,37,7.61367726218461,7.61443743267175,0,0,0,37,0,0
"lower","BAU_e_h_LD-LR_6","BAU","east","heavy","LD-LR",6,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_e_m_LD-LR_1","BAU","east","medium","LD-LR",1,"winterwheat",7.94,0,0,37,7.94,7.94,0,0,0,37,0,0
"lower","BAU_e_m_LD-LR_2","BAU","east","medium","LD-LR",2,"winterwheat",7.13049366459185,0.0112092450193321,0.00184278852963581,37,7.12688179907377,7.13410553010994,0,0,0,37,0,0
"lower","BAU_e_m_LD-LR_3","BAU","east","medium","LD-LR",3,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_e_m_LD-LR_4","BAU","east","medium","LD-LR",4,"winterwheat",7.85647258729362,0.0573264994357893,0.00942441845300489,37,7.83800072712573,7.87494444746151,0,0,0,37,0,0
"lower","BAU_e_m_LD-LR_5","BAU","east","medium","LD-LR",5,"winterwheat",6.73807185945158,0.0084057876783741,0.00138190298182855,37,6.7353633296072,6.74078038929597,0,0,0,37,0,0
"lower","BAU_e_m_LD-LR_6","BAU","east","medium","LD-LR",6,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_e_l_LD-LR_1","BAU","east","light","LD-LR",1,"winterwheat",6.48,0,0,37,6.48,6.48,0,0,0,37,0,0
"lower","BAU_e_l_LD-LR_2","BAU","east","light","LD-LR",2,"winterwheat",5.81984756910217,0.00878573808636499,0.00144436644412851,37,5.81701661087168,5.82267852733266,0,0,0,37,0,0
"lower","BAU_e_l_LD-LR_3","BAU","east","light","LD-LR",3,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_e_l_LD-LR_4","BAU","east","light","LD-LR",4,"winterwheat",6.42262496693036,0.0407484258087404,0.0066989999372444,37,6.40949492705336,6.43575500680736,0,0,0,37,0,0
"lower","BAU_e_l_LD-LR_5","BAU","east","light","LD-LR",5,"winterwheat",5.50016505795698,0.0060944198666947,0.00100191645429826,37,5.49820130170655,5.5021288142074,0,0,0,37,0,0
"lower","BAU_e_l_LD-LR_6","BAU","east","light","LD-LR",6,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_n_h_LD-HR_1","BAU","north","heavy","LD-HR",1,"winterwheat",8.96,0,0,37,8.96,8.96,0,0,0,37,0,0
"lower","BAU_n_h_LD-HR_2","BAU","north","heavy","LD-HR",2,"winterwheat",7.94565309509466,0.0694270184995247,0.0114137315329522,37,7.92328218129008,7.96802400889925,0,0,0,37,0,0
"lower","BAU_n_h_LD-HR_3","BAU","north","heavy","LD-HR",3,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_n_h_LD-HR_4","BAU","north","heavy","LD-HR",4,"winterwheat",8.34555442318078,0.154420511831815,0.0253865757643254,37,8.2957967346827,8.39531211167885,0,0,0,37,0,0
"lower","BAU_n_h_LD-HR_5","BAU","north","heavy","LD-HR",5,"winterwheat",7.42229638922959,0.0708872804953416,0.011653797126265,37,7.39945494686211,7.44513783159707,0,0,0,37,0,0
"lower","BAU_n_h_LD-HR_6","BAU","north","heavy","LD-HR",6,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_n_m_LD-HR_1","BAU","north","medium","LD-HR",1,"winterwheat",7.94,0,0,37,7.94,7.94,0,0,0,37,0,0
"lower","BAU_n_m_LD-HR_2","BAU","north","medium","LD-HR",2,"winterwheat",7.07532617964659,0.0434713761500084,0.00714665021583164,37,7.06131874522356,7.08933361406962,0,0,0,37,0,0
"lower","BAU_n_m_LD-HR_3","BAU","north","medium","LD-HR",3,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_n_m_LD-HR_4","BAU","north","medium","LD-HR",4,"winterwheat",7.52655042200573,0.123736546637511,0.0203421629598689,37,7.48667978260439,7.56642106140707,0,0,0,37,0,0
"lower","BAU_n_m_LD-HR_5","BAU","north","medium","LD-HR",5,"winterwheat",6.64514121345074,0.0424754602218535,0.00698292264580171,37,6.63145468506497,6.65882774183651,0,0,0,37,0,0
"lower","BAU_n_m_LD-HR_6","BAU","north","medium","LD-HR",6,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_n_l_LD-HR_1","BAU","north","light","LD-HR",1,"winterwheat",6.48,0,0,37,6.48,6.48,0,0,0,37,0,0
"lower","BAU_n_l_LD-HR_2","BAU","north","light","LD-HR",2,"winterwheat",5.7763941858703,0.0344943579440548,0.00567083751375112,37,5.76527934434335,5.78750902739726,0,0,0,37,0,0
"lower","BAU_n_l_LD-HR_3","BAU","north","light","LD-HR",3,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_n_l_LD-HR_4","BAU","north","light","LD-HR",4,"winterwheat",6.16824043267984,0.101045887400991,0.0166118415600941,37,6.13568122322205,6.20079964213762,0,0,0,37,0,0
"lower","BAU_n_l_LD-HR_5","BAU","north","light","LD-HR",5,"winterwheat",5.42945956941864,0.0334731997888921,0.00550296014716376,37,5.4186737675302,5.44024537130708,0,0,0,37,0,0
"lower","BAU_n_l_LD-HR_6","BAU","north","light","LD-HR",6,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_c_h_LD-HR_1","BAU","central","heavy","LD-HR",1,"winterwheat",8.96,0,0,37,8.96,8.96,0,0,0,37,0,0
"lower","BAU_c_h_LD-HR_2","BAU","central","heavy","LD-HR",2,"winterwheat",7.9471194092393,0.0686583347165751,0.0112873606974772,37,7.92499618227224,7.96924263620635,0,0,0,37,0,0
"lower","BAU_c_h_LD-HR_3","BAU","central","heavy","LD-HR",3,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_c_h_LD-HR_4","BAU","central","heavy","LD-HR",4,"winterwheat",8.34629509729315,0.154150451254197,0.0253421780788539,37,8.29662442825859,8.3959657663277,0,0,0,37,0,0
"lower","BAU_c_h_LD-HR_5","BAU","central","heavy","LD-HR",5,"winterwheat",7.42456784189369,0.0702470150137325,0.0115485381294819,37,7.40193270715991,7.44720297662748,0,0,0,37,0,0
"lower","BAU_c_h_LD-HR_6","BAU","central","heavy","LD-HR",6,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_c_m_LD-HR_1","BAU","central","medium","LD-HR",1,"winterwheat",7.94,0,0,37,7.94,7.94,0,0,0,37,0,0
"lower","BAU_c_m_LD-HR_2","BAU","central","medium","LD-HR",2,"winterwheat",7.07532617964659,0.0434713761500084,0.00714665021583164,37,7.06131874522356,7.08933361406962,0,0,0,37,0,0
"lower","BAU_c_m_LD-HR_3","BAU","central","medium","LD-HR",3,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_c_m_LD-HR_4","BAU","central","medium","LD-HR",4,"winterwheat",7.52655042200573,0.123736546637511,0.0203421629598689,37,7.48667978260439,7.56642106140707,0,0,0,37,0,0
"lower","BAU_c_m_LD-HR_5","BAU","central","medium","LD-HR",5,"winterwheat",6.64514121345074,0.0424754602218535,0.00698292264580171,37,6.63145468506497,6.65882774183651,0,0,0,37,0,0
"lower","BAU_c_m_LD-HR_6","BAU","central","medium","LD-HR",6,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_c_l_LD-HR_1","BAU","central","light","LD-HR",1,"winterwheat",6.48,0,0,37,6.48,6.48,0,0,0,37,0,0
"lower","BAU_c_l_LD-HR_2","BAU","central","light","LD-HR",2,"winterwheat",5.7763941858703,0.0344943579440548,0.00567083751375112,37,5.76527934434335,5.78750902739726,0,0,0,37,0,0
"lower","BAU_c_l_LD-HR_3","BAU","central","light","LD-HR",3,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_c_l_LD-HR_4","BAU","central","light","LD-HR",4,"winterwheat",6.16824043267984,0.101045887400991,0.0166118415600941,37,6.13568122322205,6.20079964213762,0,0,0,37,0,0
"lower","BAU_c_l_LD-HR_5","BAU","central","light","LD-HR",5,"winterwheat",5.42945956941864,0.0334731997888921,0.00550296014716376,37,5.4186737675302,5.44024537130708,0,0,0,37,0,0
"lower","BAU_c_l_LD-HR_6","BAU","central","light","LD-HR",6,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_e_h_LD-HR_1","BAU","east","heavy","LD-HR",1,"winterwheat",8.96,0,0,37,8.96,8.96,0,0,0,37,0,0
"lower","BAU_e_h_LD-HR_2","BAU","east","heavy","LD-HR",2,"winterwheat",8.03654089633615,0.0123590172889243,0.00203180992638855,37,8.03255854888043,8.04052324379188,0,0,0,37,0,0
"lower","BAU_e_h_LD-HR_3","BAU","east","heavy","LD-HR",3,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_e_h_LD-HR_4","BAU","east","heavy","LD-HR",4,"winterwheat",8.78230061112487,0.0793573222643306,0.0130462634155208,37,8.75672993483045,8.80787128741929,0,0,0,37,0,0
"lower","BAU_e_h_LD-HR_5","BAU","east","heavy","LD-HR",5,"winterwheat",7.58902281094532,0.0111130647627167,0.00182697659284947,37,7.58544193682334,7.59260368506731,0,0,0,37,0,0
"lower","BAU_e_h_LD-HR_6","BAU","east","heavy","LD-HR",6,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_e_m_LD-HR_1","BAU","east","medium","LD-HR",1,"winterwheat",7.94,0,0,37,7.94,7.94,0,0,0,37,0,0
"lower","BAU_e_m_LD-HR_2","BAU","east","medium","LD-HR",2,"winterwheat",7.07532617964659,0.0434713761500084,0.00714665021583164,37,7.06131874522356,7.08933361406962,0,0,0,37,0,0
"lower","BAU_e_m_LD-HR_3","BAU","east","medium","LD-HR",3,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_e_m_LD-HR_4","BAU","east","medium","LD-HR",4,"winterwheat",7.52655042200573,0.123736546637511,0.0203421629598689,37,7.48667978260439,7.56642106140707,0,0,0,37,0,0
"lower","BAU_e_m_LD-HR_5","BAU","east","medium","LD-HR",5,"winterwheat",6.64514121345074,0.0424754602218535,0.00698292264580171,37,6.63145468506497,6.65882774183651,0,0,0,37,0,0
"lower","BAU_e_m_LD-HR_6","BAU","east","medium","LD-HR",6,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_e_l_LD-HR_1","BAU","east","light","LD-HR",1,"winterwheat",6.48,0,0,37,6.48,6.48,0,0,0,37,0,0
"lower","BAU_e_l_LD-HR_2","BAU","east","light","LD-HR",2,"winterwheat",5.7763941858703,0.0344943579440548,0.00567083751375112,37,5.76527934434335,5.78750902739726,0,0,0,37,0,0
"lower","BAU_e_l_LD-HR_3","BAU","east","light","LD-HR",3,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_e_l_LD-HR_4","BAU","east","light","LD-HR",4,"winterwheat",6.16824043267984,0.101045887400991,0.0166118415600941,37,6.13568122322205,6.20079964213762,0,0,0,37,0,0
"lower","BAU_e_l_LD-HR_5","BAU","east","light","LD-HR",5,"winterwheat",5.42945956941864,0.0334731997888921,0.00550296014716376,37,5.4186737675302,5.44024537130708,0,0,0,37,0,0
"lower","BAU_e_l_LD-HR_6","BAU","east","light","LD-HR",6,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_n_h_MD-LR_1","BAU","north","heavy","MD-LR",1,"winterwheat",8.96,0,0,37,8.96,8.96,0,0,0,37,0,0
"lower","BAU_n_h_MD-LR_2","BAU","north","heavy","MD-LR",2,"winterwheat",7.98104451455983,0.0512973038467219,0.00843322480389629,37,7.96451539394419,7.99757363517547,0,0,0,37,0,0
"lower","BAU_n_h_MD-LR_3","BAU","north","heavy","MD-LR",3,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_n_h_MD-LR_4","BAU","north","heavy","MD-LR",4,"winterwheat",8.7839580936349,0.103846781119312,0.0170723056509359,37,8.75049637455907,8.81741981271074,0,0,0,37,0,0
"lower","BAU_n_h_MD-LR_5","BAU","north","heavy","MD-LR",5,"winterwheat",7.59094441748433,0.0170732096712014,0.00280681837999755,37,7.58544305345953,7.59644578150912,0,0,0,37,0,0
"lower","BAU_n_h_MD-LR_6","BAU","north","heavy","MD-LR",6,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_n_m_MD-LR_1","BAU","north","medium","MD-LR",1,"winterwheat",7.94,0,0,37,7.94,7.94,0,0,0,37,0,0
"lower","BAU_n_m_MD-LR_2","BAU","north","medium","MD-LR",2,"winterwheat",7.09533237501689,0.0338008478693182,0.00555682515977836,37,7.08444099770372,7.10622375233005,0,0,0,37,0,0
"lower","BAU_n_m_MD-LR_3","BAU","north","medium","MD-LR",3,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_n_m_MD-LR_4","BAU","north","medium","MD-LR",4,"winterwheat",7.84487107189745,0.0624308390128291,0.0102635667103329,37,7.8247544811452,7.8649876626497,0,0,0,37,0,0
"lower","BAU_n_m_MD-LR_5","BAU","north","medium","MD-LR",5,"winterwheat",6.7373038904067,0.00881110124015909,0.00144853612092713,37,6.73446475960968,6.74014302120372,0,0,0,37,0,0
"lower","BAU_n_m_MD-LR_6","BAU","north","medium","MD-LR",6,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_n_l_MD-LR_1","BAU","north","light","MD-LR",1,"winterwheat",6.48,0,0,37,6.48,6.48,0,0,0,37,0,0
"lower","BAU_n_l_MD-LR_2","BAU","north","light","MD-LR",2,"winterwheat",5.79216811175377,0.0266567283048841,0.00438233913819701,37,5.7835787270429,5.80075749646464,0,0,0,37,0,0
"lower","BAU_n_l_MD-LR_3","BAU","north","light","MD-LR",3,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_n_l_MD-LR_4","BAU","north","light","MD-LR",4,"winterwheat",6.4136391111189,0.0452062466818621,0.00743186117437429,37,6.39907266321712,6.42820555902067,0,0,0,37,0,0
"lower","BAU_n_l_MD-LR_5","BAU","north","light","MD-LR",5,"winterwheat",5.49955492443811,0.00644848947619829,0.00106012513953625,37,5.49747707916462,5.50163276971161,0,0,0,37,0,0
"lower","BAU_n_l_MD-LR_6","BAU","north","light","MD-LR",6,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_c_h_MD-LR_1","BAU","central","heavy","MD-LR",1,"winterwheat",8.96,0,0,37,8.96,8.96,0,0,0,37,0,0
"lower","BAU_c_h_MD-LR_2","BAU","central","heavy","MD-LR",2,"winterwheat",7.98104451455983,0.0512973038467219,0.00843322480389629,37,7.96451539394419,7.99757363517547,0,0,0,37,0,0
"lower","BAU_c_h_MD-LR_3","BAU","central","heavy","MD-LR",3,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_c_h_MD-LR_4","BAU","central","heavy","MD-LR",4,"winterwheat",8.7839580936349,0.103846781119312,0.0170723056509359,37,8.75049637455907,8.81741981271074,0,0,0,37,0,0
"lower","BAU_c_h_MD-LR_5","BAU","central","heavy","MD-LR",5,"winterwheat",7.59094441748433,0.0170732096712014,0.00280681837999755,37,7.58544305345953,7.59644578150912,0,0,0,37,0,0
"lower","BAU_c_h_MD-LR_6","BAU","central","heavy","MD-LR",6,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_c_m_MD-LR_1","BAU","central","medium","MD-LR",1,"winterwheat",7.94,0,0,37,7.94,7.94,0,0,0,37,0,0
"lower","BAU_c_m_MD-LR_2","BAU","central","medium","MD-LR",2,"winterwheat",7.09533237501689,0.0338008478693182,0.00555682515977836,37,7.08444099770372,7.10622375233005,0,0,0,37,0,0
"lower","BAU_c_m_MD-LR_3","BAU","central","medium","MD-LR",3,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_c_m_MD-LR_4","BAU","central","medium","MD-LR",4,"winterwheat",7.84487107189745,0.0624308390128291,0.0102635667103329,37,7.8247544811452,7.8649876626497,0,0,0,37,0,0
"lower","BAU_c_m_MD-LR_5","BAU","central","medium","MD-LR",5,"winterwheat",6.7373038904067,0.00881110124015909,0.00144853612092713,37,6.73446475960968,6.74014302120372,0,0,0,37,0,0
"lower","BAU_c_m_MD-LR_6","BAU","central","medium","MD-LR",6,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_c_l_MD-LR_1","BAU","central","light","MD-LR",1,"winterwheat",6.48,0,0,37,6.48,6.48,0,0,0,37,0,0
"lower","BAU_c_l_MD-LR_2","BAU","central","light","MD-LR",2,"winterwheat",5.79216811175377,0.0266567283048841,0.00438233913819701,37,5.7835787270429,5.80075749646464,0,0,0,37,0,0
"lower","BAU_c_l_MD-LR_3","BAU","central","light","MD-LR",3,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_c_l_MD-LR_4","BAU","central","light","MD-LR",4,"winterwheat",6.4136391111189,0.0452062466818621,0.00743186117437429,37,6.39907266321712,6.42820555902067,0,0,0,37,0,0
"lower","BAU_c_l_MD-LR_5","BAU","central","light","MD-LR",5,"winterwheat",5.49955492443811,0.00644848947619829,0.00106012513953625,37,5.49747707916462,5.50163276971161,0,0,0,37,0,0
"lower","BAU_c_l_MD-LR_6","BAU","central","light","MD-LR",6,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_e_h_MD-LR_1","BAU","east","heavy","MD-LR",1,"winterwheat",8.96,0,0,37,8.96,8.96,0,0,0,37,0,0
"lower","BAU_e_h_MD-LR_2","BAU","east","heavy","MD-LR",2,"winterwheat",8.04448202492752,0.010494922372976,0.0017253546099656,37,8.04110032989199,8.04786371996305,0,0,0,37,0,0
"lower","BAU_e_h_MD-LR_3","BAU","east","heavy","MD-LR",3,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_e_h_MD-LR_4","BAU","east","heavy","MD-LR",4,"winterwheat",8.93502061873743,0.018483785206394,0.00303871556950091,37,8.9290647362212,8.94097650125365,0,0,0,37,0,0
"lower","BAU_e_h_MD-LR_5","BAU","east","heavy","MD-LR",5,"winterwheat",7.61388619976503,0.00129663335165077,0.000213165209917738,37,7.61346839595359,7.61430400357647,0,0,0,37,0,0
"lower","BAU_e_h_MD-LR_6","BAU","east","heavy","MD-LR",6,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_e_m_MD-LR_1","BAU","east","medium","MD-LR",1,"winterwheat",7.94,0,0,37,7.94,7.94,0,0,0,37,0,0
"lower","BAU_e_m_MD-LR_2","BAU","east","medium","MD-LR",2,"winterwheat",7.09533237501689,0.0338008478693182,0.00555682515977836,37,7.08444099770372,7.10622375233005,0,0,0,37,0,0
"lower","BAU_e_m_MD-LR_3","BAU","east","medium","MD-LR",3,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_e_m_MD-LR_4","BAU","east","medium","MD-LR",4,"winterwheat",7.84487107189745,0.0624308390128291,0.0102635667103329,37,7.8247544811452,7.8649876626497,0,0,0,37,0,0
"lower","BAU_e_m_MD-LR_5","BAU","east","medium","MD-LR",5,"winterwheat",6.7373038904067,0.00881110124015909,0.00144853612092713,37,6.73446475960968,6.74014302120372,0,0,0,37,0,0
"lower","BAU_e_m_MD-LR_6","BAU","east","medium","MD-LR",6,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_e_l_MD-LR_1","BAU","east","light","MD-LR",1,"winterwheat",6.48,0,0,37,6.48,6.48,0,0,0,37,0,0
"lower","BAU_e_l_MD-LR_2","BAU","east","light","MD-LR",2,"winterwheat",5.79216811175377,0.0266567283048841,0.00438233913819701,37,5.7835787270429,5.80075749646464,0,0,0,37,0,0
"lower","BAU_e_l_MD-LR_3","BAU","east","light","MD-LR",3,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_e_l_MD-LR_4","BAU","east","light","MD-LR",4,"winterwheat",6.4136391111189,0.0452062466818621,0.00743186117437429,37,6.39907266321712,6.42820555902067,0,0,0,37,0,0
"lower","BAU_e_l_MD-LR_5","BAU","east","light","MD-LR",5,"winterwheat",5.49955492443811,0.00644848947619829,0.00106012513953625,37,5.49747707916462,5.50163276971161,0,0,0,37,0,0
"lower","BAU_e_l_MD-LR_6","BAU","east","light","MD-LR",6,"wosr",0,0,0,37,0,0,0,0,0,37,0,0
"lower","BAU_n_h_MD-HR_1","BAU","north","heavy","MD-HR",1,"winterwheat",8.96,0,0,37,8.96,8.96,0,0,0,37,0,0
"lower","BAU_n_h_MD-HR_2","BAU","north","heavy","MD-HR",2,"winterwheat",7.78739133394389,0.1130720660957,0.0185889331586575,37,7.75095702495292,7.82382564293485,0,0,0,37,0,0
