"imp","ID","scenario","initdenres","initcondit","region","soiltype","year","crop","wtd_yield","ww_yield","wtd_prod_cost_ww"
24,"BAU_c_l_MD-HR_4","BAU","MD-HR","c_l_MD-HR","central","light",4,"winterwheat",5.55106609279316,5.55106609279316,0
25,"BAU_c_l_MD-HR_4","BAU","MD-HR","c_l_MD-HR","central","light",4,"winterwheat",5.68233524489391,5.68233524489391,0
26,"BAU_c_l_MD-HR_4","BAU","MD-HR","c_l_MD-HR","central","light",4,"winterwheat",5.64413080695766,5.64413080695766,0
27,"BAU_c_l_MD-HR_4","BAU","MD-HR","c_l_MD-HR","central","light",4,"winterwheat",5.65542564113633,5.65542564113633,0
28,"BAU_c_l_MD-HR_4","BAU","MD-HR","c_l_MD-HR","central","light",4,"winterwheat",5.48393533921652,5.48393533921652,0
29,"BAU_c_l_MD-HR_4","BAU","MD-HR","c_l_MD-HR","central","light",4,"winterwheat",5.67632797550135,5.67632797550135,0
30,"BAU_c_l_MD-HR_4","BAU","MD-HR","c_l_MD-HR","central","light",4,"winterwheat",5.99993211424732,5.99993211424732,0
31,"BAU_c_l_MD-HR_4","BAU","MD-HR","c_l_MD-HR","central","light",4,"winterwheat",5.44254762231387,5.44254762231387,0
32,"BAU_c_l_MD-HR_4","BAU","MD-HR","c_l_MD-HR","central","light",4,"winterwheat",5.62805184587839,5.62805184587839,0
33,"BAU_c_l_MD-HR_4","BAU","MD-HR","c_l_MD-HR","central","light",4,"winterwheat",5.75328549424002,5.75328549424002,0
34,"BAU_c_l_MD-HR_4","BAU","MD-HR","c_l_MD-HR","central","light",4,"winterwheat",5.43003502569199,5.43003502569199,0
35,"BAU_c_l_MD-HR_4","BAU","MD-HR","c_l_MD-HR","central","light",4,"winterwheat",5.62368050856152,5.62368050856152,0
36,"BAU_c_l_MD-HR_4","BAU","MD-HR","c_l_MD-HR","central","light",4,"winterwheat",5.71261358270687,5.71261358270687,0
37,"BAU_c_l_MD-HR_4","BAU","MD-HR","c_l_MD-HR","central","light",4,"winterwheat",5.52780735018075,5.52780735018075,0
1,"BAU_c_l_MD-HR_5","BAU","MD-HR","c_l_MD-HR","central","light",5,"winterwheat",5.19008147641838,5.19008147641838,0
2,"BAU_c_l_MD-HR_5","BAU","MD-HR","c_l_MD-HR","central","light",5,"winterwheat",5.1823276414823,5.1823276414823,0
3,"BAU_c_l_MD-HR_5","BAU","MD-HR","c_l_MD-HR","central","light",5,"winterwheat",5.28362611166736,5.28362611166736,0
4,"BAU_c_l_MD-HR_5","BAU","MD-HR","c_l_MD-HR","central","light",5,"winterwheat",5.00436178737269,5.00436178737269,0
5,"BAU_c_l_MD-HR_5","BAU","MD-HR","c_l_MD-HR","central","light",5,"winterwheat",5.12921225428574,5.12921225428574,0
6,"BAU_c_l_MD-HR_5","BAU","MD-HR","c_l_MD-HR","central","light",5,"winterwheat",5.17852726910137,5.17852726910137,0
7,"BAU_c_l_MD-HR_5","BAU","MD-HR","c_l_MD-HR","central","light",5,"winterwheat",5.22297602237738,5.22297602237738,0
8,"BAU_c_l_MD-HR_5","BAU","MD-HR","c_l_MD-HR","central","light",5,"winterwheat",5.00599684782297,5.00599684782297,0
9,"BAU_c_l_MD-HR_5","BAU","MD-HR","c_l_MD-HR","central","light",5,"winterwheat",5.13378940765772,5.13378940765772,0
10,"BAU_c_l_MD-HR_5","BAU","MD-HR","c_l_MD-HR","central","light",5,"winterwheat",5.16791518134629,5.16791518134629,0
11,"BAU_c_l_MD-HR_5","BAU","MD-HR","c_l_MD-HR","central","light",5,"winterwheat",5.09864830444644,5.09864830444644,0
12,"BAU_c_l_MD-HR_5","BAU","MD-HR","c_l_MD-HR","central","light",5,"winterwheat",5.33805050174052,5.33805050174052,0
13,"BAU_c_l_MD-HR_5","BAU","MD-HR","c_l_MD-HR","central","light",5,"winterwheat",5.28154263942881,5.28154263942881,0
14,"BAU_c_l_MD-HR_5","BAU","MD-HR","c_l_MD-HR","central","light",5,"winterwheat",5.23470916653328,5.23470916653328,0
15,"BAU_c_l_MD-HR_5","BAU","MD-HR","c_l_MD-HR","central","light",5,"winterwheat",5.18400003988784,5.18400003988784,0
16,"BAU_c_l_MD-HR_5","BAU","MD-HR","c_l_MD-HR","central","light",5,"winterwheat",5.13591578041768,5.13591578041768,0
17,"BAU_c_l_MD-HR_5","BAU","MD-HR","c_l_MD-HR","central","light",5,"winterwheat",5.24287341830443,5.24287341830443,0
18,"BAU_c_l_MD-HR_5","BAU","MD-HR","c_l_MD-HR","central","light",5,"winterwheat",5.24327813975182,5.24327813975182,0
19,"BAU_c_l_MD-HR_5","BAU","MD-HR","c_l_MD-HR","central","light",5,"winterwheat",5.19614946124444,5.19614946124444,0
20,"BAU_c_l_MD-HR_5","BAU","MD-HR","c_l_MD-HR","central","light",5,"winterwheat",5.12560647086994,5.12560647086994,0
21,"BAU_c_l_MD-HR_5","BAU","MD-HR","c_l_MD-HR","central","light",5,"winterwheat",5.19018618260931,5.19018618260931,0
22,"BAU_c_l_MD-HR_5","BAU","MD-HR","c_l_MD-HR","central","light",5,"winterwheat",5.26281996256938,5.26281996256938,0
23,"BAU_c_l_MD-HR_5","BAU","MD-HR","c_l_MD-HR","central","light",5,"winterwheat",5.26812113521743,5.26812113521743,0
24,"BAU_c_l_MD-HR_5","BAU","MD-HR","c_l_MD-HR","central","light",5,"winterwheat",5.27199249189711,5.27199249189711,0
25,"BAU_c_l_MD-HR_5","BAU","MD-HR","c_l_MD-HR","central","light",5,"winterwheat",5.32240484332022,5.32240484332022,0
26,"BAU_c_l_MD-HR_5","BAU","MD-HR","c_l_MD-HR","central","light",5,"winterwheat",5.29264426234748,5.29264426234748,0
27,"BAU_c_l_MD-HR_5","BAU","MD-HR","c_l_MD-HR","central","light",5,"winterwheat",5.33603105000194,5.33603105000194,0
28,"BAU_c_l_MD-HR_5","BAU","MD-HR","c_l_MD-HR","central","light",5,"winterwheat",5.17189647853747,5.17189647853747,0
29,"BAU_c_l_MD-HR_5","BAU","MD-HR","c_l_MD-HR","central","light",5,"winterwheat",5.33880266703253,5.33880266703253,0
30,"BAU_c_l_MD-HR_5","BAU","MD-HR","c_l_MD-HR","central","light",5,"winterwheat",5.30888832707217,5.30888832707217,0
31,"BAU_c_l_MD-HR_5","BAU","MD-HR","c_l_MD-HR","central","light",5,"winterwheat",5.28118135731602,5.28118135731602,0
32,"BAU_c_l_MD-HR_5","BAU","MD-HR","c_l_MD-HR","central","light",5,"winterwheat",5.33242759947928,5.33242759947928,0
33,"BAU_c_l_MD-HR_5","BAU","MD-HR","c_l_MD-HR","central","light",5,"winterwheat",5.29447098586005,5.29447098586005,0
34,"BAU_c_l_MD-HR_5","BAU","MD-HR","c_l_MD-HR","central","light",5,"winterwheat",5.27813491397094,5.27813491397094,0
35,"BAU_c_l_MD-HR_5","BAU","MD-HR","c_l_MD-HR","central","light",5,"winterwheat",5.3057669355679,5.3057669355679,0
36,"BAU_c_l_MD-HR_5","BAU","MD-HR","c_l_MD-HR","central","light",5,"winterwheat",5.31443089074372,5.31443089074372,0
37,"BAU_c_l_MD-HR_5","BAU","MD-HR","c_l_MD-HR","central","light",5,"winterwheat",5.26372897591877,5.26372897591877,0
1,"BAU_c_l_MD-HR_6","BAU","MD-HR","c_l_MD-HR","central","light",6,"wosr",2.37,0,0
2,"BAU_c_l_MD-HR_6","BAU","MD-HR","c_l_MD-HR","central","light",6,"wosr",2.37,0,0
3,"BAU_c_l_MD-HR_6","BAU","MD-HR","c_l_MD-HR","central","light",6,"wosr",2.37,0,0
4,"BAU_c_l_MD-HR_6","BAU","MD-HR","c_l_MD-HR","central","light",6,"wosr",2.37,0,0
5,"BAU_c_l_MD-HR_6","BAU","MD-HR","c_l_MD-HR","central","light",6,"wosr",2.37,0,0
6,"BAU_c_l_MD-HR_6","BAU","MD-HR","c_l_MD-HR","central","light",6,"wosr",2.37,0,0
7,"BAU_c_l_MD-HR_6","BAU","MD-HR","c_l_MD-HR","central","light",6,"wosr",2.37,0,0
8,"BAU_c_l_MD-HR_6","BAU","MD-HR","c_l_MD-HR","central","light",6,"wosr",2.37,0,0
9,"BAU_c_l_MD-HR_6","BAU","MD-HR","c_l_MD-HR","central","light",6,"wosr",2.37,0,0
10,"BAU_c_l_MD-HR_6","BAU","MD-HR","c_l_MD-HR","central","light",6,"wosr",2.37,0,0
11,"BAU_c_l_MD-HR_6","BAU","MD-HR","c_l_MD-HR","central","light",6,"wosr",2.37,0,0
12,"BAU_c_l_MD-HR_6","BAU","MD-HR","c_l_MD-HR","central","light",6,"wosr",2.37,0,0
13,"BAU_c_l_MD-HR_6","BAU","MD-HR","c_l_MD-HR","central","light",6,"wosr",2.37,0,0
14,"BAU_c_l_MD-HR_6","BAU","MD-HR","c_l_MD-HR","central","light",6,"wosr",2.37,0,0
15,"BAU_c_l_MD-HR_6","BAU","MD-HR","c_l_MD-HR","central","light",6,"wosr",2.37,0,0
16,"BAU_c_l_MD-HR_6","BAU","MD-HR","c_l_MD-HR","central","light",6,"wosr",2.37,0,0
17,"BAU_c_l_MD-HR_6","BAU","MD-HR","c_l_MD-HR","central","light",6,"wosr",2.37,0,0
18,"BAU_c_l_MD-HR_6","BAU","MD-HR","c_l_MD-HR","central","light",6,"wosr",2.37,0,0
19,"BAU_c_l_MD-HR_6","BAU","MD-HR","c_l_MD-HR","central","light",6,"wosr",2.37,0,0
20,"BAU_c_l_MD-HR_6","BAU","MD-HR","c_l_MD-HR","central","light",6,"wosr",2.37,0,0
21,"BAU_c_l_MD-HR_6","BAU","MD-HR","c_l_MD-HR","central","light",6,"wosr",2.37,0,0
22,"BAU_c_l_MD-HR_6","BAU","MD-HR","c_l_MD-HR","central","light",6,"wosr",2.37,0,0
23,"BAU_c_l_MD-HR_6","BAU","MD-HR","c_l_MD-HR","central","light",6,"wosr",2.37,0,0
24,"BAU_c_l_MD-HR_6","BAU","MD-HR","c_l_MD-HR","central","light",6,"wosr",2.37,0,0
25,"BAU_c_l_MD-HR_6","BAU","MD-HR","c_l_MD-HR","central","light",6,"wosr",2.37,0,0
26,"BAU_c_l_MD-HR_6","BAU","MD-HR","c_l_MD-HR","central","light",6,"wosr",2.37,0,0
27,"BAU_c_l_MD-HR_6","BAU","MD-HR","c_l_MD-HR","central","light",6,"wosr",2.37,0,0
28,"BAU_c_l_MD-HR_6","BAU","MD-HR","c_l_MD-HR","central","light",6,"wosr",2.37,0,0
29,"BAU_c_l_MD-HR_6","BAU","MD-HR","c_l_MD-HR","central","light",6,"wosr",2.37,0,0
30,"BAU_c_l_MD-HR_6","BAU","MD-HR","c_l_MD-HR","central","light",6,"wosr",2.37,0,0
31,"BAU_c_l_MD-HR_6","BAU","MD-HR","c_l_MD-HR","central","light",6,"wosr",2.37,0,0
32,"BAU_c_l_MD-HR_6","BAU","MD-HR","c_l_MD-HR","central","light",6,"wosr",2.37,0,0
33,"BAU_c_l_MD-HR_6","BAU","MD-HR","c_l_MD-HR","central","light",6,"wosr",2.37,0,0
34,"BAU_c_l_MD-HR_6","BAU","MD-HR","c_l_MD-HR","central","light",6,"wosr",2.37,0,0
35,"BAU_c_l_MD-HR_6","BAU","MD-HR","c_l_MD-HR","central","light",6,"wosr",2.37,0,0
36,"BAU_c_l_MD-HR_6","BAU","MD-HR","c_l_MD-HR","central","light",6,"wosr",2.37,0,0
37,"BAU_c_l_MD-HR_6","BAU","MD-HR","c_l_MD-HR","central","light",6,"wosr",2.37,0,0
1,"BAU_e_h_MD-HR_1","BAU","MD-HR","e_h_MD-HR","east","heavy",1,"winterwheat",8.366,8.366,0
2,"BAU_e_h_MD-HR_1","BAU","MD-HR","e_h_MD-HR","east","heavy",1,"winterwheat",8.366,8.366,0
3,"BAU_e_h_MD-HR_1","BAU","MD-HR","e_h_MD-HR","east","heavy",1,"winterwheat",8.366,8.366,0
4,"BAU_e_h_MD-HR_1","BAU","MD-HR","e_h_MD-HR","east","heavy",1,"winterwheat",8.366,8.366,0
5,"BAU_e_h_MD-HR_1","BAU","MD-HR","e_h_MD-HR","east","heavy",1,"winterwheat",8.366,8.366,0
6,"BAU_e_h_MD-HR_1","BAU","MD-HR","e_h_MD-HR","east","heavy",1,"winterwheat",8.366,8.366,0
7,"BAU_e_h_MD-HR_1","BAU","MD-HR","e_h_MD-HR","east","heavy",1,"winterwheat",8.366,8.366,0
8,"BAU_e_h_MD-HR_1","BAU","MD-HR","e_h_MD-HR","east","heavy",1,"winterwheat",8.366,8.366,0
9,"BAU_e_h_MD-HR_1","BAU","MD-HR","e_h_MD-HR","east","heavy",1,"winterwheat",8.366,8.366,0
10,"BAU_e_h_MD-HR_1","BAU","MD-HR","e_h_MD-HR","east","heavy",1,"winterwheat",8.366,8.366,0
11,"BAU_e_h_MD-HR_1","BAU","MD-HR","e_h_MD-HR","east","heavy",1,"winterwheat",8.366,8.366,0
12,"BAU_e_h_MD-HR_1","BAU","MD-HR","e_h_MD-HR","east","heavy",1,"winterwheat",8.366,8.366,0
13,"BAU_e_h_MD-HR_1","BAU","MD-HR","e_h_MD-HR","east","heavy",1,"winterwheat",8.366,8.366,0
14,"BAU_e_h_MD-HR_1","BAU","MD-HR","e_h_MD-HR","east","heavy",1,"winterwheat",8.366,8.366,0
15,"BAU_e_h_MD-HR_1","BAU","MD-HR","e_h_MD-HR","east","heavy",1,"winterwheat",8.366,8.366,0
16,"BAU_e_h_MD-HR_1","BAU","MD-HR","e_h_MD-HR","east","heavy",1,"winterwheat",8.366,8.366,0
17,"BAU_e_h_MD-HR_1","BAU","MD-HR","e_h_MD-HR","east","heavy",1,"winterwheat",8.366,8.366,0
18,"BAU_e_h_MD-HR_1","BAU","MD-HR","e_h_MD-HR","east","heavy",1,"winterwheat",8.366,8.366,0
19,"BAU_e_h_MD-HR_1","BAU","MD-HR","e_h_MD-HR","east","heavy",1,"winterwheat",8.366,8.366,0
20,"BAU_e_h_MD-HR_1","BAU","MD-HR","e_h_MD-HR","east","heavy",1,"winterwheat",8.366,8.366,0
21,"BAU_e_h_MD-HR_1","BAU","MD-HR","e_h_MD-HR","east","heavy",1,"winterwheat",8.366,8.366,0
22,"BAU_e_h_MD-HR_1","BAU","MD-HR","e_h_MD-HR","east","heavy",1,"winterwheat",8.366,8.366,0
23,"BAU_e_h_MD-HR_1","BAU","MD-HR","e_h_MD-HR","east","heavy",1,"winterwheat",8.366,8.366,0
24,"BAU_e_h_MD-HR_1","BAU","MD-HR","e_h_MD-HR","east","heavy",1,"winterwheat",8.366,8.366,0
25,"BAU_e_h_MD-HR_1","BAU","MD-HR","e_h_MD-HR","east","heavy",1,"winterwheat",8.366,8.366,0
26,"BAU_e_h_MD-HR_1","BAU","MD-HR","e_h_MD-HR","east","heavy",1,"winterwheat",8.366,8.366,0
27,"BAU_e_h_MD-HR_1","BAU","MD-HR","e_h_MD-HR","east","heavy",1,"winterwheat",8.366,8.366,0
28,"BAU_e_h_MD-HR_1","BAU","MD-HR","e_h_MD-HR","east","heavy",1,"winterwheat",8.366,8.366,0
29,"BAU_e_h_MD-HR_1","BAU","MD-HR","e_h_MD-HR","east","heavy",1,"winterwheat",8.366,8.366,0
30,"BAU_e_h_MD-HR_1","BAU","MD-HR","e_h_MD-HR","east","heavy",1,"winterwheat",8.366,8.366,0
31,"BAU_e_h_MD-HR_1","BAU","MD-HR","e_h_MD-HR","east","heavy",1,"winterwheat",8.366,8.366,0
32,"BAU_e_h_MD-HR_1","BAU","MD-HR","e_h_MD-HR","east","heavy",1,"winterwheat",8.366,8.366,0
33,"BAU_e_h_MD-HR_1","BAU","MD-HR","e_h_MD-HR","east","heavy",1,"winterwheat",8.366,8.366,0
34,"BAU_e_h_MD-HR_1","BAU","MD-HR","e_h_MD-HR","east","heavy",1,"winterwheat",8.366,8.366,0
35,"BAU_e_h_MD-HR_1","BAU","MD-HR","e_h_MD-HR","east","heavy",1,"winterwheat",8.366,8.366,0
36,"BAU_e_h_MD-HR_1","BAU","MD-HR","e_h_MD-HR","east","heavy",1,"winterwheat",8.366,8.366,0
37,"BAU_e_h_MD-HR_1","BAU","MD-HR","e_h_MD-HR","east","heavy",1,"winterwheat",8.366,8.366,0
1,"BAU_e_h_MD-HR_2","BAU","MD-HR","e_h_MD-HR","east","heavy",2,"winterwheat",7.67759632499507,7.67759632499507,0
2,"BAU_e_h_MD-HR_2","BAU","MD-HR","e_h_MD-HR","east","heavy",2,"winterwheat",7.64565680078595,7.64565680078595,0
3,"BAU_e_h_MD-HR_2","BAU","MD-HR","e_h_MD-HR","east","heavy",2,"winterwheat",7.54897632961335,7.54897632961335,0
4,"BAU_e_h_MD-HR_2","BAU","MD-HR","e_h_MD-HR","east","heavy",2,"winterwheat",7.428900087371,7.428900087371,0
5,"BAU_e_h_MD-HR_2","BAU","MD-HR","e_h_MD-HR","east","heavy",2,"winterwheat",7.62821692904638,7.62821692904638,0
6,"BAU_e_h_MD-HR_2","BAU","MD-HR","e_h_MD-HR","east","heavy",2,"winterwheat",7.57675290579405,7.57675290579405,0
7,"BAU_e_h_MD-HR_2","BAU","MD-HR","e_h_MD-HR","east","heavy",2,"winterwheat",7.61091312459397,7.61091312459397,0
8,"BAU_e_h_MD-HR_2","BAU","MD-HR","e_h_MD-HR","east","heavy",2,"winterwheat",7.36163613402065,7.36163613402065,0
9,"BAU_e_h_MD-HR_2","BAU","MD-HR","e_h_MD-HR","east","heavy",2,"winterwheat",7.53678995932222,7.53678995932222,0
10,"BAU_e_h_MD-HR_2","BAU","MD-HR","e_h_MD-HR","east","heavy",2,"winterwheat",7.49758207685778,7.49758207685778,0
11,"BAU_e_h_MD-HR_2","BAU","MD-HR","e_h_MD-HR","east","heavy",2,"winterwheat",7.41111086972551,7.41111086972551,0
12,"BAU_e_h_MD-HR_2","BAU","MD-HR","e_h_MD-HR","east","heavy",2,"winterwheat",7.8176188293088,7.8176188293088,0
13,"BAU_e_h_MD-HR_2","BAU","MD-HR","e_h_MD-HR","east","heavy",2,"winterwheat",7.69182015444536,7.69182015444536,0
14,"BAU_e_h_MD-HR_2","BAU","MD-HR","e_h_MD-HR","east","heavy",2,"winterwheat",7.61882918836837,7.61882918836837,0
15,"BAU_e_h_MD-HR_2","BAU","MD-HR","e_h_MD-HR","east","heavy",2,"winterwheat",7.48624035817671,7.48624035817671,0
16,"BAU_e_h_MD-HR_2","BAU","MD-HR","e_h_MD-HR","east","heavy",2,"winterwheat",7.48905046117846,7.48905046117846,0
17,"BAU_e_h_MD-HR_2","BAU","MD-HR","e_h_MD-HR","east","heavy",2,"winterwheat",7.48571814482169,7.48571814482169,0
18,"BAU_e_h_MD-HR_2","BAU","MD-HR","e_h_MD-HR","east","heavy",2,"winterwheat",7.62468180478194,7.62468180478194,0
19,"BAU_e_h_MD-HR_2","BAU","MD-HR","e_h_MD-HR","east","heavy",2,"winterwheat",7.5255276215887,7.5255276215887,0
20,"BAU_e_h_MD-HR_2","BAU","MD-HR","e_h_MD-HR","east","heavy",2,"winterwheat",7.40125445473682,7.40125445473682,0
21,"BAU_e_h_MD-HR_2","BAU","MD-HR","e_h_MD-HR","east","heavy",2,"winterwheat",7.32609088218072,7.32609088218072,0
22,"BAU_e_h_MD-HR_2","BAU","MD-HR","e_h_MD-HR","east","heavy",2,"winterwheat",7.64598930512406,7.64598930512406,0
23,"BAU_e_h_MD-HR_2","BAU","MD-HR","e_h_MD-HR","east","heavy",2,"winterwheat",7.52199441854306,7.52199441854306,0
24,"BAU_e_h_MD-HR_2","BAU","MD-HR","e_h_MD-HR","east","heavy",2,"winterwheat",7.58190617236212,7.58190617236212,0
25,"BAU_e_h_MD-HR_2","BAU","MD-HR","e_h_MD-HR","east","heavy",2,"winterwheat",7.77767106254497,7.77767106254497,0
26,"BAU_e_h_MD-HR_2","BAU","MD-HR","e_h_MD-HR","east","heavy",2,"winterwheat",7.57064594050721,7.57064594050721,0
27,"BAU_e_h_MD-HR_2","BAU","MD-HR","e_h_MD-HR","east","heavy",2,"winterwheat",7.79831290634829,7.79831290634829,0
28,"BAU_e_h_MD-HR_2","BAU","MD-HR","e_h_MD-HR","east","heavy",2,"winterwheat",7.38991928365856,7.38991928365856,0
29,"BAU_e_h_MD-HR_2","BAU","MD-HR","e_h_MD-HR","east","heavy",2,"winterwheat",7.67961975654583,7.67961975654583,0
30,"BAU_e_h_MD-HR_2","BAU","MD-HR","e_h_MD-HR","east","heavy",2,"winterwheat",7.76445481259659,7.76445481259659,0
31,"BAU_e_h_MD-HR_2","BAU","MD-HR","e_h_MD-HR","east","heavy",2,"winterwheat",7.47200735876572,7.47200735876572,0
32,"BAU_e_h_MD-HR_2","BAU","MD-HR","e_h_MD-HR","east","heavy",2,"winterwheat",7.61410889385702,7.61410889385702,0
33,"BAU_e_h_MD-HR_2","BAU","MD-HR","e_h_MD-HR","east","heavy",2,"winterwheat",7.60047969176941,7.60047969176941,0
34,"BAU_e_h_MD-HR_2","BAU","MD-HR","e_h_MD-HR","east","heavy",2,"winterwheat",7.6434104046361,7.6434104046361,0
35,"BAU_e_h_MD-HR_2","BAU","MD-HR","e_h_MD-HR","east","heavy",2,"winterwheat",7.56627041682961,7.56627041682961,0
36,"BAU_e_h_MD-HR_2","BAU","MD-HR","e_h_MD-HR","east","heavy",2,"winterwheat",7.66718880124891,7.66718880124891,0
37,"BAU_e_h_MD-HR_2","BAU","MD-HR","e_h_MD-HR","east","heavy",2,"winterwheat",7.49584986746125,7.49584986746125,0
1,"BAU_e_h_MD-HR_3","BAU","MD-HR","e_h_MD-HR","east","heavy",3,"wosr",3.35,0,0
2,"BAU_e_h_MD-HR_3","BAU","MD-HR","e_h_MD-HR","east","heavy",3,"wosr",3.35,0,0
3,"BAU_e_h_MD-HR_3","BAU","MD-HR","e_h_MD-HR","east","heavy",3,"wosr",3.35,0,0
4,"BAU_e_h_MD-HR_3","BAU","MD-HR","e_h_MD-HR","east","heavy",3,"wosr",3.35,0,0
5,"BAU_e_h_MD-HR_3","BAU","MD-HR","e_h_MD-HR","east","heavy",3,"wosr",3.35,0,0
6,"BAU_e_h_MD-HR_3","BAU","MD-HR","e_h_MD-HR","east","heavy",3,"wosr",3.35,0,0
7,"BAU_e_h_MD-HR_3","BAU","MD-HR","e_h_MD-HR","east","heavy",3,"wosr",3.35,0,0
8,"BAU_e_h_MD-HR_3","BAU","MD-HR","e_h_MD-HR","east","heavy",3,"wosr",3.35,0,0
9,"BAU_e_h_MD-HR_3","BAU","MD-HR","e_h_MD-HR","east","heavy",3,"wosr",3.35,0,0
10,"BAU_e_h_MD-HR_3","BAU","MD-HR","e_h_MD-HR","east","heavy",3,"wosr",3.35,0,0
11,"BAU_e_h_MD-HR_3","BAU","MD-HR","e_h_MD-HR","east","heavy",3,"wosr",3.35,0,0
12,"BAU_e_h_MD-HR_3","BAU","MD-HR","e_h_MD-HR","east","heavy",3,"wosr",3.35,0,0
13,"BAU_e_h_MD-HR_3","BAU","MD-HR","e_h_MD-HR","east","heavy",3,"wosr",3.35,0,0
14,"BAU_e_h_MD-HR_3","BAU","MD-HR","e_h_MD-HR","east","heavy",3,"wosr",3.35,0,0
15,"BAU_e_h_MD-HR_3","BAU","MD-HR","e_h_MD-HR","east","heavy",3,"wosr",3.35,0,0
16,"BAU_e_h_MD-HR_3","BAU","MD-HR","e_h_MD-HR","east","heavy",3,"wosr",3.35,0,0
17,"BAU_e_h_MD-HR_3","BAU","MD-HR","e_h_MD-HR","east","heavy",3,"wosr",3.35,0,0
18,"BAU_e_h_MD-HR_3","BAU","MD-HR","e_h_MD-HR","east","heavy",3,"wosr",3.35,0,0
19,"BAU_e_h_MD-HR_3","BAU","MD-HR","e_h_MD-HR","east","heavy",3,"wosr",3.35,0,0
20,"BAU_e_h_MD-HR_3","BAU","MD-HR","e_h_MD-HR","east","heavy",3,"wosr",3.35,0,0
21,"BAU_e_h_MD-HR_3","BAU","MD-HR","e_h_MD-HR","east","heavy",3,"wosr",3.35,0,0
22,"BAU_e_h_MD-HR_3","BAU","MD-HR","e_h_MD-HR","east","heavy",3,"wosr",3.35,0,0
23,"BAU_e_h_MD-HR_3","BAU","MD-HR","e_h_MD-HR","east","heavy",3,"wosr",3.35,0,0
24,"BAU_e_h_MD-HR_3","BAU","MD-HR","e_h_MD-HR","east","heavy",3,"wosr",3.35,0,0
25,"BAU_e_h_MD-HR_3","BAU","MD-HR","e_h_MD-HR","east","heavy",3,"wosr",3.35,0,0
26,"BAU_e_h_MD-HR_3","BAU","MD-HR","e_h_MD-HR","east","heavy",3,"wosr",3.35,0,0
27,"BAU_e_h_MD-HR_3","BAU","MD-HR","e_h_MD-HR","east","heavy",3,"wosr",3.35,0,0
28,"BAU_e_h_MD-HR_3","BAU","MD-HR","e_h_MD-HR","east","heavy",3,"wosr",3.35,0,0
29,"BAU_e_h_MD-HR_3","BAU","MD-HR","e_h_MD-HR","east","heavy",3,"wosr",3.35,0,0
30,"BAU_e_h_MD-HR_3","BAU","MD-HR","e_h_MD-HR","east","heavy",3,"wosr",3.35,0,0
31,"BAU_e_h_MD-HR_3","BAU","MD-HR","e_h_MD-HR","east","heavy",3,"wosr",3.35,0,0
32,"BAU_e_h_MD-HR_3","BAU","MD-HR","e_h_MD-HR","east","heavy",3,"wosr",3.35,0,0
33,"BAU_e_h_MD-HR_3","BAU","MD-HR","e_h_MD-HR","east","heavy",3,"wosr",3.35,0,0
34,"BAU_e_h_MD-HR_3","BAU","MD-HR","e_h_MD-HR","east","heavy",3,"wosr",3.35,0,0
35,"BAU_e_h_MD-HR_3","BAU","MD-HR","e_h_MD-HR","east","heavy",3,"wosr",3.35,0,0
36,"BAU_e_h_MD-HR_3","BAU","MD-HR","e_h_MD-HR","east","heavy",3,"wosr",3.35,0,0
37,"BAU_e_h_MD-HR_3","BAU","MD-HR","e_h_MD-HR","east","heavy",3,"wosr",3.35,0,0
1,"BAU_e_h_MD-HR_4","BAU","MD-HR","e_h_MD-HR","east","heavy",4,"winterwheat",8.47844649320454,8.47844649320454,0
2,"BAU_e_h_MD-HR_4","BAU","MD-HR","e_h_MD-HR","east","heavy",4,"winterwheat",8.62439081848874,8.62439081848874,0
3,"BAU_e_h_MD-HR_4","BAU","MD-HR","e_h_MD-HR","east","heavy",4,"winterwheat",8.57992695041231,8.57992695041231,0
4,"BAU_e_h_MD-HR_4","BAU","MD-HR","e_h_MD-HR","east","heavy",4,"winterwheat",8.5107687741839,8.5107687741839,0
5,"BAU_e_h_MD-HR_4","BAU","MD-HR","e_h_MD-HR","east","heavy",4,"winterwheat",8.58453835601542,8.58453835601542,0
6,"BAU_e_h_MD-HR_4","BAU","MD-HR","e_h_MD-HR","east","heavy",4,"winterwheat",8.63040268216677,8.63040268216677,0
7,"BAU_e_h_MD-HR_4","BAU","MD-HR","e_h_MD-HR","east","heavy",4,"winterwheat",8.59595045718998,8.59595045718998,0
8,"BAU_e_h_MD-HR_4","BAU","MD-HR","e_h_MD-HR","east","heavy",4,"winterwheat",8.2316537625075,8.2316537625075,0
9,"BAU_e_h_MD-HR_4","BAU","MD-HR","e_h_MD-HR","east","heavy",4,"winterwheat",8.097922965319,8.097922965319,0
10,"BAU_e_h_MD-HR_4","BAU","MD-HR","e_h_MD-HR","east","heavy",4,"winterwheat",8.51494884686498,8.51494884686498,0
11,"BAU_e_h_MD-HR_4","BAU","MD-HR","e_h_MD-HR","east","heavy",4,"winterwheat",8.13314061431885,8.13314061431885,0
12,"BAU_e_h_MD-HR_4","BAU","MD-HR","e_h_MD-HR","east","heavy",4,"winterwheat",8.36340415013553,8.36340415013553,0
13,"BAU_e_h_MD-HR_4","BAU","MD-HR","e_h_MD-HR","east","heavy",4,"winterwheat",8.50357938172134,8.50357938172134,0
