"sensanaly","ID","scenario","region","soiltype","initdenres_collapsed","ww_mean","ww_ci_l","ww_ci_u","pc_mean","pc_ci_l","pc_ci_u"
"upper","CWW_upper","CWW","north","medium","HD-HR",4.56887198901383,4.09282242237983,5.04492155564783,1.24937962350149,-0.689232317211876,3.18799156421487
"lower","CWW_lower","CWW","north","light","LD-LR",5.71970875491387,5.38806286559019,6.05135464423755,1.68570877647218,-0.722454744740945,4.0938722976853
"upper","CWW_upper","CWW","north","light","LD-LR",5.28374920213788,4.7987900017775,5.76870840249827,1.55200833769886,-0.60337946281566,3.70739613821339
"lower","CWW_lower","CWW","north","light","LD-HR",5.59789244137535,5.20438449505306,5.99140038769763,1.63143542794029,-0.708134094322447,3.97100495020302
"upper","CWW_upper","CWW","north","light","LD-HR",4.28664409221606,3.34528571580998,5.22800246862215,1.16434039801482,-0.459725616474095,2.78840641250373
"lower","CWW_lower","CWW","north","light","HD-HR",5.52485357494703,5.19427830049148,5.85542884940257,1.62402085909952,-0.699222159326696,3.94726387752574
"upper","CWW_upper","CWW","north","light","HD-HR",3.7273291437796,3.33872453961644,4.11593374794275,1.08198555613368,-0.457690327244694,2.62166143951205
"lower","CWW_lower","CWW","central","heavy","LD-LR",7.88673379326175,7.41684302458065,8.35662456194285,2.32775593309578,-0.984277856718666,5.63978972291023
"upper","CWW_upper","CWW","central","heavy","LD-LR",7.06206718358023,6.278015794185,7.84611857297546,2.12248742837954,-0.677758991961033,4.92273384872011
"lower","CWW_lower","CWW","central","heavy","LD-HR",7.66982469676203,7.09170411394687,8.24794527957719,2.23852574077654,-0.947668564207441,5.42472004576052
"upper","CWW_upper","CWW","central","heavy","LD-HR",5.5370772971865,4.07111747828321,7.0030371160898,1.52245018496498,-0.472721193139385,3.51762156306934
"lower","CWW_lower","CWW","central","heavy","HD-HR",7.56125509901211,7.07263332826995,8.04987686975426,2.20980606765656,-0.962857274900528,5.38246941021364
"upper","CWW_upper","CWW","central","heavy","HD-HR",4.77064812108452,4.07761469772983,5.46368154443921,1.32420914271434,-0.614447478741441,3.26286576417011
"lower","CWW_lower","CWW","central","medium","LD-LR",7.00919874552715,6.60324645971087,7.41515103134343,2.06898662480564,-0.879767546156284,5.01774079576757
"upper","CWW_upper","CWW","central","medium","LD-LR",6.48346163140163,5.89433773362054,7.07258552918272,1.94623300101031,-0.671875548416678,4.56434155043729
"lower","CWW_lower","CWW","central","medium","LD-HR",6.86156796375666,6.38058421530883,7.34255171220448,2.00833659761357,-0.853599748218786,4.87027294344592
"upper","CWW_upper","CWW","central","medium","LD-HR",5.26868346547174,4.12291970737885,6.41444722356463,1.48520438895541,-0.480165250467383,3.4505740283782
"lower","CWW_lower","CWW","central","medium","HD-HR",6.77231258545254,6.36842567802336,7.17619949288172,1.97912696846428,-0.876764989881553,4.83501892681011
"upper","CWW_upper","CWW","central","medium","HD-HR",4.58412617067127,4.11419114745859,5.05406119388396,1.26463380515894,-0.675764050167907,3.20503166048579
"lower","CWW_lower","CWW","central","light","LD-LR",5.72037179246874,5.38907446083357,6.05166912410392,1.68637181402705,-0.721901864095008,4.09464549214911
"upper","CWW_upper","CWW","central","light","LD-LR",5.2916514379079,4.81044903687719,5.77285383893861,1.55991057346888,-0.596629351612324,3.71645049855009
"lower","CWW_lower","CWW","central","light","LD-HR",5.59997387335495,5.20748641216665,5.99246133454324,1.63351685991988,-0.706388584120299,3.97342230396007
"upper","CWW_upper","CWW","central","light","LD-HR",4.29924728909134,3.363273693448,5.23522088473469,1.1769435948901,-0.448843476209569,2.80273066598976
"lower","CWW_lower","CWW","central","light","HD-HR",5.52718307939819,5.19757038825872,5.85679577053765,1.62635036355069,-0.697211592668951,3.94991231977032
"upper","CWW_upper","CWW","central","light","HD-HR",3.73979125430645,3.35618188573674,4.12340062287617,1.09444766666053,-0.446790112423585,2.63568544574465
"lower","CWW_lower","CWW","east","heavy","LD-LR",7.9387024532502,7.49524819934471,8.3821567071557,2.34496171213075,-1.00138242012054,5.69130584438204
"upper","CWW_upper","CWW","east","heavy","LD-LR",7.75854445018855,7.29741873405343,8.21967016632367,2.34188507968366,-0.879034413839603,5.56280457320692
"lower","CWW_lower","CWW","east","heavy","LD-HR",7.88559537136763,7.41549670549506,8.35569403724021,2.3311493833898,-0.977270880770159,5.63956964754976
"upper","CWW_upper","CWW","east","heavy","LD-HR",6.99659219816887,6.18381519224948,7.80936920408826,2.11989408157588,-0.631565251027893,4.87135341417965
"lower","CWW_lower","CWW","east","heavy","HD-HR",7.8094731429483,7.42478150746406,8.19416477843253,2.32472766330545,-0.973732946766746,5.62318827337765
"upper","CWW_upper","CWW","east","heavy","HD-HR",6.27909506099267,6.14512013756499,6.41306998442036,1.9990053434112,-0.673112568965396,4.6711232557878
"lower","CWW_lower","CWW","east","medium","LD-LR",7.00919874552715,6.60324645971087,7.41515103134343,2.06898662480564,-0.879767546156284,5.01774079576757
"upper","CWW_upper","CWW","east","medium","LD-LR",6.48346163140163,5.89433773362054,7.07258552918272,1.94623300101031,-0.671875548416678,4.56434155043729
"lower","CWW_lower","CWW","east","medium","LD-HR",6.86156796375666,6.38058421530883,7.34255171220448,2.00833659761357,-0.853599748218786,4.87027294344592
"upper","CWW_upper","CWW","east","medium","LD-HR",5.26868346547174,4.12291970737885,6.41444722356463,1.48520438895541,-0.480165250467383,3.4505740283782
"lower","CWW_lower","CWW","east","medium","HD-HR",6.77231258545254,6.36842567802336,7.17619949288172,1.97912696846428,-0.876764989881553,4.83501892681011
"upper","CWW_upper","CWW","east","medium","HD-HR",4.58412617067127,4.11419114745859,5.05406119388396,1.26463380515894,-0.675764050167907,3.20503166048579
"lower","CWW_lower","CWW","east","light","LD-LR",5.72037179246874,5.38907446083357,6.05166912410392,1.68637181402705,-0.721901864095008,4.09464549214911
"upper","CWW_upper","CWW","east","light","LD-LR",5.2916514379079,4.81044903687719,5.77285383893861,1.55991057346888,-0.596629351612324,3.71645049855009
"lower","CWW_lower","CWW","east","light","LD-HR",5.59997387335495,5.20748641216665,5.99246133454324,1.63351685991988,-0.706388584120299,3.97342230396007
"upper","CWW_upper","CWW","east","light","LD-HR",4.29924728909134,3.363273693448,5.23522088473469,1.1769435948901,-0.448843476209569,2.80273066598976
"lower","CWW_lower","CWW","east","light","HD-HR",5.52718307939819,5.19757038825872,5.85679577053765,1.62635036355069,-0.697211592668951,3.94991231977032
"upper","CWW_upper","CWW","east","light","HD-HR",3.73979125430645,3.35618188573674,4.12340062287617,1.09444766666053,-0.446790112423585,2.63568544574465
