"imp","ID","scenario","initdenres","initcondit","region","soiltype","year","crop","wtd_yield","ww_yield","wtd_prod_cost_ww"
15,"MIT_e_l_HD-HR_6","MIT","HD-HR","e_l_HD-HR","east","light",6,"winterwheat",5.56534388841659,5.56534388841659,5.56534388841659
16,"MIT_e_l_HD-HR_6","MIT","HD-HR","e_l_HD-HR","east","light",6,"winterwheat",5.57549161017924,5.57549161017924,5.57549161017924
17,"MIT_e_l_HD-HR_6","MIT","HD-HR","e_l_HD-HR","east","light",6,"winterwheat",5.69137964346219,5.69137964346219,5.69137964346219
18,"MIT_e_l_HD-HR_6","MIT","HD-HR","e_l_HD-HR","east","light",6,"winterwheat",5.74744370172265,5.74744370172265,5.74744370172265
19,"MIT_e_l_HD-HR_6","MIT","HD-HR","e_l_HD-HR","east","light",6,"winterwheat",5.68673955068048,5.68673955068048,5.68673955068048
20,"MIT_e_l_HD-HR_6","MIT","HD-HR","e_l_HD-HR","east","light",6,"winterwheat",5.47320631015015,5.47320631015015,5.47320631015015
21,"MIT_e_l_HD-HR_6","MIT","HD-HR","e_l_HD-HR","east","light",6,"winterwheat",5.66434416605348,5.66434416605348,5.66434416605348
22,"MIT_e_l_HD-HR_6","MIT","HD-HR","e_l_HD-HR","east","light",6,"winterwheat",5.73148331119392,5.73148331119392,5.73148331119392
23,"MIT_e_l_HD-HR_6","MIT","HD-HR","e_l_HD-HR","east","light",6,"winterwheat",5.64829673559728,5.64829673559728,5.64829673559728
24,"MIT_e_l_HD-HR_6","MIT","HD-HR","e_l_HD-HR","east","light",6,"winterwheat",5.72182375583575,5.72182375583575,5.72182375583575
25,"MIT_e_l_HD-HR_6","MIT","HD-HR","e_l_HD-HR","east","light",6,"winterwheat",5.73631199456481,5.73631199456481,5.73631199456481
26,"MIT_e_l_HD-HR_6","MIT","HD-HR","e_l_HD-HR","east","light",6,"winterwheat",5.73082033125106,5.73082033125106,5.73082033125106
27,"MIT_e_l_HD-HR_6","MIT","HD-HR","e_l_HD-HR","east","light",6,"winterwheat",5.7303590497942,5.7303590497942,5.7303590497942
28,"MIT_e_l_HD-HR_6","MIT","HD-HR","e_l_HD-HR","east","light",6,"winterwheat",5.6876490494843,5.6876490494843,5.6876490494843
29,"MIT_e_l_HD-HR_6","MIT","HD-HR","e_l_HD-HR","east","light",6,"winterwheat",5.74026010070263,5.74026010070263,5.74026010070263
30,"MIT_e_l_HD-HR_6","MIT","HD-HR","e_l_HD-HR","east","light",6,"winterwheat",5.70125258809633,5.70125258809633,5.70125258809633
31,"MIT_e_l_HD-HR_6","MIT","HD-HR","e_l_HD-HR","east","light",6,"winterwheat",5.7274796344592,5.7274796344592,5.7274796344592
32,"MIT_e_l_HD-HR_6","MIT","HD-HR","e_l_HD-HR","east","light",6,"winterwheat",5.72875871538162,5.72875871538162,5.72875871538162
33,"MIT_e_l_HD-HR_6","MIT","HD-HR","e_l_HD-HR","east","light",6,"winterwheat",5.717028271397,5.717028271397,5.717028271397
34,"MIT_e_l_HD-HR_6","MIT","HD-HR","e_l_HD-HR","east","light",6,"winterwheat",5.66695885012213,5.66695885012213,5.66695885012213
35,"MIT_e_l_HD-HR_6","MIT","HD-HR","e_l_HD-HR","east","light",6,"winterwheat",5.70365392231867,5.70365392231867,5.70365392231867
36,"MIT_e_l_HD-HR_6","MIT","HD-HR","e_l_HD-HR","east","light",6,"winterwheat",5.71282288997168,5.71282288997168,5.71282288997168
37,"MIT_e_l_HD-HR_6","MIT","HD-HR","e_l_HD-HR","east","light",6,"winterwheat",5.64263183840984,5.64263183840984,5.64263183840984
1,"MIT_n_h_MD-HR_1","MIT","MD-HR","n_h_MD-HR","north","heavy",1,"winterwheat",8.96,8.96,0
2,"MIT_n_h_MD-HR_1","MIT","MD-HR","n_h_MD-HR","north","heavy",1,"winterwheat",8.96,8.96,0
3,"MIT_n_h_MD-HR_1","MIT","MD-HR","n_h_MD-HR","north","heavy",1,"winterwheat",8.96,8.96,0
4,"MIT_n_h_MD-HR_1","MIT","MD-HR","n_h_MD-HR","north","heavy",1,"winterwheat",8.96,8.96,0
5,"MIT_n_h_MD-HR_1","MIT","MD-HR","n_h_MD-HR","north","heavy",1,"winterwheat",8.96,8.96,0
6,"MIT_n_h_MD-HR_1","MIT","MD-HR","n_h_MD-HR","north","heavy",1,"winterwheat",8.96,8.96,0
7,"MIT_n_h_MD-HR_1","MIT","MD-HR","n_h_MD-HR","north","heavy",1,"winterwheat",8.96,8.96,0
8,"MIT_n_h_MD-HR_1","MIT","MD-HR","n_h_MD-HR","north","heavy",1,"winterwheat",8.96,8.96,0
9,"MIT_n_h_MD-HR_1","MIT","MD-HR","n_h_MD-HR","north","heavy",1,"winterwheat",8.96,8.96,0
10,"MIT_n_h_MD-HR_1","MIT","MD-HR","n_h_MD-HR","north","heavy",1,"winterwheat",8.96,8.96,0
11,"MIT_n_h_MD-HR_1","MIT","MD-HR","n_h_MD-HR","north","heavy",1,"winterwheat",8.96,8.96,0
12,"MIT_n_h_MD-HR_1","MIT","MD-HR","n_h_MD-HR","north","heavy",1,"winterwheat",8.96,8.96,0
13,"MIT_n_h_MD-HR_1","MIT","MD-HR","n_h_MD-HR","north","heavy",1,"winterwheat",8.96,8.96,0
14,"MIT_n_h_MD-HR_1","MIT","MD-HR","n_h_MD-HR","north","heavy",1,"winterwheat",8.96,8.96,0
15,"MIT_n_h_MD-HR_1","MIT","MD-HR","n_h_MD-HR","north","heavy",1,"winterwheat",8.96,8.96,0
16,"MIT_n_h_MD-HR_1","MIT","MD-HR","n_h_MD-HR","north","heavy",1,"winterwheat",8.96,8.96,0
17,"MIT_n_h_MD-HR_1","MIT","MD-HR","n_h_MD-HR","north","heavy",1,"winterwheat",8.96,8.96,0
18,"MIT_n_h_MD-HR_1","MIT","MD-HR","n_h_MD-HR","north","heavy",1,"winterwheat",8.96,8.96,0
19,"MIT_n_h_MD-HR_1","MIT","MD-HR","n_h_MD-HR","north","heavy",1,"winterwheat",8.96,8.96,0
20,"MIT_n_h_MD-HR_1","MIT","MD-HR","n_h_MD-HR","north","heavy",1,"winterwheat",8.96,8.96,0
21,"MIT_n_h_MD-HR_1","MIT","MD-HR","n_h_MD-HR","north","heavy",1,"winterwheat",8.96,8.96,0
22,"MIT_n_h_MD-HR_1","MIT","MD-HR","n_h_MD-HR","north","heavy",1,"winterwheat",8.96,8.96,0
23,"MIT_n_h_MD-HR_1","MIT","MD-HR","n_h_MD-HR","north","heavy",1,"winterwheat",8.96,8.96,0
24,"MIT_n_h_MD-HR_1","MIT","MD-HR","n_h_MD-HR","north","heavy",1,"winterwheat",8.96,8.96,0
25,"MIT_n_h_MD-HR_1","MIT","MD-HR","n_h_MD-HR","north","heavy",1,"winterwheat",8.96,8.96,0
26,"MIT_n_h_MD-HR_1","MIT","MD-HR","n_h_MD-HR","north","heavy",1,"winterwheat",8.96,8.96,0
27,"MIT_n_h_MD-HR_1","MIT","MD-HR","n_h_MD-HR","north","heavy",1,"winterwheat",8.96,8.96,0
28,"MIT_n_h_MD-HR_1","MIT","MD-HR","n_h_MD-HR","north","heavy",1,"winterwheat",8.96,8.96,0
29,"MIT_n_h_MD-HR_1","MIT","MD-HR","n_h_MD-HR","north","heavy",1,"winterwheat",8.96,8.96,0
30,"MIT_n_h_MD-HR_1","MIT","MD-HR","n_h_MD-HR","north","heavy",1,"winterwheat",8.96,8.96,0
31,"MIT_n_h_MD-HR_1","MIT","MD-HR","n_h_MD-HR","north","heavy",1,"winterwheat",8.96,8.96,0
32,"MIT_n_h_MD-HR_1","MIT","MD-HR","n_h_MD-HR","north","heavy",1,"winterwheat",8.96,8.96,0
33,"MIT_n_h_MD-HR_1","MIT","MD-HR","n_h_MD-HR","north","heavy",1,"winterwheat",8.96,8.96,0
34,"MIT_n_h_MD-HR_1","MIT","MD-HR","n_h_MD-HR","north","heavy",1,"winterwheat",8.96,8.96,0
35,"MIT_n_h_MD-HR_1","MIT","MD-HR","n_h_MD-HR","north","heavy",1,"winterwheat",8.96,8.96,0
36,"MIT_n_h_MD-HR_1","MIT","MD-HR","n_h_MD-HR","north","heavy",1,"winterwheat",8.96,8.96,0
37,"MIT_n_h_MD-HR_1","MIT","MD-HR","n_h_MD-HR","north","heavy",1,"winterwheat",8.96,8.96,0
1,"MIT_n_h_MD-HR_2","MIT","MD-HR","n_h_MD-HR","north","heavy",2,"winterbarley",6.6839,0,-7.57986954364924
2,"MIT_n_h_MD-HR_2","MIT","MD-HR","n_h_MD-HR","north","heavy",2,"winterbarley",6.6839,0,-7.45322045575278
3,"MIT_n_h_MD-HR_2","MIT","MD-HR","n_h_MD-HR","north","heavy",2,"winterbarley",6.6839,0,-7.2963594141922
4,"MIT_n_h_MD-HR_2","MIT","MD-HR","n_h_MD-HR","north","heavy",2,"winterbarley",6.6839,0,-6.80678240603829
5,"MIT_n_h_MD-HR_2","MIT","MD-HR","n_h_MD-HR","north","heavy",2,"winterbarley",6.6839,0,-7.37531654998516
6,"MIT_n_h_MD-HR_2","MIT","MD-HR","n_h_MD-HR","north","heavy",2,"winterbarley",6.6839,0,-7.24099817101311
7,"MIT_n_h_MD-HR_2","MIT","MD-HR","n_h_MD-HR","north","heavy",2,"winterbarley",6.6839,0,-7.42909572814687
8,"MIT_n_h_MD-HR_2","MIT","MD-HR","n_h_MD-HR","north","heavy",2,"winterbarley",6.6839,0,-6.87448387258818
9,"MIT_n_h_MD-HR_2","MIT","MD-HR","n_h_MD-HR","north","heavy",2,"winterbarley",6.6839,0,-7.36657172105996
10,"MIT_n_h_MD-HR_2","MIT","MD-HR","n_h_MD-HR","north","heavy",2,"winterbarley",6.6839,0,-7.16245779799955
11,"MIT_n_h_MD-HR_2","MIT","MD-HR","n_h_MD-HR","north","heavy",2,"winterbarley",6.6839,0,-7.12964088584437
12,"MIT_n_h_MD-HR_2","MIT","MD-HR","n_h_MD-HR","north","heavy",2,"winterbarley",6.6839,0,-7.72577958490843
13,"MIT_n_h_MD-HR_2","MIT","MD-HR","n_h_MD-HR","north","heavy",2,"winterbarley",6.6839,0,-7.40362837042748
14,"MIT_n_h_MD-HR_2","MIT","MD-HR","n_h_MD-HR","north","heavy",2,"winterbarley",6.6839,0,-7.39610638672907
15,"MIT_n_h_MD-HR_2","MIT","MD-HR","n_h_MD-HR","north","heavy",2,"winterbarley",6.6839,0,-7.16802575799092
16,"MIT_n_h_MD-HR_2","MIT","MD-HR","n_h_MD-HR","north","heavy",2,"winterbarley",6.6839,0,-7.09598247750862
17,"MIT_n_h_MD-HR_2","MIT","MD-HR","n_h_MD-HR","north","heavy",2,"winterbarley",6.6839,0,-7.22482884627024
18,"MIT_n_h_MD-HR_2","MIT","MD-HR","n_h_MD-HR","north","heavy",2,"winterbarley",6.6839,0,-7.40846661945225
19,"MIT_n_h_MD-HR_2","MIT","MD-HR","n_h_MD-HR","north","heavy",2,"winterbarley",6.6839,0,-7.32280686795879
20,"MIT_n_h_MD-HR_2","MIT","MD-HR","n_h_MD-HR","north","heavy",2,"winterbarley",6.6839,0,-6.97434202285147
21,"MIT_n_h_MD-HR_2","MIT","MD-HR","n_h_MD-HR","north","heavy",2,"winterbarley",6.6839,0,-7.03975422887734
22,"MIT_n_h_MD-HR_2","MIT","MD-HR","n_h_MD-HR","north","heavy",2,"winterbarley",6.6839,0,-7.39470429964915
23,"MIT_n_h_MD-HR_2","MIT","MD-HR","n_h_MD-HR","north","heavy",2,"winterbarley",6.6839,0,-7.22000879443678
24,"MIT_n_h_MD-HR_2","MIT","MD-HR","n_h_MD-HR","north","heavy",2,"winterbarley",6.6839,0,-7.43411977984847
25,"MIT_n_h_MD-HR_2","MIT","MD-HR","n_h_MD-HR","north","heavy",2,"winterbarley",6.6839,0,-7.67502607693033
26,"MIT_n_h_MD-HR_2","MIT","MD-HR","n_h_MD-HR","north","heavy",2,"winterbarley",6.6839,0,-7.46625691566589
27,"MIT_n_h_MD-HR_2","MIT","MD-HR","n_h_MD-HR","north","heavy",2,"winterbarley",6.6839,0,-7.72284422114413
28,"MIT_n_h_MD-HR_2","MIT","MD-HR","n_h_MD-HR","north","heavy",2,"winterbarley",6.6839,0,-7.03724933714995
29,"MIT_n_h_MD-HR_2","MIT","MD-HR","n_h_MD-HR","north","heavy",2,"winterbarley",6.6839,0,-7.47448753335244
30,"MIT_n_h_MD-HR_2","MIT","MD-HR","n_h_MD-HR","north","heavy",2,"winterbarley",6.6839,0,-7.59091783290908
31,"MIT_n_h_MD-HR_2","MIT","MD-HR","n_h_MD-HR","north","heavy",2,"winterbarley",6.6839,0,-7.18493340429452
32,"MIT_n_h_MD-HR_2","MIT","MD-HR","n_h_MD-HR","north","heavy",2,"winterbarley",6.6839,0,-7.50779344958598
33,"MIT_n_h_MD-HR_2","MIT","MD-HR","n_h_MD-HR","north","heavy",2,"winterbarley",6.6839,0,-7.32151518679429
34,"MIT_n_h_MD-HR_2","MIT","MD-HR","n_h_MD-HR","north","heavy",2,"winterbarley",6.6839,0,-7.39904248790646
35,"MIT_n_h_MD-HR_2","MIT","MD-HR","n_h_MD-HR","north","heavy",2,"winterbarley",6.6839,0,-7.27248862781488
36,"MIT_n_h_MD-HR_2","MIT","MD-HR","n_h_MD-HR","north","heavy",2,"winterbarley",6.6839,0,-7.64784359798385
37,"MIT_n_h_MD-HR_2","MIT","MD-HR","n_h_MD-HR","north","heavy",2,"winterbarley",6.6839,0,-7.17794422394038
1,"MIT_n_h_MD-HR_3","MIT","MD-HR","n_h_MD-HR","north","heavy",3,"springbeans",4.43,0,0
2,"MIT_n_h_MD-HR_3","MIT","MD-HR","n_h_MD-HR","north","heavy",3,"springbeans",4.43,0,0
3,"MIT_n_h_MD-HR_3","MIT","MD-HR","n_h_MD-HR","north","heavy",3,"springbeans",4.43,0,0
4,"MIT_n_h_MD-HR_3","MIT","MD-HR","n_h_MD-HR","north","heavy",3,"springbeans",4.43,0,0
5,"MIT_n_h_MD-HR_3","MIT","MD-HR","n_h_MD-HR","north","heavy",3,"springbeans",4.43,0,0
6,"MIT_n_h_MD-HR_3","MIT","MD-HR","n_h_MD-HR","north","heavy",3,"springbeans",4.43,0,0
7,"MIT_n_h_MD-HR_3","MIT","MD-HR","n_h_MD-HR","north","heavy",3,"springbeans",4.43,0,0
8,"MIT_n_h_MD-HR_3","MIT","MD-HR","n_h_MD-HR","north","heavy",3,"springbeans",4.43,0,0
9,"MIT_n_h_MD-HR_3","MIT","MD-HR","n_h_MD-HR","north","heavy",3,"springbeans",4.43,0,0
10,"MIT_n_h_MD-HR_3","MIT","MD-HR","n_h_MD-HR","north","heavy",3,"springbeans",4.43,0,0
11,"MIT_n_h_MD-HR_3","MIT","MD-HR","n_h_MD-HR","north","heavy",3,"springbeans",4.43,0,0
12,"MIT_n_h_MD-HR_3","MIT","MD-HR","n_h_MD-HR","north","heavy",3,"springbeans",4.43,0,0
13,"MIT_n_h_MD-HR_3","MIT","MD-HR","n_h_MD-HR","north","heavy",3,"springbeans",4.43,0,0
14,"MIT_n_h_MD-HR_3","MIT","MD-HR","n_h_MD-HR","north","heavy",3,"springbeans",4.43,0,0
15,"MIT_n_h_MD-HR_3","MIT","MD-HR","n_h_MD-HR","north","heavy",3,"springbeans",4.43,0,0
16,"MIT_n_h_MD-HR_3","MIT","MD-HR","n_h_MD-HR","north","heavy",3,"springbeans",4.43,0,0
17,"MIT_n_h_MD-HR_3","MIT","MD-HR","n_h_MD-HR","north","heavy",3,"springbeans",4.43,0,0
18,"MIT_n_h_MD-HR_3","MIT","MD-HR","n_h_MD-HR","north","heavy",3,"springbeans",4.43,0,0
19,"MIT_n_h_MD-HR_3","MIT","MD-HR","n_h_MD-HR","north","heavy",3,"springbeans",4.43,0,0
20,"MIT_n_h_MD-HR_3","MIT","MD-HR","n_h_MD-HR","north","heavy",3,"springbeans",4.43,0,0
21,"MIT_n_h_MD-HR_3","MIT","MD-HR","n_h_MD-HR","north","heavy",3,"springbeans",4.43,0,0
22,"MIT_n_h_MD-HR_3","MIT","MD-HR","n_h_MD-HR","north","heavy",3,"springbeans",4.43,0,0
23,"MIT_n_h_MD-HR_3","MIT","MD-HR","n_h_MD-HR","north","heavy",3,"springbeans",4.43,0,0
24,"MIT_n_h_MD-HR_3","MIT","MD-HR","n_h_MD-HR","north","heavy",3,"springbeans",4.43,0,0
25,"MIT_n_h_MD-HR_3","MIT","MD-HR","n_h_MD-HR","north","heavy",3,"springbeans",4.43,0,0
26,"MIT_n_h_MD-HR_3","MIT","MD-HR","n_h_MD-HR","north","heavy",3,"springbeans",4.43,0,0
27,"MIT_n_h_MD-HR_3","MIT","MD-HR","n_h_MD-HR","north","heavy",3,"springbeans",4.43,0,0
28,"MIT_n_h_MD-HR_3","MIT","MD-HR","n_h_MD-HR","north","heavy",3,"springbeans",4.43,0,0
29,"MIT_n_h_MD-HR_3","MIT","MD-HR","n_h_MD-HR","north","heavy",3,"springbeans",4.43,0,0
30,"MIT_n_h_MD-HR_3","MIT","MD-HR","n_h_MD-HR","north","heavy",3,"springbeans",4.43,0,0
31,"MIT_n_h_MD-HR_3","MIT","MD-HR","n_h_MD-HR","north","heavy",3,"springbeans",4.43,0,0
32,"MIT_n_h_MD-HR_3","MIT","MD-HR","n_h_MD-HR","north","heavy",3,"springbeans",4.43,0,0
33,"MIT_n_h_MD-HR_3","MIT","MD-HR","n_h_MD-HR","north","heavy",3,"springbeans",4.43,0,0
34,"MIT_n_h_MD-HR_3","MIT","MD-HR","n_h_MD-HR","north","heavy",3,"springbeans",4.43,0,0
35,"MIT_n_h_MD-HR_3","MIT","MD-HR","n_h_MD-HR","north","heavy",3,"springbeans",4.43,0,0
36,"MIT_n_h_MD-HR_3","MIT","MD-HR","n_h_MD-HR","north","heavy",3,"springbeans",4.43,0,0
37,"MIT_n_h_MD-HR_3","MIT","MD-HR","n_h_MD-HR","north","heavy",3,"springbeans",4.43,0,0
1,"MIT_n_h_MD-HR_4","MIT","MD-HR","n_h_MD-HR","north","heavy",4,"winterwheat",8.38548239584507,8.38548239584507,0.581757192285538
2,"MIT_n_h_MD-HR_4","MIT","MD-HR","n_h_MD-HR","north","heavy",4,"winterwheat",8.31761489195074,8.31761489195074,0.370297969205531
3,"MIT_n_h_MD-HR_4","MIT","MD-HR","n_h_MD-HR","north","heavy",4,"winterwheat",8.24965323060836,8.24965323060836,0.328359335756622
4,"MIT_n_h_MD-HR_4","MIT","MD-HR","n_h_MD-HR","north","heavy",4,"winterwheat",7.33385500151262,7.33385500151262,0.0502365787848902
5,"MIT_n_h_MD-HR_4","MIT","MD-HR","n_h_MD-HR","north","heavy",4,"winterwheat",8.26922394494187,8.26922394494187,0.508466657803719
6,"MIT_n_h_MD-HR_4","MIT","MD-HR","n_h_MD-HR","north","heavy",4,"winterwheat",7.76217357912205,7.76217357912205,-0.0484916674636482
7,"MIT_n_h_MD-HR_4","MIT","MD-HR","n_h_MD-HR","north","heavy",4,"winterwheat",8.62754334801329,8.62754334801329,0.717001852108003
8,"MIT_n_h_MD-HR_4","MIT","MD-HR","n_h_MD-HR","north","heavy",4,"winterwheat",7.04892932741777,7.04892932741777,-0.0902292508168019
9,"MIT_n_h_MD-HR_4","MIT","MD-HR","n_h_MD-HR","north","heavy",4,"winterwheat",8.0482356432213,8.0482356432213,0.724251073776768
10,"MIT_n_h_MD-HR_4","MIT","MD-HR","n_h_MD-HR","north","heavy",4,"winterwheat",7.84943591875833,7.84943591875833,0.208195500207581
11,"MIT_n_h_MD-HR_4","MIT","MD-HR","n_h_MD-HR","north","heavy",4,"winterwheat",7.74412130375851,7.74412130375851,0.430091034318789
12,"MIT_n_h_MD-HR_4","MIT","MD-HR","n_h_MD-HR","north","heavy",4,"winterwheat",8.90917127576029,8.90917127576029,1.28936072136338
13,"MIT_n_h_MD-HR_4","MIT","MD-HR","n_h_MD-HR","north","heavy",4,"winterwheat",8.21692987620727,8.21692987620727,0.714756401615396
14,"MIT_n_h_MD-HR_4","MIT","MD-HR","n_h_MD-HR","north","heavy",4,"winterwheat",8.7936159411104,8.7936159411104,1.06981139673845
15,"MIT_n_h_MD-HR_4","MIT","MD-HR","n_h_MD-HR","north","heavy",4,"winterwheat",8.12711060447117,8.12711060447117,0.889919147234678
16,"MIT_n_h_MD-HR_4","MIT","MD-HR","n_h_MD-HR","north","heavy",4,"winterwheat",7.77519886484143,7.77519886484143,0.310965697262597
17,"MIT_n_h_MD-HR_4","MIT","MD-HR","n_h_MD-HR","north","heavy",4,"winterwheat",8.0422237336274,8.0422237336274,0.409838210464428
18,"MIT_n_h_MD-HR_4","MIT","MD-HR","n_h_MD-HR","north","heavy",4,"winterwheat",8.45623822415825,8.45623822415825,0.865641094023855
19,"MIT_n_h_MD-HR_4","MIT","MD-HR","n_h_MD-HR","north","heavy",4,"winterwheat",8.46106333413028,8.46106333413028,0.736863988118749
20,"MIT_n_h_MD-HR_4","MIT","MD-HR","n_h_MD-HR","north","heavy",4,"winterwheat",7.57151657926239,7.57151657926239,0.334668856748025
21,"MIT_n_h_MD-HR_4","MIT","MD-HR","n_h_MD-HR","north","heavy",4,"winterwheat",8.07338490209511,8.07338490209511,0.844576063817371
22,"MIT_n_h_MD-HR_4","MIT","MD-HR","n_h_MD-HR","north","heavy",4,"winterwheat",8.65341171312521,8.65341171312521,1.29205773050921
23,"MIT_n_h_MD-HR_4","MIT","MD-HR","n_h_MD-HR","north","heavy",4,"winterwheat",7.85054574163228,7.85054574163228,0.74724342048351
24,"MIT_n_h_MD-HR_4","MIT","MD-HR","n_h_MD-HR","north","heavy",4,"winterwheat",8.77459922361538,8.77459922361538,1.41572520699329
25,"MIT_n_h_MD-HR_4","MIT","MD-HR","n_h_MD-HR","north","heavy",4,"winterwheat",8.8804851308853,8.8804851308853,1.36832024022373
26,"MIT_n_h_MD-HR_4","MIT","MD-HR","n_h_MD-HR","north","heavy",4,"winterwheat",8.71185128731559,8.71185128731559,1.1822789466178
27,"MIT_n_h_MD-HR_4","MIT","MD-HR","n_h_MD-HR","north","heavy",4,"winterwheat",8.78240964540194,8.78240964540194,1.40687720926197
28,"MIT_n_h_MD-HR_4","MIT","MD-HR","n_h_MD-HR","north","heavy",4,"winterwheat",8.14577430685687,8.14577430685687,0.943390734361544
29,"MIT_n_h_MD-HR_4","MIT","MD-HR","n_h_MD-HR","north","heavy",4,"winterwheat",8.67234183429297,8.67234183429297,1.20032385018667
30,"MIT_n_h_MD-HR_4","MIT","MD-HR","n_h_MD-HR","north","heavy",4,"winterwheat",8.64487821181073,8.64487821181073,0.663443526501064
31,"MIT_n_h_MD-HR_4","MIT","MD-HR","n_h_MD-HR","north","heavy",4,"winterwheat",8.52758171148306,8.52758171148306,1.40754775907283
32,"MIT_n_h_MD-HR_4","MIT","MD-HR","n_h_MD-HR","north","heavy",4,"winterwheat",8.54149351399813,8.54149351399813,1.04445885611987
33,"MIT_n_h_MD-HR_4","MIT","MD-HR","n_h_MD-HR","north","heavy",4,"winterwheat",8.52561195588476,8.52561195588476,0.972253113465182
34,"MIT_n_h_MD-HR_4","MIT","MD-HR","n_h_MD-HR","north","heavy",4,"winterwheat",8.40163747281595,8.40163747281595,1.15127912505858
35,"MIT_n_h_MD-HR_4","MIT","MD-HR","n_h_MD-HR","north","heavy",4,"winterwheat",8.30736947976958,8.30736947976958,0.765554862531338
36,"MIT_n_h_MD-HR_4","MIT","MD-HR","n_h_MD-HR","north","heavy",4,"winterwheat",8.83331351858663,8.83331351858663,1.13192425869636
37,"MIT_n_h_MD-HR_4","MIT","MD-HR","n_h_MD-HR","north","heavy",4,"winterwheat",7.86857409556674,7.86857409556674,0.611947490206991
1,"MIT_n_h_MD-HR_5","MIT","MD-HR","n_h_MD-HR","north","heavy",5,"winterbarley",6.6839,0,-6.89444769406732
2,"MIT_n_h_MD-HR_5","MIT","MD-HR","n_h_MD-HR","north","heavy",5,"winterbarley",6.6839,0,-6.92759424670023
3,"MIT_n_h_MD-HR_5","MIT","MD-HR","n_h_MD-HR","north","heavy",5,"winterbarley",6.6839,0,-7.08912250043007
4,"MIT_n_h_MD-HR_5","MIT","MD-HR","n_h_MD-HR","north","heavy",5,"winterbarley",6.6839,0,-6.67611016885337
5,"MIT_n_h_MD-HR_5","MIT","MD-HR","n_h_MD-HR","north","heavy",5,"winterbarley",6.6839,0,-7.00200253434907
6,"MIT_n_h_MD-HR_5","MIT","MD-HR","n_h_MD-HR","north","heavy",5,"winterbarley",6.6839,0,-7.00931069116206
7,"MIT_n_h_MD-HR_5","MIT","MD-HR","n_h_MD-HR","north","heavy",5,"winterbarley",6.6839,0,-7.00480460880279
8,"MIT_n_h_MD-HR_5","MIT","MD-HR","n_h_MD-HR","north","heavy",5,"winterbarley",6.6839,0,-6.60371045424338
9,"MIT_n_h_MD-HR_5","MIT","MD-HR","n_h_MD-HR","north","heavy",5,"winterbarley",6.6839,0,-6.80242005251748
10,"MIT_n_h_MD-HR_5","MIT","MD-HR","n_h_MD-HR","north","heavy",5,"winterbarley",6.6839,0,-6.98421365549794
11,"MIT_n_h_MD-HR_5","MIT","MD-HR","n_h_MD-HR","north","heavy",5,"winterbarley",6.6839,0,-6.95848111758816
12,"MIT_n_h_MD-HR_5","MIT","MD-HR","n_h_MD-HR","north","heavy",5,"winterbarley",6.6839,0,-7.15562834704284
13,"MIT_n_h_MD-HR_5","MIT","MD-HR","n_h_MD-HR","north","heavy",5,"winterbarley",6.6839,0,-7.07683945634528
14,"MIT_n_h_MD-HR_5","MIT","MD-HR","n_h_MD-HR","north","heavy",5,"winterbarley",6.6839,0,-6.98096779385023
15,"MIT_n_h_MD-HR_5","MIT","MD-HR","n_h_MD-HR","north","heavy",5,"winterbarley",6.6839,0,-6.9149982331884
16,"MIT_n_h_MD-HR_5","MIT","MD-HR","n_h_MD-HR","north","heavy",5,"winterbarley",6.6839,0,-6.87806499744045
17,"MIT_n_h_MD-HR_5","MIT","MD-HR","n_h_MD-HR","north","heavy",5,"winterbarley",6.6839,0,-7.19136513443063
18,"MIT_n_h_MD-HR_5","MIT","MD-HR","n_h_MD-HR","north","heavy",5,"winterbarley",6.6839,0,-7.12775598995228
19,"MIT_n_h_MD-HR_5","MIT","MD-HR","n_h_MD-HR","north","heavy",5,"winterbarley",6.6839,0,-6.97087957804923
20,"MIT_n_h_MD-HR_5","MIT","MD-HR","n_h_MD-HR","north","heavy",5,"winterbarley",6.6839,0,-6.82483103231788
21,"MIT_n_h_MD-HR_5","MIT","MD-HR","n_h_MD-HR","north","heavy",5,"winterbarley",6.6839,0,-6.97041033627547
22,"MIT_n_h_MD-HR_5","MIT","MD-HR","n_h_MD-HR","north","heavy",5,"winterbarley",6.6839,0,-7.1508374332918
23,"MIT_n_h_MD-HR_5","MIT","MD-HR","n_h_MD-HR","north","heavy",5,"winterbarley",6.6839,0,-7.02343480378471
24,"MIT_n_h_MD-HR_5","MIT","MD-HR","n_h_MD-HR","north","heavy",5,"winterbarley",6.6839,0,-7.11712872624779
25,"MIT_n_h_MD-HR_5","MIT","MD-HR","n_h_MD-HR","north","heavy",5,"winterbarley",6.6839,0,-7.1829740243624
26,"MIT_n_h_MD-HR_5","MIT","MD-HR","n_h_MD-HR","north","heavy",5,"winterbarley",6.6839,0,-7.17835720126086
27,"MIT_n_h_MD-HR_5","MIT","MD-HR","n_h_MD-HR","north","heavy",5,"winterbarley",6.6839,0,-7.15731970002197
28,"MIT_n_h_MD-HR_5","MIT","MD-HR","n_h_MD-HR","north","heavy",5,"winterbarley",6.6839,0,-6.81489044664578
29,"MIT_n_h_MD-HR_5","MIT","MD-HR","n_h_MD-HR","north","heavy",5,"winterbarley",6.6839,0,-7.17977031764485
