"imp","ID","scenario","initdenres","initcondit","region","soiltype","year","crop","wtd_yield","ww_yield","wtd_prod_cost_ww"
22,"MIT_c_h_VD-HR_6","MIT","VD-HR","c_h_VD-HR","central","heavy",6,"wosr",3.36,0,0
23,"MIT_c_h_VD-HR_6","MIT","VD-HR","c_h_VD-HR","central","heavy",6,"wosr",3.36,0,0
24,"MIT_c_h_VD-HR_6","MIT","VD-HR","c_h_VD-HR","central","heavy",6,"wosr",3.36,0,0
25,"MIT_c_h_VD-HR_6","MIT","VD-HR","c_h_VD-HR","central","heavy",6,"wosr",3.36,0,0
26,"MIT_c_h_VD-HR_6","MIT","VD-HR","c_h_VD-HR","central","heavy",6,"wosr",3.36,0,0
27,"MIT_c_h_VD-HR_6","MIT","VD-HR","c_h_VD-HR","central","heavy",6,"wosr",3.36,0,0
28,"MIT_c_h_VD-HR_6","MIT","VD-HR","c_h_VD-HR","central","heavy",6,"wosr",3.36,0,0
29,"MIT_c_h_VD-HR_6","MIT","VD-HR","c_h_VD-HR","central","heavy",6,"wosr",3.36,0,0
30,"MIT_c_h_VD-HR_6","MIT","VD-HR","c_h_VD-HR","central","heavy",6,"wosr",3.36,0,0
31,"MIT_c_h_VD-HR_6","MIT","VD-HR","c_h_VD-HR","central","heavy",6,"wosr",3.36,0,0
32,"MIT_c_h_VD-HR_6","MIT","VD-HR","c_h_VD-HR","central","heavy",6,"wosr",3.36,0,0
33,"MIT_c_h_VD-HR_6","MIT","VD-HR","c_h_VD-HR","central","heavy",6,"wosr",3.36,0,0
34,"MIT_c_h_VD-HR_6","MIT","VD-HR","c_h_VD-HR","central","heavy",6,"wosr",3.36,0,0
35,"MIT_c_h_VD-HR_6","MIT","VD-HR","c_h_VD-HR","central","heavy",6,"wosr",3.36,0,0
36,"MIT_c_h_VD-HR_6","MIT","VD-HR","c_h_VD-HR","central","heavy",6,"wosr",3.36,0,0
37,"MIT_c_h_VD-HR_6","MIT","VD-HR","c_h_VD-HR","central","heavy",6,"wosr",3.36,0,0
1,"MIT_c_m_VD-HR_1","MIT","VD-HR","c_m_VD-HR","central","medium",1,"winterwheat",7.195,7.195,0.0410000000000004
2,"MIT_c_m_VD-HR_1","MIT","VD-HR","c_m_VD-HR","central","medium",1,"winterwheat",7.195,7.195,0.0410000000000004
3,"MIT_c_m_VD-HR_1","MIT","VD-HR","c_m_VD-HR","central","medium",1,"winterwheat",7.195,7.195,0.0410000000000004
4,"MIT_c_m_VD-HR_1","MIT","VD-HR","c_m_VD-HR","central","medium",1,"winterwheat",7.195,7.195,0.0410000000000004
5,"MIT_c_m_VD-HR_1","MIT","VD-HR","c_m_VD-HR","central","medium",1,"winterwheat",7.195,7.195,0.0410000000000004
6,"MIT_c_m_VD-HR_1","MIT","VD-HR","c_m_VD-HR","central","medium",1,"winterwheat",7.195,7.195,0.0410000000000004
7,"MIT_c_m_VD-HR_1","MIT","VD-HR","c_m_VD-HR","central","medium",1,"winterwheat",7.195,7.195,0.0410000000000004
8,"MIT_c_m_VD-HR_1","MIT","VD-HR","c_m_VD-HR","central","medium",1,"winterwheat",7.195,7.195,0.0410000000000004
9,"MIT_c_m_VD-HR_1","MIT","VD-HR","c_m_VD-HR","central","medium",1,"winterwheat",7.195,7.195,0.0410000000000004
10,"MIT_c_m_VD-HR_1","MIT","VD-HR","c_m_VD-HR","central","medium",1,"winterwheat",7.195,7.195,0.0410000000000004
11,"MIT_c_m_VD-HR_1","MIT","VD-HR","c_m_VD-HR","central","medium",1,"winterwheat",7.195,7.195,0.0410000000000004
12,"MIT_c_m_VD-HR_1","MIT","VD-HR","c_m_VD-HR","central","medium",1,"winterwheat",7.195,7.195,0.0410000000000004
13,"MIT_c_m_VD-HR_1","MIT","VD-HR","c_m_VD-HR","central","medium",1,"winterwheat",7.195,7.195,0.0410000000000004
14,"MIT_c_m_VD-HR_1","MIT","VD-HR","c_m_VD-HR","central","medium",1,"winterwheat",7.195,7.195,0.0410000000000004
15,"MIT_c_m_VD-HR_1","MIT","VD-HR","c_m_VD-HR","central","medium",1,"winterwheat",7.195,7.195,0.0410000000000004
16,"MIT_c_m_VD-HR_1","MIT","VD-HR","c_m_VD-HR","central","medium",1,"winterwheat",7.195,7.195,0.0410000000000004
17,"MIT_c_m_VD-HR_1","MIT","VD-HR","c_m_VD-HR","central","medium",1,"winterwheat",7.195,7.195,0.0410000000000004
18,"MIT_c_m_VD-HR_1","MIT","VD-HR","c_m_VD-HR","central","medium",1,"winterwheat",7.195,7.195,0.0410000000000004
19,"MIT_c_m_VD-HR_1","MIT","VD-HR","c_m_VD-HR","central","medium",1,"winterwheat",7.195,7.195,0.0410000000000004
20,"MIT_c_m_VD-HR_1","MIT","VD-HR","c_m_VD-HR","central","medium",1,"winterwheat",7.195,7.195,0.0410000000000004
21,"MIT_c_m_VD-HR_1","MIT","VD-HR","c_m_VD-HR","central","medium",1,"winterwheat",7.195,7.195,0.0410000000000004
22,"MIT_c_m_VD-HR_1","MIT","VD-HR","c_m_VD-HR","central","medium",1,"winterwheat",7.195,7.195,0.0410000000000004
23,"MIT_c_m_VD-HR_1","MIT","VD-HR","c_m_VD-HR","central","medium",1,"winterwheat",7.195,7.195,0.0410000000000004
24,"MIT_c_m_VD-HR_1","MIT","VD-HR","c_m_VD-HR","central","medium",1,"winterwheat",7.195,7.195,0.0410000000000004
25,"MIT_c_m_VD-HR_1","MIT","VD-HR","c_m_VD-HR","central","medium",1,"winterwheat",7.195,7.195,0.0410000000000004
26,"MIT_c_m_VD-HR_1","MIT","VD-HR","c_m_VD-HR","central","medium",1,"winterwheat",7.195,7.195,0.0410000000000004
27,"MIT_c_m_VD-HR_1","MIT","VD-HR","c_m_VD-HR","central","medium",1,"winterwheat",7.195,7.195,0.0410000000000004
28,"MIT_c_m_VD-HR_1","MIT","VD-HR","c_m_VD-HR","central","medium",1,"winterwheat",7.195,7.195,0.0410000000000004
29,"MIT_c_m_VD-HR_1","MIT","VD-HR","c_m_VD-HR","central","medium",1,"winterwheat",7.195,7.195,0.0410000000000004
30,"MIT_c_m_VD-HR_1","MIT","VD-HR","c_m_VD-HR","central","medium",1,"winterwheat",7.195,7.195,0.0410000000000004
31,"MIT_c_m_VD-HR_1","MIT","VD-HR","c_m_VD-HR","central","medium",1,"winterwheat",7.195,7.195,0.0410000000000004
32,"MIT_c_m_VD-HR_1","MIT","VD-HR","c_m_VD-HR","central","medium",1,"winterwheat",7.195,7.195,0.0410000000000004
33,"MIT_c_m_VD-HR_1","MIT","VD-HR","c_m_VD-HR","central","medium",1,"winterwheat",7.195,7.195,0.0410000000000004
34,"MIT_c_m_VD-HR_1","MIT","VD-HR","c_m_VD-HR","central","medium",1,"winterwheat",7.195,7.195,0.0410000000000004
35,"MIT_c_m_VD-HR_1","MIT","VD-HR","c_m_VD-HR","central","medium",1,"winterwheat",7.195,7.195,0.0410000000000004
36,"MIT_c_m_VD-HR_1","MIT","VD-HR","c_m_VD-HR","central","medium",1,"winterwheat",7.195,7.195,0.0410000000000004
37,"MIT_c_m_VD-HR_1","MIT","VD-HR","c_m_VD-HR","central","medium",1,"winterwheat",7.195,7.195,0.0410000000000004
1,"MIT_c_m_VD-HR_2","MIT","VD-HR","c_m_VD-HR","central","medium",2,"springbarley",5.0552,0,-6.55315034608265
2,"MIT_c_m_VD-HR_2","MIT","VD-HR","c_m_VD-HR","central","medium",2,"springbarley",5.0552,0,-6.44811297716635
3,"MIT_c_m_VD-HR_2","MIT","VD-HR","c_m_VD-HR","central","medium",2,"springbarley",5.0552,0,-6.3499699709838
4,"MIT_c_m_VD-HR_2","MIT","VD-HR","c_m_VD-HR","central","medium",2,"springbarley",5.0552,0,-5.88181972786868
5,"MIT_c_m_VD-HR_2","MIT","VD-HR","c_m_VD-HR","central","medium",2,"springbarley",5.0552,0,-6.2570414544311
6,"MIT_c_m_VD-HR_2","MIT","VD-HR","c_m_VD-HR","central","medium",2,"springbarley",5.0552,0,-6.21465141561024
7,"MIT_c_m_VD-HR_2","MIT","VD-HR","c_m_VD-HR","central","medium",2,"springbarley",5.0552,0,-6.43751006889784
8,"MIT_c_m_VD-HR_2","MIT","VD-HR","c_m_VD-HR","central","medium",2,"springbarley",5.0552,0,-6.00004107564754
9,"MIT_c_m_VD-HR_2","MIT","VD-HR","c_m_VD-HR","central","medium",2,"springbarley",5.0552,0,-6.36774538578147
10,"MIT_c_m_VD-HR_2","MIT","VD-HR","c_m_VD-HR","central","medium",2,"springbarley",5.0552,0,-6.1149512069352
11,"MIT_c_m_VD-HR_2","MIT","VD-HR","c_m_VD-HR","central","medium",2,"springbarley",5.0552,0,-6.07354058696824
12,"MIT_c_m_VD-HR_2","MIT","VD-HR","c_m_VD-HR","central","medium",2,"springbarley",5.0552,0,-6.76541881307725
13,"MIT_c_m_VD-HR_2","MIT","VD-HR","c_m_VD-HR","central","medium",2,"springbarley",5.0552,0,-6.39926605413136
14,"MIT_c_m_VD-HR_2","MIT","VD-HR","c_m_VD-HR","central","medium",2,"springbarley",5.0552,0,-6.41105607455195
15,"MIT_c_m_VD-HR_2","MIT","VD-HR","c_m_VD-HR","central","medium",2,"springbarley",5.0552,0,-6.18827996141938
16,"MIT_c_m_VD-HR_2","MIT","VD-HR","c_m_VD-HR","central","medium",2,"springbarley",5.0552,0,-6.10381851869352
17,"MIT_c_m_VD-HR_2","MIT","VD-HR","c_m_VD-HR","central","medium",2,"springbarley",5.0552,0,-6.12597763573438
18,"MIT_c_m_VD-HR_2","MIT","VD-HR","c_m_VD-HR","central","medium",2,"springbarley",5.0552,0,-6.36341057325
19,"MIT_c_m_VD-HR_2","MIT","VD-HR","c_m_VD-HR","central","medium",2,"springbarley",5.0552,0,-6.32690868536867
20,"MIT_c_m_VD-HR_2","MIT","VD-HR","c_m_VD-HR","central","medium",2,"springbarley",5.0552,0,-6.04058129882304
21,"MIT_c_m_VD-HR_2","MIT","VD-HR","c_m_VD-HR","central","medium",2,"springbarley",5.0552,0,-6.07856903138226
22,"MIT_c_m_VD-HR_2","MIT","VD-HR","c_m_VD-HR","central","medium",2,"springbarley",5.0552,0,-6.33470400600015
23,"MIT_c_m_VD-HR_2","MIT","VD-HR","c_m_VD-HR","central","medium",2,"springbarley",5.0552,0,-6.28442351036905
24,"MIT_c_m_VD-HR_2","MIT","VD-HR","c_m_VD-HR","central","medium",2,"springbarley",5.0552,0,-6.42323195828342
25,"MIT_c_m_VD-HR_2","MIT","VD-HR","c_m_VD-HR","central","medium",2,"springbarley",5.0552,0,-6.66305599018168
26,"MIT_c_m_VD-HR_2","MIT","VD-HR","c_m_VD-HR","central","medium",2,"springbarley",5.0552,0,-6.41862191337186
27,"MIT_c_m_VD-HR_2","MIT","VD-HR","c_m_VD-HR","central","medium",2,"springbarley",5.0552,0,-6.72995091034899
28,"MIT_c_m_VD-HR_2","MIT","VD-HR","c_m_VD-HR","central","medium",2,"springbarley",5.0552,0,-6.15074468542527
29,"MIT_c_m_VD-HR_2","MIT","VD-HR","c_m_VD-HR","central","medium",2,"springbarley",5.0552,0,-6.48633028898129
30,"MIT_c_m_VD-HR_2","MIT","VD-HR","c_m_VD-HR","central","medium",2,"springbarley",5.0552,0,-6.56601638434644
31,"MIT_c_m_VD-HR_2","MIT","VD-HR","c_m_VD-HR","central","medium",2,"springbarley",5.0552,0,-6.27424566902444
32,"MIT_c_m_VD-HR_2","MIT","VD-HR","c_m_VD-HR","central","medium",2,"springbarley",5.0552,0,-6.47265962936058
33,"MIT_c_m_VD-HR_2","MIT","VD-HR","c_m_VD-HR","central","medium",2,"springbarley",5.0552,0,-6.34885441644777
34,"MIT_c_m_VD-HR_2","MIT","VD-HR","c_m_VD-HR","central","medium",2,"springbarley",5.0552,0,-6.35803928416447
35,"MIT_c_m_VD-HR_2","MIT","VD-HR","c_m_VD-HR","central","medium",2,"springbarley",5.0552,0,-6.20726560402263
36,"MIT_c_m_VD-HR_2","MIT","VD-HR","c_m_VD-HR","central","medium",2,"springbarley",5.0552,0,-6.55172956527889
37,"MIT_c_m_VD-HR_2","MIT","VD-HR","c_m_VD-HR","central","medium",2,"springbarley",5.0552,0,-6.26912801641779
1,"MIT_c_m_VD-HR_3","MIT","VD-HR","c_m_VD-HR","central","medium",3,"springbeans",3.24,0,0
2,"MIT_c_m_VD-HR_3","MIT","VD-HR","c_m_VD-HR","central","medium",3,"springbeans",3.24,0,0
3,"MIT_c_m_VD-HR_3","MIT","VD-HR","c_m_VD-HR","central","medium",3,"springbeans",3.24,0,0
4,"MIT_c_m_VD-HR_3","MIT","VD-HR","c_m_VD-HR","central","medium",3,"springbeans",3.24,0,0
5,"MIT_c_m_VD-HR_3","MIT","VD-HR","c_m_VD-HR","central","medium",3,"springbeans",3.24,0,0
6,"MIT_c_m_VD-HR_3","MIT","VD-HR","c_m_VD-HR","central","medium",3,"springbeans",3.24,0,0
7,"MIT_c_m_VD-HR_3","MIT","VD-HR","c_m_VD-HR","central","medium",3,"springbeans",3.24,0,0
8,"MIT_c_m_VD-HR_3","MIT","VD-HR","c_m_VD-HR","central","medium",3,"springbeans",3.24,0,0
9,"MIT_c_m_VD-HR_3","MIT","VD-HR","c_m_VD-HR","central","medium",3,"springbeans",3.24,0,0
10,"MIT_c_m_VD-HR_3","MIT","VD-HR","c_m_VD-HR","central","medium",3,"springbeans",3.24,0,0
11,"MIT_c_m_VD-HR_3","MIT","VD-HR","c_m_VD-HR","central","medium",3,"springbeans",3.24,0,0
12,"MIT_c_m_VD-HR_3","MIT","VD-HR","c_m_VD-HR","central","medium",3,"springbeans",3.24,0,0
13,"MIT_c_m_VD-HR_3","MIT","VD-HR","c_m_VD-HR","central","medium",3,"springbeans",3.24,0,0
14,"MIT_c_m_VD-HR_3","MIT","VD-HR","c_m_VD-HR","central","medium",3,"springbeans",3.24,0,0
15,"MIT_c_m_VD-HR_3","MIT","VD-HR","c_m_VD-HR","central","medium",3,"springbeans",3.24,0,0
16,"MIT_c_m_VD-HR_3","MIT","VD-HR","c_m_VD-HR","central","medium",3,"springbeans",3.24,0,0
17,"MIT_c_m_VD-HR_3","MIT","VD-HR","c_m_VD-HR","central","medium",3,"springbeans",3.24,0,0
18,"MIT_c_m_VD-HR_3","MIT","VD-HR","c_m_VD-HR","central","medium",3,"springbeans",3.24,0,0
19,"MIT_c_m_VD-HR_3","MIT","VD-HR","c_m_VD-HR","central","medium",3,"springbeans",3.24,0,0
20,"MIT_c_m_VD-HR_3","MIT","VD-HR","c_m_VD-HR","central","medium",3,"springbeans",3.24,0,0
21,"MIT_c_m_VD-HR_3","MIT","VD-HR","c_m_VD-HR","central","medium",3,"springbeans",3.24,0,0
22,"MIT_c_m_VD-HR_3","MIT","VD-HR","c_m_VD-HR","central","medium",3,"springbeans",3.24,0,0
23,"MIT_c_m_VD-HR_3","MIT","VD-HR","c_m_VD-HR","central","medium",3,"springbeans",3.24,0,0
24,"MIT_c_m_VD-HR_3","MIT","VD-HR","c_m_VD-HR","central","medium",3,"springbeans",3.24,0,0
25,"MIT_c_m_VD-HR_3","MIT","VD-HR","c_m_VD-HR","central","medium",3,"springbeans",3.24,0,0
26,"MIT_c_m_VD-HR_3","MIT","VD-HR","c_m_VD-HR","central","medium",3,"springbeans",3.24,0,0
27,"MIT_c_m_VD-HR_3","MIT","VD-HR","c_m_VD-HR","central","medium",3,"springbeans",3.24,0,0
28,"MIT_c_m_VD-HR_3","MIT","VD-HR","c_m_VD-HR","central","medium",3,"springbeans",3.24,0,0
29,"MIT_c_m_VD-HR_3","MIT","VD-HR","c_m_VD-HR","central","medium",3,"springbeans",3.24,0,0
30,"MIT_c_m_VD-HR_3","MIT","VD-HR","c_m_VD-HR","central","medium",3,"springbeans",3.24,0,0
31,"MIT_c_m_VD-HR_3","MIT","VD-HR","c_m_VD-HR","central","medium",3,"springbeans",3.24,0,0
32,"MIT_c_m_VD-HR_3","MIT","VD-HR","c_m_VD-HR","central","medium",3,"springbeans",3.24,0,0
33,"MIT_c_m_VD-HR_3","MIT","VD-HR","c_m_VD-HR","central","medium",3,"springbeans",3.24,0,0
34,"MIT_c_m_VD-HR_3","MIT","VD-HR","c_m_VD-HR","central","medium",3,"springbeans",3.24,0,0
35,"MIT_c_m_VD-HR_3","MIT","VD-HR","c_m_VD-HR","central","medium",3,"springbeans",3.24,0,0
36,"MIT_c_m_VD-HR_3","MIT","VD-HR","c_m_VD-HR","central","medium",3,"springbeans",3.24,0,0
37,"MIT_c_m_VD-HR_3","MIT","VD-HR","c_m_VD-HR","central","medium",3,"springbeans",3.24,0,0
1,"MIT_c_m_VD-HR_4","MIT","VD-HR","c_m_VD-HR","central","medium",4,"winterwheat",7.19526180358574,7.19526180358574,-0.0190106536007733
2,"MIT_c_m_VD-HR_4","MIT","VD-HR","c_m_VD-HR","central","medium",4,"winterwheat",7.14159189704264,7.14159189704264,-0.163452172893593
3,"MIT_c_m_VD-HR_4","MIT","VD-HR","c_m_VD-HR","central","medium",4,"winterwheat",7.68354740248215,7.68354740248215,0.343853782158172
4,"MIT_c_m_VD-HR_4","MIT","VD-HR","c_m_VD-HR","central","medium",4,"winterwheat",7.29152341193323,7.29152341193323,0.590190054927786
5,"MIT_c_m_VD-HR_4","MIT","VD-HR","c_m_VD-HR","central","medium",4,"winterwheat",7.35634612742248,7.35634612742248,0.376067834552523
6,"MIT_c_m_VD-HR_4","MIT","VD-HR","c_m_VD-HR","central","medium",4,"winterwheat",7.49842983808807,7.49842983808807,0.356141470819875
7,"MIT_c_m_VD-HR_4","MIT","VD-HR","c_m_VD-HR","central","medium",4,"winterwheat",7.8191524971256,7.8191524971256,0.508525267064364
8,"MIT_c_m_VD-HR_4","MIT","VD-HR","c_m_VD-HR","central","medium",4,"winterwheat",7.25222133530648,7.25222133530648,0.574887083527102
9,"MIT_c_m_VD-HR_4","MIT","VD-HR","c_m_VD-HR","central","medium",4,"winterwheat",7.51378935888348,7.51378935888348,0.715401814727962
10,"MIT_c_m_VD-HR_4","MIT","VD-HR","c_m_VD-HR","central","medium",4,"winterwheat",7.00157155889646,7.00157155889646,0.0273981508110541
11,"MIT_c_m_VD-HR_4","MIT","VD-HR","c_m_VD-HR","central","medium",4,"winterwheat",7.16160099271091,7.16160099271091,0.511203548265854
12,"MIT_c_m_VD-HR_4","MIT","VD-HR","c_m_VD-HR","central","medium",4,"winterwheat",7.90358870502429,7.90358870502429,0.765514620267627
13,"MIT_c_m_VD-HR_4","MIT","VD-HR","c_m_VD-HR","central","medium",4,"winterwheat",7.80188673521072,7.80188673521072,0.847540862313886
14,"MIT_c_m_VD-HR_4","MIT","VD-HR","c_m_VD-HR","central","medium",4,"winterwheat",7.81245941500439,7.81245941500439,0.621665510973608
15,"MIT_c_m_VD-HR_4","MIT","VD-HR","c_m_VD-HR","central","medium",4,"winterwheat",7.49327329163456,7.49327329163456,0.789220006736608
16,"MIT_c_m_VD-HR_4","MIT","VD-HR","c_m_VD-HR","central","medium",4,"winterwheat",7.30651957003916,7.30651957003916,0.42535390609423
17,"MIT_c_m_VD-HR_4","MIT","VD-HR","c_m_VD-HR","central","medium",4,"winterwheat",7.44276101102486,7.44276101102486,0.51748606126135
18,"MIT_c_m_VD-HR_4","MIT","VD-HR","c_m_VD-HR","central","medium",4,"winterwheat",7.61483750010831,7.61483750010831,0.633068004387828
19,"MIT_c_m_VD-HR_4","MIT","VD-HR","c_m_VD-HR","central","medium",4,"winterwheat",7.78071060881753,7.78071060881753,0.625575230565142
20,"MIT_c_m_VD-HR_4","MIT","VD-HR","c_m_VD-HR","central","medium",4,"winterwheat",7.45042458016451,7.45042458016451,0.733047738282944
21,"MIT_c_m_VD-HR_4","MIT","VD-HR","c_m_VD-HR","central","medium",4,"winterwheat",7.72374700596369,7.72374700596369,1.03139075637368
22,"MIT_c_m_VD-HR_4","MIT","VD-HR","c_m_VD-HR","central","medium",4,"winterwheat",7.75973043739616,7.75973043739616,1.02492254393044
23,"MIT_c_m_VD-HR_4","MIT","VD-HR","c_m_VD-HR","central","medium",4,"winterwheat",7.37175177279198,7.37175177279198,0.72888804520358
24,"MIT_c_m_VD-HR_4","MIT","VD-HR","c_m_VD-HR","central","medium",4,"winterwheat",7.74631042754447,7.74631042754447,0.919717176261398
25,"MIT_c_m_VD-HR_4","MIT","VD-HR","c_m_VD-HR","central","medium",4,"winterwheat",7.84239856204057,7.84239856204057,0.86510428305736
26,"MIT_c_m_VD-HR_4","MIT","VD-HR","c_m_VD-HR","central","medium",4,"winterwheat",7.8436539007036,7.8436539007036,0.912851469732834
27,"MIT_c_m_VD-HR_4","MIT","VD-HR","c_m_VD-HR","central","medium",4,"winterwheat",7.83383690700448,7.83383690700448,0.938535701663022
28,"MIT_c_m_VD-HR_4","MIT","VD-HR","c_m_VD-HR","central","medium",4,"winterwheat",7.62748428460157,7.62748428460157,0.81900482869459
29,"MIT_c_m_VD-HR_4","MIT","VD-HR","c_m_VD-HR","central","medium",4,"winterwheat",7.79956422715949,7.79956422715949,0.820359685419732
30,"MIT_c_m_VD-HR_4","MIT","VD-HR","c_m_VD-HR","central","medium",4,"winterwheat",7.83007536857492,7.83007536857492,0.485189195426649
31,"MIT_c_m_VD-HR_4","MIT","VD-HR","c_m_VD-HR","central","medium",4,"winterwheat",7.82808544125963,7.82808544125963,1.12185253765214
32,"MIT_c_m_VD-HR_4","MIT","VD-HR","c_m_VD-HR","central","medium",4,"winterwheat",7.59171750836164,7.59171750836164,0.649898638960191
33,"MIT_c_m_VD-HR_4","MIT","VD-HR","c_m_VD-HR","central","medium",4,"winterwheat",7.83033136899428,7.83033136899428,0.762210110117104
34,"MIT_c_m_VD-HR_4","MIT","VD-HR","c_m_VD-HR","central","medium",4,"winterwheat",7.6189071254589,7.6189071254589,0.939985980421023
35,"MIT_c_m_VD-HR_4","MIT","VD-HR","c_m_VD-HR","central","medium",4,"winterwheat",7.78028878923705,7.78028878923705,0.864219927124475
36,"MIT_c_m_VD-HR_4","MIT","VD-HR","c_m_VD-HR","central","medium",4,"winterwheat",7.69860797484369,7.69860797484369,0.711328534877235
37,"MIT_c_m_VD-HR_4","MIT","VD-HR","c_m_VD-HR","central","medium",4,"winterwheat",7.49055521399428,7.49055521399428,0.659351538463453
1,"MIT_c_m_VD-HR_5","MIT","VD-HR","c_m_VD-HR","central","medium",5,"springbarley",5.0552,0,-6.38291390476262
2,"MIT_c_m_VD-HR_5","MIT","VD-HR","c_m_VD-HR","central","medium",5,"springbarley",5.0552,0,-6.38588844060953
3,"MIT_c_m_VD-HR_5","MIT","VD-HR","c_m_VD-HR","central","medium",5,"springbarley",5.0552,0,-6.52263461275619
4,"MIT_c_m_VD-HR_5","MIT","VD-HR","c_m_VD-HR","central","medium",5,"springbarley",5.0552,0,-6.175817361164
5,"MIT_c_m_VD-HR_5","MIT","VD-HR","c_m_VD-HR","central","medium",5,"springbarley",5.0552,0,-6.31205709281363
6,"MIT_c_m_VD-HR_5","MIT","VD-HR","c_m_VD-HR","central","medium",5,"springbarley",5.0552,0,-6.40035763801879
7,"MIT_c_m_VD-HR_5","MIT","VD-HR","c_m_VD-HR","central","medium",5,"springbarley",5.0552,0,-6.46616273099229
8,"MIT_c_m_VD-HR_5","MIT","VD-HR","c_m_VD-HR","central","medium",5,"springbarley",5.0552,0,-6.23092364977629
9,"MIT_c_m_VD-HR_5","MIT","VD-HR","c_m_VD-HR","central","medium",5,"springbarley",5.0552,0,-6.31287990842408
10,"MIT_c_m_VD-HR_5","MIT","VD-HR","c_m_VD-HR","central","medium",5,"springbarley",5.0552,0,-6.36252970842954
11,"MIT_c_m_VD-HR_5","MIT","VD-HR","c_m_VD-HR","central","medium",5,"springbarley",5.0552,0,-6.32776526825175
12,"MIT_c_m_VD-HR_5","MIT","VD-HR","c_m_VD-HR","central","medium",5,"springbarley",5.0552,0,-6.56751885711431
13,"MIT_c_m_VD-HR_5","MIT","VD-HR","c_m_VD-HR","central","medium",5,"springbarley",5.0552,0,-6.48265204460005
14,"MIT_c_m_VD-HR_5","MIT","VD-HR","c_m_VD-HR","central","medium",5,"springbarley",5.0552,0,-6.46607003466396
15,"MIT_c_m_VD-HR_5","MIT","VD-HR","c_m_VD-HR","central","medium",5,"springbarley",5.0552,0,-6.38598960709156
16,"MIT_c_m_VD-HR_5","MIT","VD-HR","c_m_VD-HR","central","medium",5,"springbarley",5.0552,0,-6.33138049875673
17,"MIT_c_m_VD-HR_5","MIT","VD-HR","c_m_VD-HR","central","medium",5,"springbarley",5.0552,0,-6.48137491791993
18,"MIT_c_m_VD-HR_5","MIT","VD-HR","c_m_VD-HR","central","medium",5,"springbarley",5.0552,0,-6.49752790021854
19,"MIT_c_m_VD-HR_5","MIT","VD-HR","c_m_VD-HR","central","medium",5,"springbarley",5.0552,0,-6.43628116343983
20,"MIT_c_m_VD-HR_5","MIT","VD-HR","c_m_VD-HR","central","medium",5,"springbarley",5.0552,0,-6.33504122076164
21,"MIT_c_m_VD-HR_5","MIT","VD-HR","c_m_VD-HR","central","medium",5,"springbarley",5.0552,0,-6.42155548591364
22,"MIT_c_m_VD-HR_5","MIT","VD-HR","c_m_VD-HR","central","medium",5,"springbarley",5.0552,0,-6.48466881080807
23,"MIT_c_m_VD-HR_5","MIT","VD-HR","c_m_VD-HR","central","medium",5,"springbarley",5.0552,0,-6.50169942736313
24,"MIT_c_m_VD-HR_5","MIT","VD-HR","c_m_VD-HR","central","medium",5,"springbarley",5.0552,0,-6.51879544310974
25,"MIT_c_m_VD-HR_5","MIT","VD-HR","c_m_VD-HR","central","medium",5,"springbarley",5.0552,0,-6.5583361420642
26,"MIT_c_m_VD-HR_5","MIT","VD-HR","c_m_VD-HR","central","medium",5,"springbarley",5.0552,0,-6.53098855543251
27,"MIT_c_m_VD-HR_5","MIT","VD-HR","c_m_VD-HR","central","medium",5,"springbarley",5.0552,0,-6.56012710777662
28,"MIT_c_m_VD-HR_5","MIT","VD-HR","c_m_VD-HR","central","medium",5,"springbarley",5.0552,0,-6.42431931562481
29,"MIT_c_m_VD-HR_5","MIT","VD-HR","c_m_VD-HR","central","medium",5,"springbarley",5.0552,0,-6.56868400296804
30,"MIT_c_m_VD-HR_5","MIT","VD-HR","c_m_VD-HR","central","medium",5,"springbarley",5.0552,0,-6.54356899963402
31,"MIT_c_m_VD-HR_5","MIT","VD-HR","c_m_VD-HR","central","medium",5,"springbarley",5.0552,0,-6.51753711026637
32,"MIT_c_m_VD-HR_5","MIT","VD-HR","c_m_VD-HR","central","medium",5,"springbarley",5.0552,0,-6.58204325069811
33,"MIT_c_m_VD-HR_5","MIT","VD-HR","c_m_VD-HR","central","medium",5,"springbarley",5.0552,0,-6.52198017951667
34,"MIT_c_m_VD-HR_5","MIT","VD-HR","c_m_VD-HR","central","medium",5,"springbarley",5.0552,0,-6.49943605902549
35,"MIT_c_m_VD-HR_5","MIT","VD-HR","c_m_VD-HR","central","medium",5,"springbarley",5.0552,0,-6.53095219567832
36,"MIT_c_m_VD-HR_5","MIT","VD-HR","c_m_VD-HR","central","medium",5,"springbarley",5.0552,0,-6.53842281085441
37,"MIT_c_m_VD-HR_5","MIT","VD-HR","c_m_VD-HR","central","medium",5,"springbarley",5.0552,0,-6.50628480539739
1,"MIT_c_m_VD-HR_6","MIT","VD-HR","c_m_VD-HR","central","medium",6,"wosr",2.86,0,0
2,"MIT_c_m_VD-HR_6","MIT","VD-HR","c_m_VD-HR","central","medium",6,"wosr",2.86,0,0
3,"MIT_c_m_VD-HR_6","MIT","VD-HR","c_m_VD-HR","central","medium",6,"wosr",2.86,0,0
4,"MIT_c_m_VD-HR_6","MIT","VD-HR","c_m_VD-HR","central","medium",6,"wosr",2.86,0,0
